FundataKey|AsOfDate|1MthReturn|3MthReturn|6MthReturn|YTDReturn|1YrSimpleReturn|3YrSimpleReturn|5YrSimpleReturn|10YrSimpleReturn|1YrCompoundReturn|3YrCompoundReturn|5YrCompoundReturn|10YrCompoundReturn|InceptionReturn|TotalDist|DistYield
51705|08/31/2020|3.599|7.203|5.161|-5.964|3.345|9.314|11.597||3.345|4.077|6.494||5.659|0.063721|0.6375
51707|08/31/2020|0.98|1.851|2.766|-4.841|2.382|15.517|12.504||2.382|6.778|7.499||10.519|0.2423|1.8551
51708|08/31/2020|3.697|7.512|5.752|-5.265|4.505|10.538|12.864||4.505|5.239|7.684||6.839|0.184245|1.84
51709|08/31/2020|0.976|1.843|2.74|-4.872|2.342|15.513|12.465||2.342|6.759|7.487||10.528|1.2309|6.3945
51710|08/31/2020|3.694|7.503|5.726|-5.295|4.464|10.535|12.825||4.464|5.219|7.672||6.847|0.9228696|6.2535
51711|08/31/2020|0.978|1.845|2.754|-4.856|2.36|15.506|12.487||2.36|6.761|7.481||10.508|1.7806|11.5906
51712|08/31/2020|3.695|7.505|5.739|-5.279|4.482|10.527|12.847||4.482|5.222|7.666||6.828|1.3316004|11.306
51713|08/31/2020|0.881|1.549|2.17|-5.571|1.209|14.19|10.904||1.209|5.56|6.153||9.076|0.0802|0.6157
51714|08/31/2020|3.597|7.194|5.139|-5.99|3.308|9.268|11.259||3.308|4.038|6.336||5.443|0.060984|0.6107
51715|08/31/2020|0.882|1.551|2.17|-5.573|1.194|14.157|10.687||1.194|5.535|6.098||9.013|1.0314|5.438
51716|08/31/2020|3.597|7.195|5.139|-5.993|3.293|9.237|11.042||3.293|4.013|6.28||5.383|0.7703621|5.2978
51717|08/31/2020|0.867|1.517|2.119|-5.622|1.131|14.136|10.725||1.131|5.483|6.059||9.017|1.6111|10.6652
51718|08/31/2020|3.582|7.16|5.086|-6.042|3.228|9.216|11.079||3.228|3.962|6.241||5.387|1.2019155|10.378
51719|08/31/2020|0.877|1.54|2.142|-5.604|1.159|14.18|11.195||1.159|5.527|6.243||9.234|1.0232|5.3831
51720|08/31/2020|3.591|7.184|5.109|-6.024|3.257|9.259|11.551||3.257|4.005|6.426||5.597|0.7642364|5.2444
51721|08/31/2020|0.877|1.547|2.153|-5.592|1.184|14.241|11.214||1.184|5.569|6.281||9.268|1.6224|10.7111
51722|08/31/2020|3.591|7.19|5.121|-6.013|3.282|9.316|11.57||3.282|4.047|6.464||5.63|1.2105977|10.4249
51723|08/31/2020|1.521|5.618|-2.124|-6.283|-2.008|6.499|13.44||-2.008|1.901|4.538||4.766|0.302177|2.6601
51724|08/31/2020|1.674|6.075|-1.282|-5.19|-0.304|8.348|15.492||-0.304|3.652|6.34||6.587|1.272297|11.7066
51725|08/31/2020|1.47|5.437|-2.466|-6.71|-2.712|5.699|12.531||-2.712|1.136|3.727||3.951|1.086763|11.9696
51726|08/31/2020|3.109|10.004|7.868|3.77|7.522|-0.735|2.874|13.684|7.522|2.493|3.491|2.498|5.68|0.120824|2.1335
51727|08/31/2020|0.604|4.25|9.17|10.568|11.666|14.612|4.948||11.666|10.342|7.696||10.165|0.2287|1.3657
51728|08/31/2020|3.203|10.307|8.462|4.533|8.712|0.311|3.993|14.898|8.712|3.609|4.632|3.645|6.84|0.146085|2.1184
51729|08/31/2020|3.311|10.044|12.341|10.076|13.981|9.672|5.283||13.981|8.751|7.881||6.497|0.173903|1.3545
51730|08/31/2020|3.156|10.154|8.161|4.147|8.105|-0.151|3.49|14.392|8.105|3.063|4.049|3.081|6.288|0.1334545|2.1248
51731|08/31/2020|0.7|4.552|9.809|11.412|12.945|15.892|6.12||12.945|11.585|8.907||11.392|0.2926|1.6989
51732|08/31/2020|3.289|10.583|9.007|5.235|9.803|1.344|5.092|16.221|9.803|4.658|5.687|4.689|7.916|0.1738395|2.1042
51733|08/31/2020|3.41|10.364|13|10.917|15.287|10.897|6.461||15.287|9.977|9.094||7.683|0.2224137|1.6844
51734|08/31/2020|0.701|4.557|9.805|11.41|12.939|15.923|6.137||12.939|11.595|8.922||11.416|1.1283|6.0221
51735|08/31/2020|3.089|9.766|7.639|3.554|7.243|-1.042|2.741|13.582|7.243|2.089|3.173|2.284|4.146|0.0834148|0.6592
51736|08/31/2020|3.41|10.369|12.995|10.915|15.282|10.926|6.477||15.282|9.986|9.109||7.706|0.8456356|5.8871
51737|08/31/2020|3.184|10.069|8.234|4.318|8.436|0.07|3.793|14.732|8.436|3.23|4.307|3.416|5.283|0.098809|0.655
51738|08/31/2020|0.7|4.552|9.793|11.395|12.921|15.883|6.097||12.921|11.572|8.891||11.375|1.3635|9.0288
51739|08/31/2020|3.138|9.922|7.94|3.943|7.842|-0.461|3.289|14.246|7.842|2.671|3.759|2.87|6.317|0.0950236|0.657
51740|08/31/2020|3.41|10.364|12.984|10.9|15.263|10.888|6.437||15.263|9.964|9.078||7.666|1.0200884|8.8106
51741|08/31/2020|0.604|4.25|9.18|10.567|11.663|14.572|4.637||11.663|10.324|7.558||9.967|0.2281|1.366
51742|08/31/2020|3.27|10.346|8.781|5.022|9.527|1.142|4.9|16.016|9.527|4.292|5.384|4.473|6.322|0.1150723|0.6508
51743|08/31/2020|3.311|10.045|12.352|10.075|13.978|9.633|4.973||13.978|8.734|7.743||6.306|0.173447|1.3548
51744|08/31/2020|0.605|4.253|9.178|10.574|11.651|14.563|4.572||11.651|10.3|7.523||9.938|1.0833|6.0559
51745|08/31/2020|3.311|10.047|12.349|10.082|13.966|9.625|4.908||13.966|8.71|7.708||6.277|0.8111471|5.9146
51746|08/31/2020|0.598|4.241|9.129|10.499|11.549|14.459|4.526||11.549|10.209|7.467||9.927|1.2788|8.891
51747|08/31/2020|3.304|10.035|12.3|10.007|13.863|9.525|4.861||13.863|8.62|7.652||6.266|0.9561237|8.6708
51748|08/31/2020|0.604|4.251|9.174|10.566|11.665|14.616|4.987||11.665|10.343|7.712||10.178|1.0834|6.0278
51749|08/31/2020|3.311|10.046|12.346|10.075|13.981|9.676|5.323||13.981|8.753|7.897||6.509|0.8112783|5.8876
51750|08/31/2020|0.611|4.271|9.214|10.621|11.718|14.589|4.923||11.718|10.35|7.692||10.171|1.2927|8.9086
51751|08/31/2020|3.318|10.068|12.388|10.13|14.035|9.649|5.259||14.035|8.759|7.877||6.503|0.9665842|8.6885
51762|08/31/2020|0.411|3.692|2.291|1.051|3.013|5.011|5.107||3.013|3.891|3.899||4.456|0.388177|3.3795
51763|08/31/2020|0.483|3.936|2.78|1.659|3.948|5.987|6.101||3.948|4.851|4.864||5.431|0.504623|4.2573
51764|08/31/2020|1.26|6.578|6.651|5.37|8.803|5.875|5.213||8.803|5.831|5.564||5.772|0.314909|2.5273
51765|08/31/2020|1.344|6.823|7.137|6.014|9.79|6.84|6.155||9.79|6.795|6.521||6.756|0.434759|3.4114
51766|08/31/2020|1.691|7.341|7.341|4.826|9.343|7.516|5.319||9.343|6.113|5.968||6.171|0.268276|2.1039
51767|08/31/2020|1.776|7.629|7.915|5.568|10.509|8.642|6.376||10.509|7.233|7.082||7.273|0.396995|3.0521
51769|08/31/2020|1.882|7.702|7.507|4.043|9.446|8.918|5.581||9.446|6.265|6.253||6.516|0.243553|1.8668
51771|08/31/2020|0.496|4.292|7.796|5.617|9.72|4.585|6.889||9.72|6.295|6.135||7.034|0.6154|4.7824
51774|08/31/2020|0.498|4.297|7.808|5.634|9.749|4.593|6.927||9.749|6.312|6.146||7.222|1.0471|7.8792
51775|08/31/2020|1.973|8.001|8.063|4.769|10.595|10.103|6.532||10.595|7.4|7.351||7.621|0.378826|2.8406
51776|08/31/2020|0.67|4.84|8.916|7.064|11.992|6.808|9.227||11.992|8.512|8.386||8.596|0.8229|4.8422
51777|08/31/2020|0.671|4.842|8.918|7.068|11.995|6.812|9.227||11.995|8.514|8.387||7.725|1.0881|7.8811
51778|08/31/2020|1.86|6.479|10.04|4.096|10.942|9.049|10.6||10.942|8.879|9.375||10.936||
51783|08/31/2020|1.862|6.483|10.048|4.108|10.958|9.104|10.616||10.958|8.909|9.401||11.101|1.3012|7.7753
51785|08/31/2020|2.046|7.069|11.243|5.591|13.351|11.487|13.1||13.351|11.265|11.797||13.504|1.2117|5.6994
51786|08/31/2020|2.047|7.069|11.244|5.597|13.356|11.487|13.079||13.356|11.267|11.795||12.968|1.4239|8.7266
51787|08/31/2020|5.244|12.869|23.568|19.595|31.538|17.341|6.94|0.908|31.538|18.403|13.867|13.374|11.352|0.349204|1.167
51788|08/31/2020|1.662|3.961|-4.268|-13.821|-7.421|12.806|-0.754||-7.421|-5.277|-1.289||2.114||
51791|08/31/2020|4.086|8.061|10.59|5.601|10.289|7.477|7.161||10.289|8.027|7.805||6.544|0.104391|0.7154
51793|08/31/2020|4.169|8.426|11.309|6.44|11.654|8.688|8.552||11.654|9.316|9.115||7.816|0.255643|1.7461
51795|08/31/2020|0.529|3.134|-1.02|-7.017|-4.999|6.052|11.413||-4.999|0.968|3.306||4.507|0.0711|0.6334
51796|08/31/2020|1.807|6.738|12.632|8.088|11.626|7.514|7.562||11.626|7.391|5.433||7.639|0.3688|2.5481
51797|08/31/2020|1.765|6.518|12.44|7.989|11.563|7.658|7.365||11.563|7.433|5.407||7.632||
51798|08/31/2020|1.458|2.62|7.565|6.055|8.032|12.366|6.817||8.032|9.58|7.598||9.964|0.102627|0.5824
51799|08/31/2020|2.012|6.895|6.973|3.107|7.929|7.289|3.78||7.929|4.554|4.758||5.897|0.5528|4.4487
51801|08/31/2020|5.346|13.199|24.312|20.533|33.076|18.668|8.722||33.076|19.758|15.286||14.143|0.38998|1.1567
51802|08/31/2020|0.317|2.983|5.188|3.77|5.993|3.714|4.139||5.993|6.041|4.563||5.575|0.543841|5.3475
51803|08/31/2020|1.441|5.725|5.993|3.503|7.154|5.517|3.895||7.154|4.428|4.432||5.413|0.559|4.6254
51805|08/31/2020|1.825|6.365|9.806|3.806|10.478|8.671|10.237||10.478|8.453|8.974||11.032||
51806|08/31/2020|3.285|6.865|-4.245|-6.909|-2.933|7.509|9.671||-2.933|1.651|4.399||4.363|0.236371|1.955
51809|08/31/2020|2.584|11.263|17.012|13.502|15.041|18.263|0.106||15.041|14.358|10.991||11.297|0.5681|3.2838
51815|08/31/2020|4.304|7.302|-5.801|-10.389|-5.312|9.43|8.973||-5.312|0.952|4.252||4.293|0.229274|1.8549
51816|08/31/2020|4.439|7.627|-5.266|-9.71|-4.211|10.784|10.186||-4.211|2.127|5.441||5.488|0.37774|3.0291
51817|08/31/2020|2.582|11.256|16.995|13.48|15.008|18.234|0.261||15.008|14.326|11.059||11.576|1.6331|10.8623
51818|08/31/2020|2.774|11.889|18.032|14.862|17.273|20.908|2.444||17.273|16.774|13.429||13.424|0.9474|5.5099
51819|08/31/2020|3.03|7.207|-0.084|-5.179|0.29|8.723|11.729||0.29|3.403|5.307||4.332|0.152437|1.2809
51823|08/31/2020|2.972|13.735|11.378|-7.56|-3.972|13.57|19.74||-3.972|-0.007|2.26||-1.559|0.0982|1.2034
51826|08/31/2020|3.158|14.366|12.347|-7.175|-2.876|16.112|22.464||-2.876|1.834|4.32||-1.111|0.113|1.454
51829|08/31/2020|1.682|4.058|-4.771|-14.38|-8.018|12.767|-0.816||-8.018|-5.561|-1.492||1.67||
51832|08/31/2020|1.686|4.073|-4.742|-14.346|-7.963|12.81|||-7.963|-5.517|||-4.376|0.8544|9.9758
51833|08/31/2020|1.872|4.642|-3.918|-13.645|-6.549|15.336|1.488||-6.549|-3.653|0.611||1.211|0.0647|0.7586
51835|08/31/2020|1.872|4.642|-3.768|-13.51|-6.405|15.336|1.487||-6.405|-3.604|0.641||0.298|0.8097|10.8244
51836|08/31/2020|1.848|4.538|-3.218|-12.577|-5.4|15.369|1.506||-5.4|-3.195|0.919||1.932|0.1448|1.6139
51838|08/31/2020|-2.726|7.426|19.92|28.269|24.041|-7.741|12.044||24.041|13.167|8.795||7.027|0.027|0.1697
51840|08/31/2020|-2.55|8.019|21.196|30.076|26.702|-5.67|14.595||26.702|15.636|11.207||10.706|0.4005|2.1032
51843|08/31/2020|1.606|8.923|3.524|-3.825|4.285|9.772|2.695||4.285|-1.734|0.92||2.779|0.0949|0.7946
51845|08/31/2020|1.787|9.512|4.631|-2.471|6.501|12.181|4.975||6.501|0.374|3.111||3.882|0.3696|2.9982
51846|08/31/2020|-0.083|3.684|3.397|3.977|4.568|3.454|6.176||4.568|4.72|4.428||4.777|0.1804|1.567
51850|08/31/2020|0.08|4.198|4.407|5.315|6.601|5.456|8.259||6.601|6.75|6.455||6.836|0.8051|5.5538
51853|08/31/2020|2.128|8.153|14.363|6.044|13.594|3.081|-2.562||13.594|4.275|3.048||4.567|0.0328|0.2764
51856|08/31/2020|2.129|8.156|14.369|6.054|13.608|3.124|-2.552||13.608|4.309|3.064||2.451|0.8092|8.4662
51857|08/31/2020|2.315|8.758|15.341|6.661|15.096|5.431|-0.321||15.096|6.281|5.185||5.708|0.3146|2.8962
51858|08/31/2020|2.316|8.757|15.344|6.663|15.1|5.43|-0.323||15.1|6.284|5.185||6.23|1.1128|11.42
51859|08/31/2020|2.112|8.105|14.353|5.737|13.171|3.116|-2.801||13.171|4.041|2.822||4.294|0.0059|0.0461
51861|08/31/2020|2.3|8.707|15.611|7.269|15.65|5.473|-0.559||15.65|6.356|5.143||5.63|0.2592|2.1012
51862|08/31/2020|0.537|4.051|0.138|-4.58|-2.757|6.433|11.714||-2.757|2.844|4.441||5.143|0.3588|3.5329
51865|08/31/2020|0.534|4.046|0.128|-4.593|-2.778|6.403|11.75||-2.778|2.818|4.428||4.067|0.8053|10.3999
51866|08/31/2020|0.664|4.452|0.899|-3.627|-1.29|8.106|13.489||-1.29|4.423|6.067||5.667|0.4075|5.0901
51869|08/31/2020|0.707|3.693|0.04|-5.705|-2.973|8.388|13.912||-2.973|3.142|5.569||6.569|0.3378|3.0148
51871|08/31/2020|2.313|9.512|16.156|7.244|11.606|3.758|-0.251||11.606|3.697|2.385||4.357||
51873|08/31/2020|2.5|10.12|17.306|8.218|13.441|6.103|2.046||13.441|5.793|4.567||5.868|0.0681|0.5909
51874|08/31/2020|4.635|12.807|15.929|7.686|14.072|2.892|7.932||14.072|5.885|5.637||4.133|0.2615|2.3545
51878|08/31/2020|1.809|6.745|12.649|8.109|11.66|7.561|7.626||11.66|7.427|5.472||7.351|1.3184|10.8636
51879|08/31/2020|1.994|7.333|13.539|8.916|13.304|9.945|10.134||13.304|9.514|7.67||9.392|0.7784|5.5249
51880|08/31/2020|1.994|7.333|13.49|8.873|13.259|9.944|10.057||13.259|9.494|7.643||9.47|1.723|14.1517
51882|08/31/2020|-0.598|2.856|1.366|-2.101|2.252|34.445|13.2||2.252|13.573|12.797||14.494|2.1682|12.1812
51889|08/31/2020|3.615|9.392|12.708|5.646|10.418|4.264|8.203||10.418|5.48|5.107||4.692|0.2146|1.7083
51891|08/31/2020|3.654|9.514|12.955|5.95|10.901|4.656|8.564||10.901|5.92|5.515||5.121|0.287|2.2666
51896|08/31/2020|3.654|9.515|12.959|5.955|10.903|4.635|8.493||10.903|5.909|5.484||5.384|1.1752|10.5104
51898|08/31/2020|3.844|10.123|14.18|7.054|12.874|7.014|11.015||12.874|8.108|7.777||7.642|0.6724|5.2092
51899|08/31/2020|3.843|10.123|14.196|7.075|12.895|7.014|11.025||12.895|8.114|7.783||7.341|1.5208|13.818
51900|08/31/2020|1.729|6.405|12.205|7.694|11.104|7.304|7.05||11.104|7.024|5.041||7.117||
51901|08/31/2020|4.592|12.573|15.731|7.587|14.008|3.03|7.734||14.008|5.927|5.611||4.126||
51903|08/31/2020|1.951|7.111|13.676|9.561|14.014|10.093|9.786||14.014|9.8|7.759||9.4|0.2263|1.6234
51904|08/31/2020|1.899|7.085|10.7|4.868|9.214|7.022|9.108||9.214|6.471|5.897||6.85|0.0279|0.1975
51905|08/31/2020|4.729|13.174|13.939|4.478|11.607|2.421|9.483||11.607|4.978|6.101||3.466|0.0212|0.1956
51908|08/31/2020|1.899|7.086|10.701|4.87|9.214|6.995|9.062||9.214|6.458|5.867||7.063|1.0036|8.0121
51909|08/31/2020|2.082|7.667|11.888|6.348|11.541|9.323|11.453||11.541|8.748|8.167||9.4|0.1162|0.7753
51910|08/31/2020|2.081|7.668|11.887|6.351|11.545|9.327|11.417||11.545|8.75|8.161||9.445|1.0392|7.8396
51914|08/31/2020|0.923|5.218|2.88|2.838|6.12|2.693|6.794||6.12|4.541|5.599||4.881|0.517|5.6997
51915|08/31/2020|0.923|5.218|2.881|2.841|6.123|2.692|6.795||6.123|4.543|5.6||4.326|0.9876|8.6245
51916|08/31/2020|-1.467|25.626|72.768|57.892|55.872|-21.682|98.052||55.872|26.333|29.361||17.598|2.0083|8.1111
51917|08/31/2020|0.678|6.321|2.615|0.734|2.743|1.163|8.336||2.743|3.707|4.963||4.141|0.4238|4.4714
51919|08/31/2020|-1.024|26.364|74.279|58.793|57.898|-19.907|102.574||57.898|28.739|32.015||17.833|1.9682|9.6593
51920|08/31/2020|0.722|6.465|2.888|1.089|3.295|1.712|8.892||3.295|4.269|5.522||4.694|0.4771|4.9937
51923|08/31/2020|0.71|6.425|2.812|0.991|3.144|1.563|8.763||3.144|4.117|5.377||4.548|0.46|4.8618
51929|08/31/2020|-1.011|2.266|3.774|7.253|5.086|0.687|4.462||5.086|4.293|3.252||3.624|0.1006|0.8818
51931|08/31/2020|-0.964|2.413|4.072|7.656|5.683|1.16|5.027||5.683|4.849|3.785||4.07|0.1598|1.4095
51935|08/31/2020|-0.862|2.737|4.718|8.538|6.988|2.502|6.444||6.988|6.174|5.131||5.316|0.2861|2.5634
51937|08/31/2020|1.229|5.138|2.439|0.146|3.164|5.698|5.885||3.164|4.101|4.985||5.056|0.222|1.8814
51939|08/31/2020|1.252|5.209|2.577|0.324|3.442|5.893|6.013||3.442|4.351|5.193||5.068|1.014|8.9142
51940|08/31/2020|1.428|5.759|3.639|1.689|5.568|8.158|8.353||5.568|6.523|7.429||7.391|0.8672|5.6745
51941|08/31/2020|1.429|5.764|3.643|1.698|5.577|8.158|8.388||5.577|6.526|7.438||7.321|1.1528|8.9183
51942|08/31/2020|3.279|10.165|16.971|14.176|14.329|21.268|-1.3||14.329|16.787|11.516||13.317|1.4851|7.4772
51944|08/31/2020|3.469|10.779|17.816|15.375|16.372|24.009|1.004||16.372|19.207|13.933||15.037|1.8888|10.3745
51952|08/31/2020|5.771|14.989|30.767|32.257|38.178|31.572|5.072||38.178|26.298|19.531||19.134||
51954|08/31/2020|5.964|15.628|32.202|34.169|41.199|34.54|7.533||41.199|29.08|22.221||20.047||
51955|08/31/2020|-0.815|2.174|0.057|-3.761|-0.347|31.039|10.322||-0.347|10.691|9.933||11.76|1.4424|8.3618
51956|08/31/2020|-0.781|2.283|0.264|-3.498|0.063|31.482|10.63||0.063|11.12|10.318||11.9|1.5243|8.9253
51957|08/31/2020|1.976|8.098|3.199|-3.858|2.255|25.83|11.011||2.255|9.562|10.531||8.12|1.0809|8.2477
51961|08/31/2020|-0.775|2.292|0.272|-3.488|0.087|31.563|10.734||0.087|11.174|10.389||11.211|2.6584|18.8954
51962|08/31/2020|-0.598|2.852|1.365|-2.102|2.251|34.441|13.199||2.251|13.571|12.796||13.346|3.08|22.4154
51963|08/31/2020|0.569|2.391|2.051|2.393|3.153|2.127|1.937||3.153|2.575|2.409||2.23|0.27751|2.9039
51964|08/31/2020|1.714|7.159|-1.076|-8.076|-2.828|25.812|10.507||-2.828|7.053|8.767||7.154|1.1108|8.8523
51965|08/31/2020|1.752|7.271|-0.874|-7.828|-2.436|26.231|10.822||-2.436|7.461|9.145||7.456|1.1999|9.4245
51968|08/31/2020|1.753|7.284|-0.851|-7.801|-2.407|26.27|10.828||-2.407|7.487|9.159||7.715|2.2055|19.884
51969|08/31/2020|1.936|7.878|0.23|-6.479|-0.282|29.099|13.394||-0.282|9.855|11.612||9.241|1.5915|12.8182
51970|08/31/2020|1.937|7.871|0.223|-6.485|-0.287|29.098|13.397||-0.287|9.853|11.611||9.689|2.6046|23.6889
51971|08/31/2020|-0.528|0.842|-7.183|-12.309|-9.782|10.518|9.966||-9.782|1.287|3.328||5.895|0.135572|1.0286
51972|08/31/2020|-0.439|1.189|-6.584|-11.501|-8.574|12.018|11.573||-8.574|2.684|4.774||7.371|0.356333|2.6162
51978|08/31/2020|1.149|5.383|5.016|3.747|6.626|7.315|6.537||6.626|6.151|6.166||6.727|0.719|5.9936
51979|08/31/2020|0.976|4.833|4.072|2.346|4.468|5.06|4.233||4.468|3.981|3.955||4.499|0.7259|6.0455
51982|08/31/2020|0.977|4.839|4.094|2.36|4.491|5.096|4.268||4.491|4.011|3.985||4.717|1.5719|15.2105
51983|08/31/2020|1.15|5.384|5.219|3.122|5.985|7.31|6.505||5.985|5.938|6.031||6.664|1.0622|8.663
51984|08/31/2020|1.15|5.386|5.133|3.04|5.902|7.31|6.501||5.902|5.909|6.013||6.203|1.8609|18.1218
51985|08/31/2020|0.104|3.467|3.823|4.017|4.684|3.019|5.129||4.684|3.785|3.659||3.997|0.3748|3.3422
51987|08/31/2020|0.252|3.929|4.737|5.223|6.515|4.83|7.007||6.515|5.598|5.482||5.82|0.5327|4.7563
51988|08/31/2020|0.103|3.488|3.993|3.657|4.321|2.993|5.028||4.321|3.655|3.549||3.801|0.5986|5.2781
51991|08/31/2020|0.107|3.498|4.005|3.657|4.342|3.025|5.07||4.342|3.687|3.585||3.614|1.3912|14.312
51993|08/31/2020|0.253|3.955|4.801|4.14|5.422|4.826|7.02||5.422|5.236|5.263||5.588|0.8581|7.4891
51994|08/31/2020|0.252|3.954|4.799|4.137|5.42|4.827|6.931||5.42|5.236|5.246||5.595|1.6645|16.8083
51995|08/31/2020|0.345|3.85|4.42|4.394|5.537|3.585|4.797||5.537|3.95|3.782||4.149|0.4275|3.7248
51997|08/31/2020|0.514|4.382|5.475|5.783|7.658|5.729|7.017||7.658|6.056|5.919||6.08|0.6187|5.5183
51998|08/31/2020|0.344|3.869|4.616|4.252|5.392|3.571|4.874||5.392|3.899|3.766||4.288|0.6874|5.8076
52001|08/31/2020|0.347|3.874|4.624|4.258|5.403|3.583|4.826||5.403|3.911|3.766||4.128|1.4789|14.8009
52002|08/31/2020|0.515|4.398|5.559|4.798|6.658|5.729|7.102||6.658|5.763|5.759||6.15|1.0017|8.4774
52003|08/31/2020|0.514|4.398|5.55|4.79|6.649|5.73|7.102||6.649|5.71|5.728||5.62|1.7798|17.7921
52005|08/31/2020|0.795|6.699|3.335|1.671|4.192|2.595|9.868||4.192|5.172|6.443||5.607|0.5548|5.8531
52007|08/31/2020|2.837|7.722|9.881|2.803|9.542|7.906|2.817||9.542|4.585|5.023||6.214|0.7959|6.5341
52011|08/31/2020|2.84|7.734|9.848|2.799|9.55|7.923|2.909||9.55|4.598|5.07||4.19|1.535|15.7099
52012|08/31/2020|3.023|8.316|11.75|4.231|11.865|10.315|5.163||11.865|6.853|7.343||7.71|1.0936|9.5811
52014|08/31/2020|3.023|8.317|11.821|4.295|11.935|10.314|5.162||11.935|6.875|7.355||7.514|1.8451|19.0208
52015|08/31/2020|-0.856|2.189|3.531|6.758|5.021|0.845|4.783||5.021|4.613|3.528||3.645|0.3676|3.2452
52016|08/31/2020|0.792|1.655|-1.138|-5.523|-2.011|11.344|-0.671||-2.011|2.137|1.537||4.699|0.549601|5.8896
52020|08/31/2020|0.885|1.942|-0.589|-4.888|-0.897|12.513|0.465||-0.897|3.259|2.673||5.872|0.66564|7.1152
52023|08/31/2020|-0.754|2.508|4.168|7.624|6.306|2.137|6.335||6.306|5.909|4.891||5.105|0.484|4.3288
52024|08/31/2020|-0.754|2.509|4.167|7.625|6.306|2.066|6.334||6.306|5.884|4.875||4.78|1.2872|12.5289
52025|08/31/2020|0.963|2.186|-0.126|-4.311|0.069|13.533|1.608||0.069|4.216|3.694||6.946|0.77352|8.3158
52026|08/31/2020|0.962|2.19|-0.12|-4.31|-0.013|13.502|1.603||-0.013|4.229|3.704||7.1|0.77724|8.3666
52028|08/31/2020|0.968|2.204|-0.09|-4.24|0.092|13.696|1.637||0.092|4.337|3.776||7.032|0.77388|8.4086
52029|08/31/2020|2.193|7.468|8.107|4.548|10.208|9.681|6.026||10.208|6.808|7.039||7.274|0.7019|5.9275
52030|08/31/2020|2.018|6.918|7.203|2.82|7.621|7.259|3.624||7.621|4.438|4.651||5.343|1.0954|8.8999
52033|08/31/2020|2.017|6.917|7.193|2.817|7.612|7.256|3.651||7.612|4.436|4.645||4.46|1.8732|18.294
52034|08/31/2020|2.2|7.498|8.502|3.675|9.292|9.681|6.034||9.292|6.508|6.861||7.807|1.4934|11.767
52037|08/31/2020|1.617|6.283|7.098|4.921|9.373|7.77|6.152||9.373|6.613|6.646||7.262|0.8045|6.6027
52038|08/31/2020|1.45|5.766|6.227|3.319|6.963|5.495|3.79||6.963|4.361|4.366||5.066|0.8971|7.3346
52041|08/31/2020|1.451|5.764|6.245|3.337|6.986|5.534|3.8||6.986|4.389|4.391||4.842|1.7506|16.5297
52042|08/31/2020|1.626|6.317|7.208|3.864|8.272|7.77|6.066||8.272|6.254|6.414||7.081|1.2551|10.1488
52051|08/31/2020|-1.186|1.635|2.721|6.25|4.757|0.358|3.98||4.757|4.265|2.866||3.212|0.477136|5.872
52052|08/31/2020|-0.298|3.33|3.776|4.879|5.132|2.855|5.033||5.132|4.632|3.72||4.32|0.505532|5.907
52053|08/31/2020|0.105|4.015|4.358|4.292|5.557|4.656|5.769||5.557|5.172|4.518||5.083|0.532452|5.9068
52054|08/31/2020|0.804|5.13|5.132|3.085|6.2|7.116|5.743||6.2|5.8|5.438||5.956|0.558572|5.9336
52055|08/31/2020|1.496|6.195|5.643|1.552|6.61|9.818|5.508||6.61|6.212|6.043||6.629|0.582984|5.9872
52056|08/31/2020|2.114|7.228|6.335|0.587|7.189|12.622|5.016||7.189|6.639|6.804||7.592|0.62284|6.0137
52057|08/31/2020|-1.293|1.685|2.075|5.401|3.636|-0.299|2.287||3.636|3.129|1.703||2.028|0.443272|5.945
52058|08/31/2020|-0.443|3.059|3.43|4.354|4.574|3.122|3.93||4.574|3.99|3.228||3.887|0.478544|5.9475
52059|08/31/2020|-0.054|3.782|3.791|3.239|4.72|5.201|3.908||4.72|4.327|3.775||4.671|0.493128|5.9808
52061|08/31/2020|0.68|4.881|4.318|1.61|5.036|7.552|4.548||5.036|4.324|4.283||5.485|0.505568|6.0494
52062|08/31/2020|1.425|6.138|5.284|0.256|5.594|10.257|4.638||5.594|4.964|4.957||6.696|0.558298|6.3589
52063|08/31/2020|2.079|7.015|5.81|-1.033|5.861|12.823|4.399||5.861|4.932|5.34||7.41|0.56501|6.2407
52064|08/31/2020|6.908|14.908|17.451|7.701|19.244|18.031|17.556||19.244|12.452|14.374||12.8||
52074|08/31/2020|-1.116|1.845|3.006|5.969|5.231|1.41|6.818||5.231|4.688|4.287||4.709|0.2658|2.4872
52075|08/31/2020|0.29|2.235|4.051|5.743|5.708|0.797|1.936||5.708|3.64|2.607||2.757|0.2346|2.3297
52081|08/31/2020|3.084|7.01|1.904|-7.337|2.146|7.197|4.789||2.146|2.883|4.199||3.625|0.5200889|10.291
52082|08/31/2020|2.171|5.603|-2.228|-8.415|-3.275|6.282|7.184||-3.275|1.335|3.26||3.852|0.6729546|9.7104
52087|08/31/2020|2.175|5.614|-2.207|-8.388|-3.23|6.35|7.207||-3.23|1.391|3.308||3.883|0.1207509|0.9816
52088|08/31/2020|2.285|5.96|-1.57|-7.61|-1.992|7.629|8.565||-1.992|2.655|4.603||5.171|0.1299332|0.971
