FundataKey|AsOfDate|1MthReturn|3MthReturn|6MthReturn|YTDReturn|1YrSimpleReturn|3YrSimpleReturn|5YrSimpleReturn|10YrSimpleReturn|1YrCompoundReturn|3YrCompoundReturn|5YrCompoundReturn|10YrCompoundReturn|InceptionReturn|TotalDist|DistYield
10056|08/31/2020|3.664|8.446|18.295|9.704|17.968|21.618|2.322|7.165|17.968|12.75|9.533|13.21|5.066|0.0086703|0.0687
10057|08/31/2020|6.571|15.043|21.872|9.182|20.309|16.923|3.094|16.529|20.309|11.309|9.856|10.939|5.651|0.0065844|0.068
10080|08/31/2020|2.877|12.832|22.919|22.635|28.841|30.366|6.394|11.61|28.841|18.611|15.512|14.906|7.528||
10081|08/31/2020|0.025|10.149|23.268|22.504|19.254|41.544|-3.148|20.132|19.254|21.621|14.723|15.47|10.62||
10082|08/31/2020|3.448|14.42|28.355|29.134|33.146|30.104|5.788|13.457|33.146|17.253|13.856|16.384|8.937||
10083|08/31/2020|5.169|14.803|3.634|1.052|11.524|2.07|16.628|9.602|11.524|1.565|4.92|3.47|2.971||
10088|08/31/2020|2.57|16.512|17.748|17.394|29.045|2.376|6.396|-6.051|29.045|8.058|10.215|7.307|6.013||
10089|08/31/2020|2.585|4.31|0.269|-4.27|0.943|8.792|6.096|4.145|0.943|3.066|4.102|6.23|7.979|0.4772904|1.1359
10091|08/31/2020|-0.971|11.902|2.063|-5.421|5.553|1.887|9.224|-0.274|5.553|2.007|5.231|2.619|9.279|0.332558|2.7042
10093|08/31/2020|1.43|5.823|-4.17|-14.652|-4.587|0.293|-13.639|-13.822|-4.587|-3.877|-3.246|0.839|4.148||
10095|08/31/2020|2.233|8.838|-1.438|-7.454|-2.538|9.385|7.889|10.086|-2.538|-1.143|0.311|0.508|7.369||
10098|08/31/2020|1.051|2.355|0.167|-1.671|0.205|6.852|4.81|-2.92|0.205|3.418|3.411|3.883|7.106|0.2047183|0.8194
10104|08/31/2020|-0.002|1.216|2.36|3.946|3.331|-0.039|0.849|0.229|3.331|2.182|1.382|1.164|1.567||
10118|08/31/2020|-0.353|2.351|1.758|2.919|2.852|-0.475|4.651|0.567|2.852|2.046|2.54|3.671|4.351|0.0641364|1.9229
10120|08/31/2020|1.258|1.136|-1.805|-8.467|-0.934|6.998|5.876|3.19|-0.934|1.383|3.644|8.544|4.603||
10123|08/31/2020|0|0|0.001|0.028|0.069|0.003|0|0.002|0.069|0.08|0.048|0.035|4.872|0.0068682|0.0686
10127|08/31/2020|4.721|15.011|9.06|0.827|7.616|1.566|6.814|5.304|7.616|2.566|4.606|4.127|4.634|0.0755031|0.374
10128|08/31/2020|5.645|19.103|26.491|22.09|31.513|24.772|7.252|21.217|31.513|16.912|15.823|12.574|7.771||
10129|08/31/2020|2.717|16.272|26.85|21.959|21.728|35.434|-2.354|30.657|21.728|19.863|15.033|13.139|10.04||
10130|08/31/2020|6.232|20.78|32.084|28.559|35.907|24.509|6.642|23.375|35.907|15.564|14.163|14.034|8.233||
10133|08/31/2020|5.331|22.988|21.169|16.872|31.721|-2.047|7.279|2.224|31.721|6.496|10.513|5.141|7.312||
10135|08/31/2020|1.694|18.123|5.029|-5.841|7.742|-2.503|10.084|8.535|7.742|0.539|5.515|0.551|5.708|0.2526461|2.6796
10136|08/31/2020|4.16|11.705|-1.385|-15.031|-2.608|-4.053|-12.947|-6.253|-2.608|-5.267|-2.985|-1.193|-1.914||
10142|08/31/2020|2.689|6.842|5.335|3.484|5.474|-4.38|1.67|9.084|5.474|0.701|1.656|-0.875|0.688||
10148|08/31/2020|2.327|8.038|4.713|2.46|4.982|-4.809|5.612|9.419|4.982|0.524|2.816|1.59|3.731|0.047663|1.8639
10150|08/31/2020|3.983|6.757|1.048|-8.874|1.121|2.371|6.742|12.125|1.121|-0.088|3.924|6.342|4.5||
10153|08/31/2020|1.789|6.195|6.647|-1.767|5.827|9.991|-3.266|6.179|5.827|6.832|4.672|5.539|1.257|0.0266331|0.729
10154|08/31/2020|4.643|12.657|9.871|-2.235|7.926|5.745|-2.539|15.457|7.926|5.466|4.98|3.383|-0.987|0.0202257|0.7213
10158|08/31/2020|2.506|5.871|13.977|7.345|14.045|19.388|1.761|7.189|14.045|10.813|7.906|12.442|5.987||
10159|08/31/2020|5.381|12.312|17.424|6.835|16.307|14.778|2.527|16.556|16.307|9.396|8.225|10.185|1.132||
10160|08/31/2020|2.771|2.415|-4.2|-13.059|-6.747||||-6.747||||-7.901|0.0093643|0.0759
10161|08/31/2020|5.655|8.645|-1.302|-13.473|-4.896||||-4.896||||-6.182|0.0071114|0.0751
10186|08/31/2020|-1.117|1.99|3.689|7.357|5.076|-0.014|4.6|2.922|5.076|4.362|2.998|2.932|3.988|0.0057019|0.0842
10193|08/31/2020|1.346|6.736|3.709|0.75|3.195|3.48|5.773|3.392|3.195|2.584|2.766|4.771|6.418|0.006443|0.0157
10195|08/31/2020|2.6|8.571|4.807|-1.965|2.47|5.447|5.996|3.37|2.47|1.583|2.69|5.803|7.182||
10197|08/31/2020|4.783|8.573|-3.03|-9.752|-0.489|7.794|-1.255|1.873|-0.489|1.216|1.824|2.147|4.625|0.192485|2.3063
10204|08/31/2020|2.498|8.675|13.632|7.12|14.443|5.291|6.164|5.008|14.443|7.744|6.737|10.076|4.94|0.011626|0.0789
10211|08/31/2020|0.003|0.025|0.047|0.137|0.684|0.248|0.032|0.034|0.684|0.506|0.318|0.177|1.4|0.06825|0.6825
10229|08/31/2020|2.585|8.53|4.076|-2.694|1.582|5.373|6.033|3.399|1.582|1.242|2.479|5.735|7.145|0.224018|1.1448
10239|08/31/2020|5.256|14.716|16.934|6.644|16.817|0.764|6.506|14.284|16.817|6.196|6.921|7.874|3.274|0.0079948|0.0707
10267|08/31/2020|-2.679|17.675|59.974|48.527|48.975|-24.926|84.442|22.813|48.975|22.368|25.386|3.181|6.342||
10269|08/31/2020|1.113|9.249|9.03|-4.047|3.544|-2.374|25.275|19.714|3.544|0.297|3.719|-1.43|6.987||
10271|08/31/2020|6.715|18.359|32.007|30.641|47.805|25.808|13.083|7.153|47.805|25.108|22.45|20.116|9.742||
10281|08/31/2020|3.382|10.363|9.788|4.782|7.813|15.042|5.177|3.497|7.813|9.103|6.597|5.272|9.015||
10288|08/31/2020|-1.12|2.051|4.205|7.732|5.65|0.767|4.505|4.134|5.65|4.91|3.385|3.361|7.613|0.164944|1.7547
10290|08/31/2020|2.508|6.423|14.472|11.241|19.02|27.851|11.67|3.953|19.02|18.344|14.444|16.67|14.314||
10298|08/31/2020|-0.384|3.944|4.802|8.272|6.297|-0.051|2.923|4.311|6.297|4.59|2.917|3.29|4.27|0.2177017|1.6739
10309|08/31/2020|1.22|5.643|4.577|2.237|5.087|6.882|4.697|6.932|5.087|4.737|4.836|5.324|4.711||
10310|08/31/2020|1.641|7.048|6.18|3.016|6.987|7.333|5.448|6.594|6.987|5.092|5.313|6.09|4.921||
10311|08/31/2020|2.004|7.782|7.857|3.694|8.548|9.854|6.152|5.995|8.548|6.406|6.43|7.052|5.43||
10312|08/31/2020|0.85|5.141|3.807|2.661|4.608|4.39|3.602|5.361|4.608|3.847|3.778|3.895|4.094||
10313|08/31/2020|2.672|9.042|9.16|3.687|10.014|11.873|6.544|6.015|10.014|6.971|7.202|7.942|5.997||
10314|08/31/2020|0.492|4.634|3.312|3.077|4.287|2.755|2.779|3.984|4.287|3.344|2.991|2.622|3.378||
10351|08/31/2020|2.185|9.649|12.596|8.344|10.247|25.911|4.755|4.071|10.247|8.929|7.76|6.694|2.303||
10353|08/31/2020|-0.03|-0.005|0.221|0.423|1.072|0.871|-0.502|-0.047|1.072|1.068|0.514|0.182|1.052||
10360|08/31/2020|2.144|9.605|12.552|8.302|10.202|25.897|4.637|3.269|10.202|8.911|7.726|7.107|3.123||
10362|08/31/2020|-0.047|0.007|0.27|0.498|1.194|1.031|0.043|5.16|1.194|1.215|0.809|1.096|1.727||
10429|08/31/2020|1.272|6.44|6.193|2.711|6.807|13.146|6.484|4.118|6.807|7.532|6.769|7.623|7.381|0.282674|1.6207
10430|08/31/2020|-1.32|1.78|4.274|7.755|5.855|0.847|2.778|6.065|5.855|5.097|3.396|3.444|5.919|0.212245|1.7106
10435|08/31/2020|2.309|5.767|-0.82|-4.514|-0.546|6.515|11.02|10.831|-0.546|2.98|5.204|6.501|7.708|1.166433|3.4899
10436|08/31/2020|2.663|6.84|13.169|6.681|11.059|22.784|15.568|6.151|11.059|13.99|12.18|14.271|7.59|0.653541|0.9196
10437|08/31/2020|-1.354|2.424|2.344|6.348|4.823|1.785|5.597|4.628|4.823|5.066|4.237|4.204|6.624|0.479783|3.4238
10438|08/31/2020|1.601|5.886|-1.865|-5.977|-1.478|7.168|14.234|12.679|-1.478|2.527|5.172|7.489|9.856|4.15386|3.4426
10439|08/31/2020|1.191|0.611|-7.877|-15.375|-8.614|5.001|-4.704|-4.966|-8.614|-5.1|-1.666|4.359|2.818|0.531388|6.0635
10444|08/31/2020|0.03|0.094|0.324|0.558|1.043|1.059|0.603|0.892|1.043|1.223|0.958|0.903|2.837|0.1038704|1.0387
10445|08/31/2020|1.026|5.489|0.791|-2.136|1.321|5.491|7.931|7.763|1.321|2.16|3.84|6.02|7.388|1.243299|3.276
10446|08/31/2020|4.386|14.339|-2.122|-10.965|-4.191|-1.414|7.845|12.043|-4.191|-12.54|-5.37|1.346|6.21|0.740908|2.0432
10447|08/31/2020|4.337|5.717|4.001|-1.142|5.621|12.984|4.209|8.228|5.621|7.225|6.125|10.327|3.07||
10448|08/31/2020|-0.01|-0.007|0.148|0.343|0.76|0.728|-0.166|0.579|0.76|0.937|0.555|0.479|1.311||
10449|08/31/2020|1.142|5.117|-3.625|-5.141|-2.626|4.703|4.492|8.11|-2.626|2.568|2.766|5.196|6.417||
10450|08/31/2020|-1.025|2.459|4.118|7.534|5.212|-0.758|4.286|3.628|5.212|4.056|2.639|2.942|3.283||
10451|08/31/2020|3.507|11.617|4.274|-3.803|4.839|12.215|4.815|7.687|4.839|2.607|4.962|6.34|4.271||
10452|08/31/2020|0.877|2.874|0.115|-5.894|0.78|18.724|3.4|8.226|0.78|2.125|2.655|10.147|3.315||
10453|08/31/2020|3.505|11.579|4.311|-3.758|4.855|12.065|5.12|7.759|4.855|2.496|4.936|6.308|7.614||
10454|08/31/2020|3.999|9.604|-0.304|-5.361|1.927|7.84|6.852|7.705|1.927|1.755|4.018|6.369|5.554||
10456|08/31/2020|3.904|10.706|10.153|2.645|11.276|16.039|1.59|5.719|11.276|6.819|6.518|9.146|1.701||
10457|08/31/2020|1.143|5.138|-3.61|-5.126|-2.613|4.7|4.505|8.083|-2.613|2.579|2.772|5.196|6.481||
10458|08/31/2020|0.358|2.198|0.065|-9.563|-2.532|5.684|-2.941|3.419|-2.532|0.865|2.052|5.545|0.64||
10459|08/31/2020|1.394|6.731|4.442|1.3|4.914|7.673|0.868|7.448|4.914|3.555|3.482|5.177|4.638||
10460|08/31/2020|4.145|5.131|2.865|-2.573|3.33|10.545|2.068||3.33|4.907|3.861||7.529||
10461|08/31/2020|-0.013|-0.016|0.126|0.313|0.711|0.673|-0.321|-0.068|0.711|0.884|0.482|0.143|0.838||
10462|08/31/2020|1.016|4.721|-4.341|-6.073|-4.047|3.156|2.953|6.54|-4.047|1.073|1.263|3.671|5.758||
10463|08/31/2020|-1.114|2.177|3.556|6.769|4.09|-1.795|3.222|2.471|4.09|2.961|1.558|1.832|2.811||
10464|08/31/2020|3.3|10.944|3.037|-5.305|2.232|9.57|2.388|5.213|2.232|0.128|2.475|3.853|3.189||
10465|08/31/2020|0.633|2.12|-1.328|-7.678|-2.075|15.451|0.603|5.398|-2.075|-0.722|-0.174|7.156|1.488||
10466|08/31/2020|3.31|10.948|3.149|-5.171|2.557|9.639|2.78|5.294|2.557|0.279|2.65|3.955|5.714||
10467|08/31/2020|3.873|9.2|-1.028|-6.266|0.462|6.293|5.29|6.116|0.462|0.288|2.522|4.841|5.146||
10468|08/31/2020|3.721|10.117|8.999|1.143|8.89|13.677|-0.408||8.89|4.607|4.356||5.116||
10469|08/31/2020|1.022|4.758|-4.294|-6.013|-3.999|3.224|3.015|6.514|-3.999|1.122|1.312|3.697|6.528||
10470|08/31/2020|0.164|1.594|-1.09|-10.697|-4.773|3.26|-5.037||-4.773|-1.449|-0.24||0.848||
10471|08/31/2020|1.236|6.225|3.483|0.073|3.005|5.715|-1.035|5.452|3.005|1.675|1.595|3.263|3.473||
10475|08/31/2020|7.038|14.793|28.91|26.927|32.605|29.358|-2.772|6.053|32.605|23.419|14.493|14.079|4.347||
10476|08/31/2020|4.16|8.866|15.424|9.17|17.674|23.284|10.578|7.305|17.674|14.539|12.646|15.837|6.99|0.195532|0.4744
10477|08/31/2020|1.023|4.489|4.54|3.147|4.285|6.554|4.52|3.254|4.285|5.719|5.078|5.364|6.119|0.183704|0.6751
10478|08/31/2020|0.008|0.025|0.076|0.177|0.39|0.402|0.099|0.274|0.39|0.508|0.345|0.32|2.073|0.038911|0.3891
10479|08/31/2020|4.221|8.969|15.74|9.293|17.803|22.809|10.751|7.375|17.803|14.318|12.522|15.701|7.381|2.057942|11.4194
10480|08/31/2020|-1.206|1.513|3.473|7.102|4.988|0.528|4.903|4.473|4.988|4.671|3.315|3.544|4.656|0.238586|1.9357
10481|08/31/2020|3.055|4.726|-2.104|-6.035|-1.058|9.313|10.866|5.715|-1.058|4.624|6.864|7.654|9.191|0.356083|0.5313
10482|08/31/2020|3.136|7.11|4.408|-0.697|3.143|10.889|3.934|3.577|3.143|5.364|5.946|7.016|5.681|0.779609|2.3889
10484|08/31/2020|-0.887|1.001|3.137|6.862|4.911|0.528|6.262|4.644|4.911|4.75|3.498|3.356|7.136|0.279094|1.9515
10486|08/31/2020|0.008|0.025|0.075|0.206|0.499|0.663|0.05|0.05|0.499|0.826|0.519|0.285|1.638|0.049824|0.4982
10487|08/31/2020|5.703|21.916|23.883|27.152|41.902|0.014|1.071|10.27|41.902|11.957|7.334|5.912|6.983||
10488|08/31/2020|2.275|9.288|2.938|-1.603|2.923|8.975|7.547|8.81|2.923|5.063|5.781|5.417|6.223|0.582708|1.9639
10493|08/31/2020|4.838|12.311|14.876|11.751|15.586|5.899|-5.034|1.826|15.586|6.203|3.146|5.577|7.3||
10494|08/31/2020|0.465|7.39|6.297|-1.563|8.572|7.056|-0.924|11.885|8.572|2.011|2.738|8.045|2.396||
10496|08/31/2020|-3.141|-2.776|1.133|9.654|4.081|0.517|7.539|-0.66|4.081|4.906|2.808|2.318|3.071||
10498|08/31/2020|-1.333|1.318|3.232|8.023|6.456|-2.942|4.629|3.632|6.456|4.575|3.179|1.981|3.841|0.137676|1.1089
10499|08/31/2020|1.836|4.256|2.17|-5.805|1.581|6.901|-2.559|-0.11|1.581|1.94|2.659|6.333|1.31|0.393041|3.8018
10500|08/31/2020|3.616|15.874|21.365|18.018|29.085|18.524|5.031|5.434|29.085|15.163|13.609|14.143|8.751|1.135635|1.1549
10502|08/31/2020|0.027|0.045|0.17|0.36|0.697|0.724|0.301|0.325|0.697|0.856|0.633|0.489|2.532|0.0694893|0.6948
10503|08/31/2020|0.127|0.484|0.869|1.06|1.688|1.604|0.758|1.03|1.688|1.893|1.49|1.326|3.562|0.160303|1.5036
10505|08/31/2020|1.108|10.912|14.498|0.668|5.287|6.058|35.11|13.636|5.287|5.552|9.826|1.9|4.083||
10506|08/31/2020|0.008|0.031|0.152|0.336|0.713|0.678|0.099|0.515|0.713|0.851|0.552|0.522|2.323|0.071087|0.7108
10507|08/31/2020|0.025|0.086|0.262|0.484|0.935|0.892|0.305|0.701|0.935|1.071|0.765|0.745|1.842|0.0931|0.931
10508|08/31/2020|0.038|0.128|0.346|0.594|1.101|1.053|0.473|1.08|1.101|1.236|0.928|0.935|2.02|0.1096|1.096
10509|08/31/2020|1.633|7.637|7.628|4.299|7.808|9.595|5.489|5.051|7.808|6.512|6.009|6.75|6.692|0.959386|4.6707
10516|08/31/2020|0.894|5.685|4.461|2.133|4.278|6.511|6.507|0.282|4.278|4.813|4.536|4.926|6.267|0.498512|2.221
10518|08/31/2020|-1.306|1.605|3.14|6.983|4.63|0.025|4.479|2.989|4.63|4.145|2.781|2.759|5.544|0.205483|1.424
10519|08/31/2020|2.135|8.787|1.349|-5.351|-1.228|8.657|7.832|6.273|-1.228|2.502|3.702|5.066|7.092|0.558709|1.7658
10520|08/31/2020|3.277|4.195|-0.909|-9.606|-1.561|6.575|-1.087|-4.437|-1.561|1.596|3.654|6.054|2.243||
10521|08/31/2020|2.379|5.033|-5.192|-7.195|-4.107|11.649|5.866|6.989|-4.107|4.502|5.55|7.091|9.504|0.515256|0.6989
10522|08/31/2020|0.476|11.083|2.773|-3.191|1.764|1.915|16.26|-0.936|1.764|0.61|4.77|4.19|2.711|0.222039|1.331
10523|08/31/2020|2.258|9.263|2.859|-1.633|2.91|9.067|7.587|5.373|2.91|5.098|5.784|5.113|6.493|0.904745|2.6204
10524|08/31/2020|0.679|5.878|6.067|-1.123|10.231|8.468|-3.315|8.943|10.231|2.562|3.158|8.225|5.407|0.305323|1.3097
10527|08/31/2020|2.245|5.719|6.736|3.754|5.152|10.467|1.465|12.749|5.152|7.702|5.955|10.969|4.113|0.6|2.9586
10528|08/31/2020|-0.782|1.051|1.178|3.693|2.097|0.768|8.437|0.358|2.097|3.62|2.526|3.139|3.252|0.60841|5.6673
10531|08/31/2020|0.422|4.293|1.728|1.004|2.978|4.926|8.384|6.555|2.978|5.196|5.235|5.85|5.705|0.361914|5.422
10532|08/31/2020|0.004|0.013|0.084|0.242|0.564|0.304|0.1|0.12|0.564|0.564|0.378|0.243|2.88|0.005628|0.5628
10533|08/31/2020|-0.018|1.051|2.027|3.622|3.037|-0.51|-0.032|1.691|3.037|1.895|0.931|1.162|6.401|0.152569|1.3662
10534|08/31/2020|1.457|2.092|-2.125|-9.569|-4.368|16.124|4.946|7.29|-4.368|2.875|4.056|9.639|6.211|0.552002|1.5315
10536|08/31/2020|-4.426|17.213|54.961|43.275|35.721|-18.402|72.044|21.596|35.721|20.191|21.42|2.434|5.162||
10537|08/31/2020|-0.174|10.407|13.163|-0.682|7.73|1.704|37.225|11.54|7.73|2.811|6.519|1.646|5.792||
10541|08/31/2020|4.503|13.788|12.833|7.632|16.871|6.741|3.38|10.953|16.871|6.204|4.459|8.509|8.121|0.763597|1.4928
10543|08/31/2020|7.064|15.035|18.599|8.637|20.131|18.108|10.795|16.566|20.131|12.938|12.805|13.377|6.13|0.118637|0.5807
10544|08/31/2020|6.818|14.622|16.868|6.991|18.066|16.957|10.812|16.198|18.066|11.369|11.85|12.975|5.747||
10545|08/31/2020|0.004|0.013|0.097|0.318|0.767|0.479|0.061|0.08|0.767|0.844|0.53|0.298|1.311|0.007649|0.7649
10548|08/31/2020|3.872|8.35|12.695|3.736|12.178|21.453|3.382|8.688|12.178|8.87|8.115|13.504|6.481|0.021453|0.0804
10551|08/31/2020|0.863|4.589|3.762|1.205|3.754|7.456|5.249|5.047|3.754|4.549|4.261|5.841|5.068|0.23295|1.7179
10555|08/31/2020|1.663|6.066|4.725|-0.043|4.178|10.102|6.149|5.888|4.178|4.673|4.86|7.048|4.996|0.22608|1.079
10558|08/31/2020|0.074|3.057|2.926|3.119|3.683|3.905|4.804|3.56|3.683|4.073|3.395|4.477|4.156|0.26956|7.9466
10573|08/31/2020|3.546|11.741|4.477|-3.582|5.198|12.523|5.174|8.172|5.198|2.89|5.277|6.694|8.43|0.160364|0.6395
10574|08/31/2020|0.91|3.002|0.398|-5.566|1.33|19.385|3.93|8.817|1.33|2.67|3.189|10.724|8.41||
10580|08/31/2020|1.164|5.207|-3.529|-4.999|-2.389|4.998|4.783|8.398|-2.389|2.846|3.031|5.481|7.91|0.84|6.921
10582|08/31/2020|1.417|6.806|4.624|1.51|5.217|7.919|1.047|7.647|5.217|3.816|3.737|5.426|6.696|0.106707|0.634
10595|08/31/2020|3.626|8.728|3.323|-6|3.424|14.229|4.26|18.47|3.424|1.185|3.368|8.514|5.877||
10613|08/31/2020|1.947|7.872|0.501|-2.133|1.566|15.367|5.225|10.961|1.566|6.515|6.358|6.418|6.994|1.688028|10.0505
10614|08/31/2020|5.154|16.43|15.967|14.094|20.642|10.423|19.935|17.768|20.642|9.684|10.291|7.471|10.621|2.652986|15.378
10617|08/31/2020|-1.159|2.345|2.072|5.242|3.846|1.232|5.823|5.418|3.846|4.459|3.547|4.06|5.224|0.785735|6.737
10618|08/31/2020|3.338|9.805|21.223|19.041|29.951|25.78|6.709|10.351|29.951|20.856|16.285|16.833|5.997|2.025983|7.866
10627|08/31/2020|0.181|3.129|5.079|1.253|2.908|10.156|2.488||2.908|2.93|2.581||6.82||
10629|08/31/2020|-1.645|-2.131|0.545|5.459|1.566|-2.1|-1.597|3.819|1.566|0.968|-0.151|0.458|2.854||
10635|08/31/2020|2.648|7.202|-2.261|-5.827|-1.425|6.338|5.55|1.491|-1.425|1.306|2.236|3.228|5.097|0.108428|0.9651
10636|08/31/2020|1.803|11.49|17.788|13.469|19.043|22.457|0.366|7.925|19.043|14.074|11.051|12.95|12.432|0.592425|6.1714
10683|08/31/2020|2.899|10.556|20.565|17.337|25.65|15.435|9.915|4.375|25.65|12.962|10.651|9.554|6.695||
10690|08/31/2020|3.338|9.198|15.017|11.833|19.734|18.743|-0.354|4.089|19.734|13.822|9.653|10.318|7.613|0.31658|1.3505
10692|08/31/2020|1.562|6.344|10.889|10.452|14.254|10.502|-0.788|5.132|14.254|9.959|6.662|7.386|6.628|0.308983|1.7047
10698|08/31/2020|1.588|4.341|-2.63|-4.938|-1.839|6.185|4.749|4.918|-1.839|0.741|1.955|2.722|3.423||
10700|08/31/2020|0|0.019|0.071|0.178|0.382|0.208|0.201|0.312|0.382|0.42|0.314|0.34|1.299|0.0380936|0.3809
10702|08/31/2020|5.565|20.76|23.119|15.833|21.963|27.648|6.007|14.969|21.963|13.791|12.865|11.035|9.042||
10703|08/31/2020|4.997|4.693|-8.332|-21.467|-10.546|21.23|-13.28|6.098|-10.546|-6.347|-6.6|2.861|8.445|1.31001|1.6151
10704|08/31/2020|9.15|18.77|3.728|-12.476|-9.43|40.018|-12.649|3.227|-9.43|-6.675|-5.63|2.284|7.161|1.96923|9.8715
10708|08/31/2020|-0.988|2.589|4.367|7.872|5.704|-0.537|4.551|3.85|5.704|4.465|2.952|3.21|5.051|0.125031|2.0249
10709|08/31/2020|3.978|9.517|-0.521|-5.637|1.535|7.485|6.514|7.359|1.535|1.388|3.653|6.006|6.058|0.48|3.7303
10710|08/31/2020|0.771|16.517|9.83|6.356|16.924|2.805|3.607|-1.756|16.924|5.953|8.027|4.994|6.473|0.022641|0.0918
10718|08/31/2020|3.944|10.841|10.364|3.181|11.638|16.503|2.067|6.311|11.638|7.227|6.948|9.616|5.982||
10735|08/31/2020|0|0.007|0.138|0.324|0.725|0.692|0.026|0.764|0.725|0.888|0.56|0.573|3.261|0.0722781|0.7227
10736|08/31/2020|4.379|10.116|16.409|13.108|17.058|24.948|2.426|8.65|17.058|14.832|10.83|14.002|8.241||
10738|08/31/2020|1.722|16.729|12.54|11.294|22.801|2.317|5.071|0.744|22.801|5.779|6.784|6.925|6.392|0.027263|0.1275
10740|08/31/2020|3.147|14.942|11.947|-7.203|2.195|7.16|10.955|15.282|2.195|-5.147|-1.075|-2.523|5.011||
10744|08/31/2020|-2.539|-0.641|1.908|7.605|3.037|-1.111|8.468|0.849|3.037|3.72|2.116|3.009|3.814|0.016973|0.3924
10745|08/31/2020|0.648|5.739|4.289|2.875|5.17|5.372|3.533|4.656|5.17|5.102|4.479|4.928|5.725|0.8348089|4.148
10747|08/31/2020|9.412|24.338|22.88|8.429|17.327|-1.988|11.706|16.01|17.327|1.714|2.557|3.228|6.751||
10750|08/31/2020|-0.87|11.846|3.148|-3.145|8.499|1.206|9.619|-7.525|8.499|1.157|6.428|2.789|3.723||
10751|08/31/2020|1.902|-1.657|-17.891|-30.05|-23.24|17.309|3.522|11.986|-23.24|-9.918|-9.24|-8.445|2.857|0.2144488|1.6126
10752|08/31/2020|2.107|8.176|1.219|-2.827|2.528|8.408|3.386|8.3|2.528|3.528|4.315|4.86|4.945||
10753|08/31/2020|2.009|7.275|6.768|1.43|8.952|13.935|-6.615|3.974|8.952|8.535|5.238|7.93|4.518|2.2524545|10.8196
10754|08/31/2020|2.279|12.546|12.324|9.095|16.432|5.85|16.85|-5.318|16.432|5.451|9.011|7.887|2.972|0.0327953|0.1724
10755|08/31/2020|5.459|9.843|-7.938|-14.841|-6.782|11.464|4.804|-0.136|-6.782|0.007|3.821|6.037|4.995||
10756|08/31/2020|-0.803|2.799|3.48|7.164|5.229|0.443|5.332|4.381|5.229|4.63|3.568|3.744|6.02|0.2605609|1.7272
10757|08/31/2020|-3.338|0.469|1.756|1.901|2.791|-2.798|6.351|1.844|2.791|1.718|2.384|3.994|3.714|0.177603|1.4364
10758|08/31/2020|0.908|6.875|7.766|1.08|7.628|11.872|3.229|1.72|7.628|6.243|5.653|8.868|4.903|0.0443859|0.1793
10759|08/31/2020|4.337|15.698|34.661|35.828|49.293|32.996|2.297|6.498|49.293|28.333|22.002|21.15|8.871||
10760|08/31/2020|2.225|8.052|-2.72|-9.495|-2.68|9.29|9.483|6.754|-2.68|1.624|3.991|3.1|3.636|0.5500257|3.067
10761|08/31/2020|3.526|8.271|-1.61|-5.299|-0.375|9.149|7.082|10.444|-0.375|2.345|4.117|5.229|6.751|0.5370806|1.6578
10762|08/31/2020|2.431|9.674|16.165|11.495|22.52|16.001|-0.748|2.573|22.52|7.7|7.683|9.994|6.704||
10765|08/31/2020|1.096|5.856|2.777|1.05|3.396|6.45|7.666|5.192|3.396|5.262|5.767|4.819|6.411|0.72|6.1696
10766|08/31/2020|0.01|0.075|0.392|0.661|1.303|1.737|0.469|0.117|1.303|1.812|1.375|0.736|2.181|0.1295263|1.2952
10767|08/31/2020|0.017|0.053|0.256|0.455|0.863|0.899|0.183|0.744|0.863|1.039|0.723|0.686|3.019|0.0859985|0.8599
10768|08/31/2020|0.049|1.138|2.267|3.762|3.27|-0.34|0.59|2.003|3.27|2.163|1.186|1.391|5.54|0.1402924|1.1914
10770|08/31/2020|-4.168|16.492|56.072|48.09|41.083|-26.775|54.136|5.646|41.083|19.176|17.703|-2.294|2.805||
10771|08/31/2020|0.015|0.047|0.25|0.468|0.929|0.849|0.202|0.703|0.929|1.062|0.731|0.689|2.687|0.0925616|0.9256
10772|08/31/2020|-0.587|5.762|-10.544|-9.387|-7.662|9.915|15.736|8.919|-7.662|4.585|5.048|7.082|6.651|3.5005079|10.9474
10773|08/31/2020|0.656|7.097|8.273|-5.683|-0.429|2.971|5.902|22.663|-0.429|-1.146|-0.777|-6.457|0.268||
10774|08/31/2020|0.009|8.793|18.466|19.515|27.04|23.094|2.586|7.134|27.04|10.498|9.234|14.248|6.438||
10783|08/31/2020|5.051|1.54|-4.055|-1.46|-3.314|-18.012|-17.142|-11.59|-3.314|-12.422|-14.382|-8.454|-4.638||
10785|08/31/2020|4.154|9.416|14.995|11.359|14.289|21.82|-0.096|6.038|14.289|12.038|8.128|11.236|2.017||
10788|08/31/2020|4.151|5.152|3.019|-2.39|3.553|10.754|2.067|6.286|3.553|5.072|3.946|8.109|-1.299||
10791|08/31/2020|1.024|4.761|-4.277|-5.961|-3.918|3.278|3.111|6.657|-3.918|1.19|1.386|3.788|6.752||
10792|08/31/2020|0.175|1.598|-1.037|-10.595|-4.611|3.528|-5.072|1.01|-4.611|-1.265|-0.122|3.314|-2.864||
10793|08/31/2020|-1.124|2.144|3.491|6.674|3.964|-1.946|3.121|2.512|3.964|2.829|1.438|1.766|2.646||
