FundataKey|Date|StyleBias|MktCapBias|ModDurationDate|ModDuration|AvgMaturity|ShortTermBond|MidTermBond|LongTermBond|AsOfDate|CreditRating
76739|03/31/2020||||||||||
76740|03/31/2020||||||||||
76741|03/31/2020||||||||||
76742|06/30/2020|Growth|Large||||||||
76743|06/30/2020|Growth|Large||||||||
76744|06/30/2020|Growth|Large||||||||
76745|06/30/2020|Growth|Large||||||||
76746|06/30/2020|Growth|Large||||||||
76747|06/30/2020|Growth|Large||||||||
76748|06/30/2020|Growth|Large||||||||
76749|06/30/2020|Growth|Large|06/30/2020|8.910936||5.74|3.83|8.64|06/30/2020|70
76750|06/30/2020|Blend|Large||||||||
76751|07/31/2020|Growth|Large|07/31/2020|7.141831|0|17.31|5.67|10.93|07/31/2020|60
76752|06/30/2020|Growth|Large||||||||
76753|06/30/2020|Growth|Large||||||||
76754|06/30/2020|Growth|Large||||||||
76755|06/30/2020|||06/30/2020|9.313297|10.89|26.5|16.58|45.73|06/30/2020|50
76756|06/30/2020|||06/30/2020|9.313297|10.89|26.5|16.58|45.73|06/30/2020|50
76757|03/31/2020|Growth|Large|||8.64|21.01|8.76|10.25||
76758|03/31/2020|Growth|Large|||8.64|21.01|8.76|10.25||
76759|06/30/2020|Growth|Large|06/30/2020|5.20782|9.98|19.6|9.99|9.09||
76760|06/30/2020|Growth|Large|06/30/2020|5.20782|9.98|19.6|9.99|9.09||
76761|06/30/2020|Growth|Large|06/30/2020|5.20782|9.98|19.6|9.99|9.09||
76762|06/30/2020|Growth|Mid||||||||
76764|06/30/2020|Growth|Mid||||||||
76766|06/30/2020|Growth|Mid||||||||
76768|06/30/2020|Blend|Mid||||||||
76769|03/31/2020|Growth|Mid||||||||
76770|06/30/2020|Growth|Large||||||||
76772|06/30/2020|Growth|Large|06/30/2020|9.216242||5.27|2.53|7.89|06/30/2020|60
76774|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
76775|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
76776|06/30/2020|Growth|Large||||||||
76777|06/30/2020|Growth|Large||||||||
76778|06/30/2020|||06/30/2020|7.063361||38.81|20.89|35.42|06/30/2020|30
76780|06/30/2020|Growth|Mid||||||||
76782|06/30/2020|Growth|Mid||||||||
76784|06/30/2020|Growth|Mid||||||||
76785|06/30/2020|Growth|Large||||||||
76786|06/30/2020|Growth|Large||||||||
76787|06/30/2020|Growth|Large||||||||
76788|06/30/2020|Growth|Large||||||||
76789|06/30/2020|Growth|Large||||||||
76790|06/30/2020|Growth|Large||||||||
76791|06/30/2020|Growth|Large|06/30/2020|6.739866|10.9|20.19|7.89|15.49||
76793|06/30/2020|Growth|Large||||||||
76795|06/30/2020|Growth|Large||||||||
76797|06/30/2020|Growth|Large||||||||
76798|06/30/2020|Blend|Large|06/30/2020|12.957497|11.82|7.34|2.24|23.08|06/30/2020|80
76800|06/30/2020|Growth|Large|06/30/2020|9.20831||5.27|2.53|7.87|06/30/2020|60
76801|06/30/2020|||06/30/2020|8.893742|11.96|28.62|18.89|47.78|06/30/2020|50
76802|06/30/2020|Growth|Large||||||||
76803|06/30/2020||||||||||
76804|06/30/2020|Growth|Large|06/30/2020|4.261515||27.66|4.8|8.15||
76805|06/30/2020|Growth|Large|06/30/2020|7.119278||7.02|2.67|6.32|06/30/2020|50
76806|06/30/2020|Growth|Large||||||||
76807|06/30/2020|Growth|Large|06/30/2020|3.33618||29.19|3.93|5.4||
76808|06/30/2020|Growth|Large|06/30/2020|7.823045|10.33|26.7|12.05|26.22|06/30/2020|60
76809|06/30/2020|||06/30/2020|7.063361||38.81|20.89|35.42|06/30/2020|30
76810|06/30/2020|Growth|Mid||||||||
76811|03/31/2020||||||||||
76812|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
76813|06/30/2020|Growth|Large||||||||
76814|06/30/2020|Growth|Large||||||||
76815|04/30/2020|Growth|Large||||13.83|5.92|7.78||
76816|04/30/2020|Growth|Large||||13.83|5.92|7.78||
76817|08/31/2020|Growth|Large||||||||
76819|04/30/2020|Growth|Large||||13.83|5.92|7.78||
76822|08/31/2020|Growth|Large||||||||
76826|08/31/2020|Growth|Large||||||||
76827|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76828|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76829|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76830|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76831|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76832|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76833|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76834|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76835|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76836|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76837|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76838|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76839|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76840|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76841|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76842|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76843|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76844|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76845|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76846|06/30/2020|||06/30/2020|5.125762|7.64|45.05|17.9|19.85||
76847|06/30/2020|||06/30/2020|5.125762|7.64|45.05|17.9|19.85||
76848|06/30/2020|Growth|Large|06/30/2020|6.33905|9.36|16.06|7.04|11.54|06/30/2020|50
76849|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76850|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76851|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76852|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76853|06/30/2020|Growth|Large|06/30/2020|6.33209|9.45|16.06|7.03|11.49|06/30/2020|50
76854|06/30/2020|Blend|Mid|06/30/2020|6.225066|9.58|16.04|5.63|8.78||
76855|06/30/2020|Blend|Mid|06/30/2020|6.225066|9.58|16.04|5.63|8.78||
76856|06/30/2020|Growth|Large||||||||
76857|06/30/2020|Growth|Large||||||||
76858|06/30/2020|Growth|Large||||||||
76859|07/31/2020|Growth|Large||||||||
76860|07/31/2020|Growth|Large||||||||
76864|07/31/2020|Growth|Mid|07/31/2020|2.74355||23.82|3.77|1.69||
76865|07/31/2020|Growth|Mid|07/31/2020|2.74355||23.82|3.77|1.69||
76869|06/30/2020|Growth|Large||||||||
76870|06/30/2020|Growth|Large||||||||
76871|06/30/2020|Growth|Large||||||||
76872|06/30/2020|Growth|Large||||||||
76873|06/30/2020|Growth|Large||||||||
76874|06/30/2020|Growth|Large||||||||
76875|06/30/2020|Growth|Large||||||||
76877|06/30/2020|Growth|Large||||||||
76878|06/30/2020|Growth|Large||||||||
76879|06/30/2020|Growth|Large||||||||
76880|06/30/2020|Growth|Large||||||||
76881|06/30/2020|Growth|Large||||||||
76882|06/30/2020|Growth|Large||||||||
76883|06/30/2020|Growth|Large||||||||
76884|06/30/2020|Growth|Large||||||||
76885|06/30/2020|Growth|Large||||||||
76886|06/30/2020|Growth|Large||||||||
76887|06/30/2020|Growth|Large||||||||
76888|06/30/2020|Growth|Large||||||||
76889|06/30/2020|Growth|Large||||||||
76890|06/30/2020|Growth|Large||||||||
76892|08/31/2020||||||||||
76898|04/30/2020|Blend|Mid|||4.44|11.9|1.12|0||
76899|04/30/2020|Blend|Mid|||4.44|11.9|1.12|0||
76900|04/30/2020|Growth|Large|||4.06|9.13|1.34|||
76901|04/30/2020|Growth|Large|||4.06|9.13|1.34|||
76903|04/30/2020|Growth|Large||||||||
76904|04/30/2020|Blend|Large||||||||
76909|04/30/2020|Blend|Large||||||||
76910|04/30/2020|Blend|Large||||||||
76911|06/30/2020|Blend|Mid||||||||
76912|06/30/2020|Blend|Mid||||||||
76913|06/30/2020|Blend|Mid||||||||
76914|06/30/2020|Growth|Large|06/30/2020|5.106816|9.44|19.66|10.82|8.45||
76916|06/30/2020|Growth|Large||||||||
76918|06/30/2020|Blend|Mid||||0|0|0||
76921|06/30/2020|Blend|Mid||||0|0|0||
76923|05/31/2020||||||16.79|6|15.22||
76924|05/31/2020||||||16.79|6|15.22||
76925|05/31/2020||||||16.79|6|15.22||
76926|04/30/2020|Growth|Large||||||||
76928|04/30/2020|Growth|Large||||||||
76929|04/30/2020|Growth|Large||||||||
76931|05/31/2020||||||16.79|6|15.22||
76932|05/31/2020||||||16.79|6|15.22||
76933|05/31/2020||||||16.79|6|15.22||
76934|05/31/2020|Growth|Large||||||||
76935|05/31/2020||||||16.79|6|15.22||
76936|05/31/2020||||||16.79|6|15.22||
76937|05/31/2020||||||16.79|6|15.22||
76938|05/31/2020||||||16.79|6|15.22||
76939|05/31/2020|Growth|Large||||||||
76940|05/31/2020||||||16.79|6|15.22||
76941|05/31/2020||||||16.79|6|15.22||
76942|05/31/2020||||||16.79|6|15.22||
76943|05/31/2020||||||16.79|6|15.22||
76944|05/31/2020|Growth|Large||||||||
76945|05/31/2020|Growth|Large||||||||
76946|05/31/2020|Growth|Large||||||||
76947|05/31/2020|Growth|Large||||||||
76948|05/31/2020|Growth|Large||||||||
76949|05/31/2020|Growth|Large||||||||
76950|05/31/2020|Growth|Large||||||||
76951|05/31/2020|Growth|Large||||||||
76952|05/31/2020|Growth|Large||||||||
76953|05/31/2020|Growth|Large||||||||
76954|05/31/2020|Growth|Large||||||||
76955|05/31/2020|Growth|Large||||||||
76956|05/31/2020|Growth|Large||||||||
76957|05/31/2020|Growth|Large||||||||
76958|05/31/2020|Growth|Large||||||||
76959|05/31/2020|Growth|Large||||||||
76960|05/31/2020|Growth|Large||||||||
76961|05/31/2020|Growth|Large||||||||
76962|05/31/2020|Growth|Large||||||||
76963|05/31/2020|Growth|Large||||||||
76964|05/31/2020|Growth|Large||||||||
76965|05/31/2020|Growth|Large||||||||
76966|05/31/2020|Growth|Large||||||||
76967|05/31/2020|Growth|Large||||||||
76968|05/31/2020|Growth|Large||||||||
76969|05/31/2020|Growth|Large||||||||
76970|05/31/2020|Growth|Large||||||||
76971|05/31/2020|Growth|Large||||||||
76972|05/31/2020|Growth|Large||||||||
76973|05/31/2020|Growth|Large||||||||
76974|05/31/2020|Growth|Large||||||||
76975|05/31/2020|Growth|Large||||||||
76976|05/31/2020|Growth|Large||||||||
76977|05/31/2020|Growth|Large||||||||
76978|05/31/2020|Growth|Large||||||||
76979|05/31/2020|Growth|Large||||||||
76980|05/31/2020|Growth|Large||||||||
76981|05/31/2020|Growth|Large||||||||
76982|05/31/2020|Growth|Large||||||||
76983|05/31/2020|Growth|Large||||||||
76984|05/31/2020|Growth|Large||||||||
76985|05/31/2020|Growth|Large||||||||
76986|05/31/2020|Growth|Large||||||||
77012|07/31/2020||||||||||
77035|07/31/2020|Growth|Mid||||||||
77050|08/31/2020|Growth|Large||||||||
77051|08/31/2020|Growth|Large||||||||
77052|08/31/2020|Growth|Large||||||||
77053|08/31/2020|Growth|Large||||||||
77054|08/31/2020|Growth|Large||||||||
77055|08/31/2020|Growth|Large||||||||
77056|08/31/2020|Growth|Large||||||||
77057|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77058|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77059|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77060|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77061|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77062|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77063|08/31/2020|Growth|Large|08/31/2020|8.847606||14.89|14.37|20.13|08/31/2020|80
77064|08/31/2020|Growth|Large||||||||
77065|08/31/2020|Growth|Large||||||||
77066|08/31/2020|Growth|Large||||||||
77067|08/31/2020|Growth|Large||||||||
77068|08/31/2020|Growth|Large||||||||
77069|08/31/2020|Growth|Large||||||||
77070|08/31/2020|Growth|Large||||||||
77071|08/31/2020|Growth|Mid||||||||
77072|08/31/2020|Growth|Mid||||||||
77073|08/31/2020|Growth|Mid||||||||
77074|08/31/2020|Growth|Mid||||||||
77075|08/31/2020|Growth|Mid||||||||
77076|08/31/2020|Growth|Mid||||||||
77077|08/31/2020|Growth|Mid||||||||
77091|08/31/2020|||08/31/2020|4.67097||42.81|35.44|19.5|08/31/2020|40
77092|08/31/2020||||||||||
77098|05/31/2020|Blend|Large||||||||
77099|05/31/2020|Blend|Large||||||||
77100|05/31/2020|Growth|Mid||||||||
77109|08/31/2020|Blend|Large||||||||
77110|08/31/2020|Blend|Large||||||||
77309|07/31/2020|Blend|Large||||||||
77332|05/31/2020|||||6.34|53.09|24.56|6.16||
77334|07/31/2020|||07/31/2020|14.729012|15.11|14.79|17.38|66.34|07/31/2020|100
77335|07/31/2020|Growth|Large||||||||
77336|07/31/2020|Growth|Large||||||||
77337|07/31/2020|Growth|Large||||||||
77338|07/31/2020|Growth|Large||||||||
77341|07/31/2020|Growth|Large||||||||
77342|07/31/2020|Growth|Large||||||||
77343|07/31/2020|Growth|Large||||||||
77344|07/31/2020|Growth|Large||||||||
77345|07/31/2020|Growth|Large||||||||
77346|07/31/2020|Growth|Large||||||||
77347|07/31/2020|Growth|Large||||||||
77370|07/31/2020|Growth|Large||||||||
77371|07/31/2020|Growth|Large||||||||
77372|07/31/2020|Growth|Large|07/31/2020|8.302997||10.02|7.05|15.25|07/31/2020|60
77373|07/31/2020|Growth|Large|07/31/2020|8.302997||10.02|7.05|15.25|07/31/2020|60
77374|07/31/2020|Growth|Large|07/31/2020|8.748036||15.09|13.26|28.52|07/31/2020|60
77375|07/31/2020|Growth|Large|07/31/2020|8.748036||15.09|13.26|28.52|07/31/2020|60
77376|07/31/2020|Growth|Large|07/31/2020|8.056009||6.04|4.01|8.62|07/31/2020|60
77377|07/31/2020|Growth|Large|07/31/2020|8.056009||6.04|4.01|8.62|07/31/2020|60
77378|07/31/2020|Growth|Large|07/31/2020|8.571515||10.57|8.61|18.53|07/31/2020|60
77379|07/31/2020|Growth|Large|07/31/2020|6.50817||6.04|1.83|4.17|07/31/2020|70
77380|07/31/2020|Growth|Large|07/31/2020|6.50817||6.04|1.83|4.17|07/31/2020|70
77381|07/31/2020|Growth|Large|07/31/2020|7.375532||6.99|3.18|7.03|07/31/2020|70
77382|07/31/2020|Growth|Large|07/31/2020|7.375532||6.99|3.18|7.03|07/31/2020|70
77386|07/31/2020|Growth|Large|07/31/2020|7.718209||6.48|3.57|7.76|07/31/2020|60
77388|07/31/2020|Growth|Large|07/31/2020|7.718209||6.48|3.57|7.76|07/31/2020|60
77389|07/31/2020||||||||||
77390|07/31/2020|Growth|Large|07/31/2020|6.935887||30.73|13.35|23.54|07/31/2020|50
77391|07/31/2020|Growth|Large|07/31/2020|6.935887||30.73|13.35|23.54|07/31/2020|50
77392|07/31/2020||||||||||
77393|07/31/2020||||||||||
77394|07/31/2020||||||||||
77395|07/31/2020||||||||||
77396|07/31/2020|Growth|Large|07/31/2020|6.419006||15.6|7.56|10.89|07/31/2020|30
77397|07/31/2020|Growth|Large|07/31/2020|6.419006||15.6|7.56|10.89|07/31/2020|30
77398|07/31/2020|Growth|Large|07/31/2020|7.569886||20.33|10.36|20.18|07/31/2020|40
77399|07/31/2020||||||||||
77400|07/31/2020|Growth|Large||||||||
77401|07/31/2020|Growth|Large||||||||
77402|07/31/2020|Growth|Large||||||||
77403|07/31/2020|Growth|Large||||||||
77404|07/31/2020|Growth|Large||||||||
77405|07/31/2020|Growth|Large||||||||
77406|07/31/2020|Growth|Large||||||||
77407|07/31/2020|Growth|Large||||||||
77408|07/31/2020|Growth|Large||||||||
77409|07/31/2020|Growth|Large||||||||
77410|07/31/2020|Growth|Large||||||||
77411|07/31/2020|Growth|Large||||||||
77412|07/31/2020|Blend|Large|07/31/2020|3.963156|9.29|15.76|1.64|4.64|07/31/2020|50
77413|07/31/2020|Blend|Large|07/31/2020|3.963156|9.29|15.76|1.64|4.64|07/31/2020|50
77414|07/31/2020|Growth|Large|07/31/2020|7.620281|9.59|18.15|8.81|18.25|07/31/2020|60
77415|07/31/2020|Growth|Large|07/31/2020|7.620281|9.59|18.15|8.81|18.25|07/31/2020|60
77416|07/31/2020|||07/31/2020|9.760584|9.09|25.13|16.49|42.25|07/31/2020|60
77417|07/31/2020|||07/31/2020|9.760584|9.09|25.13|16.49|42.25|07/31/2020|60
77418|07/31/2020|Growth|Large|07/31/2020|7.882254||7.49|2.72|6.97|07/31/2020|60
77419|07/31/2020|Growth|Large|07/31/2020|7.882254||7.49|2.72|6.97|07/31/2020|60
77420|07/31/2020|Growth|Large|07/31/2020|7.253345||8.31|2.52|6.46|07/31/2020|70
77421|07/31/2020|Growth|Large|07/31/2020|7.253345||8.31|2.52|6.46|07/31/2020|70
77422|07/31/2020|Growth|Large|07/31/2020|7.563327|9.04|15.32|8.44|15.54|07/31/2020|60
77423|07/31/2020|Growth|Large|07/31/2020|7.563327|9.04|15.32|8.44|15.54|07/31/2020|60
77424|07/31/2020|Growth|Large|07/31/2020|7.566248|9.06|22.72|8.89|21.03|07/31/2020|60
77425|07/31/2020|Growth|Large|07/31/2020|7.566248|9.06|22.72|8.89|21.03|07/31/2020|60
77426|07/31/2020|Growth|Large|07/31/2020|6.857098|9.17|29.67|10.99|23.47|07/31/2020|60
77427|07/31/2020|Growth|Large|07/31/2020|6.857098|9.17|29.67|10.99|23.47|07/31/2020|60
77428|07/31/2020|Growth|Large|07/31/2020|6.250511|9|5.57|1.49|3.86|07/31/2020|60
77429|07/31/2020|Growth|Large|07/31/2020|6.250511|9|5.57|1.49|3.86|07/31/2020|60
77430|07/31/2020|Growth|Large|07/31/2020|7.818912|9.7|10.29|4.47|10.96|07/31/2020|60
77431|07/31/2020|Growth|Large|07/31/2020|7.818912|9.7|10.29|4.47|10.96|07/31/2020|60
77432|07/31/2020|Growth|Large|07/31/2020|8.061089|9.06|11.3|4.56|7.87||
77433|07/31/2020|Growth|Large|07/31/2020|8.061089|9.06|11.3|4.56|7.87||
77434|07/31/2020|Growth|Large|07/31/2020|8.034162|9.59|22.57|8.95|22.77|07/31/2020|60
77435|07/31/2020|Growth|Large|07/31/2020|8.034162|9.59|22.57|8.95|22.77|07/31/2020|60
77436|07/31/2020||||||||||
77437|07/31/2020||||||||||
77438|07/31/2020|Growth|Large|07/31/2020|7.709341|8.81|15.13|5.37|13.58|07/31/2020|60
77439|07/31/2020|Growth|Large|07/31/2020|7.709341|8.81|15.13|5.37|13.58|07/31/2020|60
77445|08/31/2020|Growth|Large||||||||
77465|07/31/2020|||07/31/2020|8.511307|10.05|34.45|21.04|38.8||
77468|07/31/2020|Growth|Large||||||||
77469|07/31/2020|Growth|Large||||||||
77474|08/31/2020|||08/31/2020|2.28502|6.41|42.03|6.36|5.34|08/31/2020|30
77475|08/31/2020|||08/31/2020|2.28502|6.41|42.03|6.36|5.34|08/31/2020|30
77476|08/31/2020|Growth|Large|08/31/2020|4.081525|9.91|13.12|4.4|3.12|08/31/2020|40
77477|08/31/2020|Growth|Large|08/31/2020|4.081525|9.91|13.12|4.4|3.12|08/31/2020|40
77499|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77501|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77502|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77504|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77505|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77506|06/30/2020|||06/30/2020|7.368009|10.35|24.26|20.52|39.71|06/30/2020|50
77515|06/30/2020|Growth|Large|06/30/2020|7.818463||11.46|8.89|18.17|06/30/2020|20
77536|06/30/2020|||06/30/2020|2.619909|5.8|77.77|12.75||06/30/2020|60
77537|06/30/2020|Growth|Large|06/30/2020|6.288467||20.51|6.13|13.36||
77538|06/30/2020|Growth|Large||||||||
77539|06/30/2020|Growth|Mid||||||||
77540|06/30/2020|Growth|Mid||||||||
77541|06/30/2020|Growth|Large||||0|0|0||
77542|06/30/2020|Growth|Large||||0|0|0||
77543|06/30/2020|Growth|Large|06/30/2020|8.888966||5.75|3.84|8.62|06/30/2020|70
77544|06/30/2020|Growth|Large||||||||
77545|06/30/2020|Growth|Large||||||||
77546|06/30/2020|Growth|Large||||||||
77547|06/30/2020|Growth|Large||||||||
77548|06/30/2020|Growth|Large||||||||
77549|06/30/2020|Growth|Large||||||||
77550|06/30/2020|Blend|Large||||||||
77551|06/30/2020|Growth|Large||||||||
77552|06/30/2020|Blend|Large||||||||
77553|06/30/2020|Blend|Large||||||||
77554|06/30/2020|Growth|Large||||||||
77555|06/30/2020|Blend|Large||||||||
77556|06/30/2020|Blend|Large|06/30/2020|12.957497|11.82|7.34|2.24|23.08|06/30/2020|80
77557|06/30/2020|Blend|Large|06/30/2020|12.957497|11.82|7.34|2.24|23.08|06/30/2020|80
77558|03/31/2020|Growth|Large|||8.64|21.01|8.76|10.25||
77559|06/30/2020|Blend|Mid|06/30/2020|6.225066|9.58|16.04|5.63|8.78||
77560|06/30/2020|Growth|Large||||||||
77561|06/30/2020|Growth|Large||||||||
77562|03/31/2020|Growth|Mid||||||||
77563|06/30/2020|||06/30/2020|6.834157|9.5|35.93|16.31|32.96||
77564|06/30/2020|||06/30/2020|6.834157|9.5|35.93|16.31|32.96||
77565|06/30/2020|||06/30/2020|6.834157|9.5|35.93|16.31|32.96||
77566|06/30/2020|Growth|Large||||||||
77567|06/30/2020|||06/30/2020|7.063361||38.81|20.89|35.42|06/30/2020|30
77568|06/30/2020|Growth|Large||||||||
77569|06/30/2020|||06/30/2020|7.063361||38.81|20.89|35.42|06/30/2020|30
77570|06/30/2020|Growth|Large||||||||
77571|06/30/2020|Growth|Large||||||||
77572|06/30/2020|Blend|Mid||||||||
77573|06/30/2020|Blend|Mid||||||||
77574|06/30/2020|Growth|Large||||||||
77575|06/30/2020|Growth|Large||||||||
77576|06/30/2020|Growth|Large||||||||
77577|06/30/2020|Growth|Large||||||||
77578|06/30/2020|Growth|Large||||||||
77579|06/30/2020|Growth|Large||||||||
77580|06/30/2020|Growth|Large||||||||
77581|06/30/2020|Growth|Large||||||||
77582|06/30/2020|Growth|Large||||||||
77583|06/30/2020|Growth|Large||||||||
77584|06/30/2020|Growth|Large||||||||
77585|06/30/2020|Growth|Large||||||||
77586|06/30/2020|Growth|Large||||||||
77587|06/30/2020|Growth|Large||||||||
77588|06/30/2020|Growth|Large||||||||
77589|06/30/2020|Growth|Large||||||||
77590|06/30/2020|Growth|Large||||||||
77591|06/30/2020|Blend|Large||||||||
77592|06/30/2020|Growth|Large||||||||
77593|06/30/2020|Blend|Large||||||||
77594|06/30/2020|Growth|Large||||||||
77595|06/30/2020|Growth|Large||||||||
77596|06/30/2020|Growth|Large||||||||
77597|06/30/2020|Growth|Large||||||||
77598|06/30/2020|Growth|Large||||||||
77600|07/31/2020|||07/31/2020|8.180467|9.19|18.1|23.84|55.06|07/31/2020|70
77601|07/31/2020|Growth|Large|07/31/2020|8.186903|8.38|7.61|5.28|17.18|07/31/2020|70
77602|07/31/2020|Growth|Large|07/31/2020|7.940023||7.89|8.86|20.03|07/31/2020|70
77603|07/31/2020|Growth|Large|07/31/2020|4.608262||32.64|11.29|10.45|07/31/2020|60
77604|07/31/2020|Growth|Large|07/31/2020|7.53931||4.05|3.63|8.19|07/31/2020|70
77605|07/31/2020|Growth|Large|07/31/2020|7.771948||5.84|5.96|13.45|07/31/2020|70
77606|04/30/2020||||||||||
77607|07/31/2020|Growth|Large|07/31/2020|7.98047||9.48|10.9|24.66|07/31/2020|70
77608|07/31/2020|Growth|Large|07/31/2020|3.207484||47.15|11.97|2.72|07/31/2020|60
77610|04/30/2020||||||||||
77611|04/30/2020||||||||||
77612|04/30/2020||||||||||
77613|04/30/2020||||||||||
77614|04/30/2020||||||||||
77615|04/30/2020||||||||||
77616|04/30/2020||||||||||
77617|04/30/2020||||||||||
77618|04/30/2020||||||||||
77619|04/30/2020||||||||||
77621|06/30/2020|Growth|Large||||||||
77622|06/30/2020|Growth|Large||||||||
77623|06/30/2020|Growth|Large||||||||
77624|06/30/2020|Growth|Large||||||||
77626|06/30/2020|Growth|Large||||||||
77627|06/30/2020|Growth|Large||||||||
77628|06/30/2020|Blend|Mid||||||||
77645|07/31/2020|||07/31/2020|2.897288|5.52|71.41|17.05|1.26|07/31/2020|60
77646|07/31/2020|Growth|Large|07/31/2020|7.647664|9.42|8.28|4.84|24|07/31/2020|70
77647|07/31/2020|Growth|Large||||||||
77648|07/31/2020|Growth|Large||||||||
77649|07/31/2020||||||||||
77650|07/31/2020|Growth|Large||||||||
77651|07/31/2020|Growth|Large||||||||
77652|07/31/2020|Growth|Large||||||||
77653|07/31/2020|Growth|Large||||||||
77654|07/31/2020|Blend|Large||||||||
77655|07/31/2020|Growth|Large||||||||
77656|07/31/2020|||07/31/2020|6.70301||18.17|10.94|12.72|07/31/2020|30
77657|07/31/2020|Growth|Large||||||||
77658|07/31/2020|Growth|Large||||||||
77659|07/31/2020|||07/31/2020|8.025537|6.85|13.04|22.87|59.71|07/31/2020|80
77661|06/30/2020|Blend|Large||||||||
77663|06/30/2020|Blend|Large||||||||
77681|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77682|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77684|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77685|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77686|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77688|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77689|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77690|07/31/2020|Growth|Large|07/31/2020|7.406422||20.15|11.7|21.9||
77691|06/30/2020||||||||||
77692|06/30/2020||||||||||
77693|07/31/2020|||07/31/2020|8.742822|11.54|27.21|18.25|42.82|07/31/2020|10
77694|07/31/2020|||07/31/2020|8.742822|11.54|27.21|18.25|42.82|07/31/2020|10
