FundataKey|Date|StyleBias|MktCapBias|ModDurationDate|ModDuration|AvgMaturity|ShortTermBond|MidTermBond|LongTermBond|AsOfDate|CreditRating
14350|07/31/2020|Growth|Large|||9.81|8.72|2.25|||
14360|07/31/2020|Growth|Large||||||||
14361|07/31/2020|Growth|Large||||||||
14362|07/31/2020|Growth|Large||||||||
14363|07/31/2020|Growth|Large||||||||
14364|07/31/2020|Growth|Large||||||||
14365|07/31/2020|Growth|Large||||||||
14366|07/31/2020|Growth|Small||||||||
14370|07/31/2020|Growth|Large|||9.81|8.72|2.25|||
14371|07/31/2020|Growth|Large|||9.81|8.72|2.25|||
14378|07/31/2020|Growth|Large||||||||
14379|07/31/2020|Growth|Large||||||||
14385|07/31/2020|Growth|Large||||||||
14390|07/31/2020|Growth|Large||||||||
14391|07/31/2020|Growth|Large||||||||
14393|08/31/2020|Growth|Large||||||||
14396|07/31/2020|Blend|Large||||||||
14397|08/31/2020|Growth|Large||||||||
14398|07/31/2020|Blend|Large||||||||
14401|08/31/2020|Blend|Large||||||||
14402|08/31/2020|Growth|Large||||||||
14413|07/31/2020|Growth|Large||||||||
14414|07/31/2020|Growth|Large||||||||
14419|07/31/2020|Growth|Large|07/31/2020|3.751821|3.67|15.54|7.84|3.57|07/31/2020|40
14422|07/31/2020|||07/31/2020|4.1982|5.54|44.92|27.99|12.73|07/31/2020|40
14423|07/31/2020|||07/31/2020|4.1982|5.54|44.92|27.99|12.73|07/31/2020|40
14431|07/31/2020|||07/31/2020|2.824847|3|64.4|23.41||07/31/2020|60
14432|07/31/2020|||07/31/2020|2.824847|3|64.4|23.41||07/31/2020|60
14433|07/31/2020||||||||||
14440|07/31/2020|Growth|Large||||||||
14442|07/31/2020|Growth|Large||||||||
14449|05/31/2020|Growth|Large||||||||
14451|08/31/2020|Growth|Large||||||||
14462|07/31/2020|Growth|Large||||||||
14476|04/30/2020|||||8.27|40.33|14.06|28.7||
14478|04/30/2020|Growth|Large||||21.42|12|18.93||
14479|04/30/2020|Growth|Large||||15.93|7.11|10.78||
14480|04/30/2020|Growth|Large||||10.36|3.93|6.57||
14481|04/30/2020|Growth|Large||||||||
14528|06/30/2020|Growth|Large||||||||
14529|06/30/2020|Growth|Large||||||||
14530|06/30/2020|||06/30/2020|6.665809|||60.93|38.76|06/30/2020|70
14531|07/31/2020|Growth|Large||||||||
14538|05/31/2020|Blend|Large||||||||
14539|05/31/2020|Growth|Large||||||||
14546|05/31/2020|Growth|Large||||||||
14547|05/31/2020|Blend|Large||||||||
14554|07/31/2020|Growth|Large|07/31/2020|3.283239||14|5.68|2.58||
14555|07/31/2020|Growth|Large|07/31/2020|3.283239||14|5.68|2.58||
14558|08/31/2020|Growth|Large||||||||
14564|08/31/2020|Growth|Large||||||||
14565|07/31/2020|||07/31/2020|4.745597||47.67|11.05|15.33|07/31/2020|70
14566|07/31/2020|Growth|Large|07/31/2020|5.345179||41.02|11.46|16.6|07/31/2020|70
14567|07/31/2020|Growth|Large|07/31/2020|5.368397||41.47|11.64|16.91|07/31/2020|70
14568|07/31/2020|Growth|Large|07/31/2020|5.531586||32.5|9.54|14.38|07/31/2020|70
14569|07/31/2020|Growth|Large|07/31/2020|5.579285||32.66|9.71|14.68|07/31/2020|70
14570|07/31/2020|Growth|Large|07/31/2020|6.421093||22.05|8.41|14.49|07/31/2020|70
14571|07/31/2020|Growth|Large|07/31/2020|6.478833||22.7|8.79|15.18|07/31/2020|70
14572|07/31/2020|Growth|Large|07/31/2020|7.087332||12.88|6.03|11.72|07/31/2020|60
14573|07/31/2020|Growth|Large|07/31/2020|7.263326||6.78|3.17|6.88|07/31/2020|70
14574|07/31/2020|Growth|Large|07/31/2020|7.221381||12.88|6.28|12.25|07/31/2020|60
14575|07/31/2020|Growth|Large|07/31/2020|7.557147||6.85|3.51|7.67|07/31/2020|70
14576|07/31/2020|Growth|Large||||||||
14577|07/31/2020|Growth|Large||||||||
14578|07/31/2020|||07/31/2020|4.753137||47.54|11.2|15.52|07/31/2020|60
14579|07/31/2020|Growth|Large|07/31/2020|5.345581||40.84|11.6|16.78|07/31/2020|60
14580|07/31/2020|Growth|Large|07/31/2020|5.364515||40.74|11.64|16.84|07/31/2020|60
14581|07/31/2020|Growth|Large|07/31/2020|5.548842||32.59|9.78|14.63|07/31/2020|60
14582|07/31/2020|Growth|Large|07/31/2020|5.587949||32.4|9.84|14.73|07/31/2020|60
14583|07/31/2020|Growth|Large|07/31/2020|6.453359||22.11|8.71|14.81|07/31/2020|60
14584|07/31/2020|Growth|Large|07/31/2020|6.535631||21.79|8.82|14.99|07/31/2020|60
14585|07/31/2020|Growth|Large|07/31/2020|7.075181||13.31|6.3|12.06|07/31/2020|50
14586|07/31/2020|Growth|Large|07/31/2020|7.25305||13.49|6.78|12.97|07/31/2020|50
14587|07/31/2020|Growth|Large|07/31/2020|7.246231||7.23|3.42|7.28|07/31/2020|50
14588|07/31/2020|Growth|Large|07/31/2020|7.589833||7.15|3.81|8.11|07/31/2020|50
14589|07/31/2020|Growth|Large||||||||
14590|07/31/2020|Growth|Large||||||||
14591|07/31/2020|||07/31/2020|4.759929||48.76|11.5|15.15|07/31/2020|70
14592|07/31/2020|Growth|Large|07/31/2020|5.351891||42.02|11.88|16.42|07/31/2020|70
14593|07/31/2020|Growth|Large|07/31/2020|5.374386||42.45|12.05|16.71|07/31/2020|70
14594|07/31/2020|Growth|Large|07/31/2020|5.549423||33.95|10.05|14.57|07/31/2020|70
14595|07/31/2020|Growth|Large|07/31/2020|5.584199||33.87|10.13|14.69|07/31/2020|70
14596|07/31/2020|Growth|Large|07/31/2020|6.438468||23.18|8.81|14.91|07/31/2020|70
14597|07/31/2020|Growth|Large|07/31/2020|6.511759||22.97|8.94|15.13|07/31/2020|70
14598|07/31/2020|Growth|Large|07/31/2020|7.143915||13.7|6.34|12.39|07/31/2020|70
14599|07/31/2020|Growth|Large|07/31/2020|7.290901||13.35|6.5|12.69|07/31/2020|70
14600|07/31/2020|Growth|Large|07/31/2020|7.456225||6.93|3.36|7.46|07/31/2020|70
14601|07/31/2020|Growth|Large|07/31/2020|7.777543||6.49|3.52|7.82|07/31/2020|70
14602|07/31/2020|Growth|Large||||||||
14603|07/31/2020|Growth|Large||||3.29|2.16|4.58||
14612|08/31/2020|Growth|Large||||||||
14613|08/31/2020|Growth|Large||||||||
14618|06/30/2020|Blend|Large||||||||
14619|06/30/2020|Blend|Large||||||||
14620|06/30/2020|Growth|Large||||||||
14627|07/31/2020|Growth|Large||||||||
14629|07/31/2020|Growth|Large||||||||
14630|04/30/2020|||||11.73|29.13|19.02|36.45||
14631|04/30/2020|||||5.1|66.1|11.44|7.12||
14632|07/31/2020|Growth|Large||||||||
14633|07/31/2020|Growth|Large||||||||
14637|08/31/2020|Growth|Large||||||||
14640|08/31/2020|Growth|Large||||||||
14653|08/31/2020|Growth|Large||||||||
14654|08/31/2020|Growth|Large||||||||
14655|08/31/2020|Growth|Large||||||||
14656|08/31/2020|Growth|Large||||||||
14659|08/31/2020|Growth|Large||||||||
14660|08/31/2020|Growth|Large||||||||
14662|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
14666|08/31/2020|Growth|Large||||||||
14667|08/31/2020|Growth|Large||||||||
14668|08/31/2020|Growth|Large||||||||
14669|08/31/2020|Growth|Large||||||||
14680|08/31/2020|Growth|Large||||||||
14681|08/31/2020|Growth|Large||||||||
14683|08/31/2020|Growth|Large||||||||
14684|08/31/2020|Growth|Large||||||||
14691|08/31/2020|Growth|Mid||||||||
14692|08/31/2020|Growth|Mid||||||||
14697|08/31/2020|Growth|Large||||||||
14698|08/31/2020|Growth|Large||||||||
14712|08/31/2020|Growth|Large||||||||
14713|08/31/2020|Growth|Large||||||||
14715|08/31/2020|Growth|Large||||||||
14716|08/31/2020|Growth|Large||||||||
14717|08/31/2020||||||||||
14718|08/31/2020||||||||||
14719|08/31/2020|||08/31/2020|7.716008|12.57|25.66|22.82|41.04|08/31/2020|60
14720|08/31/2020|||08/31/2020|7.716008|12.57|25.66|22.82|41.04|08/31/2020|60
14721|08/31/2020|Blend|Large||||||||
14722|08/31/2020|Blend|Large||||||||
14723|08/31/2020|Blend|Large||||||||
14724|08/31/2020|Blend|Large||||||||
14732|08/31/2020|Growth|Mid||||||||
14733|08/31/2020|Growth|Mid||||||||
14735|08/31/2020|Growth|Mid||||||||
14736|08/31/2020|Growth|Mid||||||||
14740|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
14741|08/31/2020|Growth|Large||||||||
14750|12/31/2019||||||||||
14755|06/30/2020|||06/30/2020|8.118829|7.28|17.88|13.36|68.43|06/30/2020|70
14756|06/30/2020|||06/30/2020|2.860598|2.32|66.12|21.44|3.43|06/30/2020|-40
14757|06/30/2020|Blend|Large|06/30/2020|7.303581|11.49|19.71|10.83|17.39|06/30/2020|60
14759|06/30/2020|Growth|Large||||||||
14760|06/30/2020|Growth|Large||||||||
14761|06/30/2020|Growth|Small||||||||
14762|06/30/2020|Growth|Large||||||||
14766|06/30/2020|Blend|Large||||||||
14768|06/30/2020|Growth|Large||||||||
14770|07/31/2020|Growth|Large||||||||
14771|07/31/2020|||07/31/2020|7.671907|20|12.02|6.43|12.68|07/31/2020|60
14779|07/31/2020|Growth|Large||||||||
14782|07/31/2020|Growth|Large||||||||
14814|07/31/2020|Growth|Large|||2.33|3.17|0|0||
14833|07/31/2020|Blend|Large||||||||
14834|07/31/2020|Blend|Large||||||||
14835|07/31/2020||||||||||
14846|07/31/2020|Growth|Large||||||||
14854|07/31/2020||||||||||
14859|07/31/2020|Growth|Large||||||||
14860|07/31/2020|Growth|Large||||||||
14880|07/31/2020|Growth|Large||||||||
14882|07/31/2020|||07/31/2020|8.200014|11.4|36.43|20.71|42.8|07/31/2020|70
14883|07/31/2020|Blend|Large||||||||
14886|07/31/2020|Growth|Large||||||||
14888|07/31/2020|Growth|Mid||||||||
14890|07/31/2020|||07/31/2020|5.974135||35|21.21|23.82|07/31/2020|60
14892|07/31/2020|Growth|Large||||||||
14894|07/31/2020|Growth|Large|07/31/2020|6.496037|11.03|13.97|2.82|11.44|07/31/2020|70
14895|07/31/2020|||07/31/2020|8.717853|10.3|28.76|19.76|47.88|07/31/2020|60
14896|07/31/2020|Growth|Large||||||||
14897|07/31/2020|Growth|Mid||||||||
14899|07/31/2020|Growth|Large|07/31/2020|8.78318|11.04|13.47|5.66|18.66|07/31/2020|60
14900|07/31/2020|||07/31/2020|5.974135||35|21.21|23.82|07/31/2020|60
14903|07/31/2020|Growth|Large||||||||
14906|07/31/2020|Growth|Large||||||||
14912|07/31/2020|Growth|Large||||||||
14921|08/31/2020||||||||||
14932|07/31/2020|Growth|Large||||||||
14936|07/31/2020|Growth|Large||||||||
14945|07/31/2020|||07/31/2020|8.480512|11.45|33.35|20.9|45.79|07/31/2020|70
14946|07/31/2020|||07/31/2020|2.74095|2.8|82.79|16.97||07/31/2020|80
14949|06/30/2020|Growth|Large||||||||
14950|06/30/2020|Growth|Large||||||||
14951|06/30/2020|Growth|Large||||||||
14954|06/30/2020|Growth|Large||||||||
14958|06/30/2020|Growth|Large||||||||
14959|06/30/2020|Blend|Large||||||||
14960|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
14961|06/30/2020|Growth|Large||||||||
14962|06/30/2020|||06/30/2020|8.893742|11.96|28.62|18.89|47.78|06/30/2020|50
14963|03/31/2020|Growth|Mid||||||||
14964|06/30/2020|Blend|Large||||||||
14966|06/30/2020|Growth|Large|06/30/2020|8.363809|10.73|13.76|8.25|17.7|06/30/2020|50
14967|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
14968|06/30/2020|Growth|Large||||||||
14969|06/30/2020|Growth|Large||||||||
14970|06/30/2020|Growth|Large||||||||
14971|03/31/2020|||||5.91|51.72|16.61|8.19||
14972|06/30/2020|Blend|Large||||||||
14973|06/30/2020|Growth|Large||||||||
14974|06/30/2020|Growth|Large||||||||
14975|06/30/2020|||06/30/2020|2.619909|5.8|77.77|12.75||06/30/2020|60
14976|06/30/2020|Blend|Large||||||||
14977|06/30/2020|Blend|Mid||||||||
14978|06/30/2020|Growth|Large||||||||
14979|06/30/2020|Growth|Large||||||||
14988|06/30/2020|Growth|Large||||||||
14989|06/30/2020|Blend|Large||||||||
14992|05/31/2020|Blend|Large||||||||
14995|05/31/2020|Growth|Large||||||||
14997|05/31/2020|Blend|Mid||||||||
15004|05/31/2020|Blend|Large||||||||
15009|05/31/2020|Growth|Large||||||||
15014|05/31/2020|Blend|Mid||||||||
15015|05/31/2020|Growth|Mid||||||||
15025|08/31/2020|Growth|Large||||||||
15026|08/31/2020|Growth|Large||||||||
15032|08/31/2020|Growth|Large|07/31/2020|8.763865|11.71|6.01|11.96|18.7|07/31/2020|40
15034|08/31/2020|Growth|Large||||||||
15035|08/31/2020|Growth|Large||||||||
15036|08/31/2020|Growth|Large||||||||
15038|08/31/2020|Growth|Large||||||||
15040|08/31/2020|Growth|Large||||||||
15053|08/31/2020|Growth|Large||||||||
15064|08/31/2020|Growth|Large||||||||
15069|08/31/2020|Growth|Large||||||||
15070|08/31/2020|Growth|Large||||||||
15085|07/31/2020|Growth|Large||||||||
15087|07/31/2020|Blend|Large||||||||
15089|07/31/2020|Growth|Large||||||||
15091|07/31/2020|Growth|Large||||||||
15092|07/31/2020|Growth|Large||||||||
15102|07/31/2020|||07/31/2020|8.621316|10.96|31.89|17.82|45.52|07/31/2020|60
15110|07/31/2020|Growth|Large|06/30/2020|6.998151|0|24.07|12.92|26.39|06/30/2020|60
15112|07/31/2020|Growth|Large|06/30/2020|6.803794|0|18.95|9.03|19.06|06/30/2020|60
15114|07/31/2020|Growth|Large|06/30/2020|6.131391|0|6.35|2.38|5.02||
15117|04/30/2020|Growth|Large||||||||
15121|04/30/2020||||||||||
15122|04/30/2020|Blend|Large||||||||
15123|04/30/2020|Blend|Large||||||||
15124|04/30/2020|||||9.77|25.63|27.79|33.93||
15125|04/30/2020|Growth|Small||||||||
15126|04/30/2020|Blend|Large||||||||
15142|07/31/2020|Growth|Large|07/31/2020|4.861316|7.19|17.41|10.11|7.02|07/31/2020|60
15145|07/31/2020|Growth|Large||||||||
15147|07/31/2020|||07/31/2020|7.516793|7.51|18.66|35.84|42.19|07/31/2020|60
15149|07/31/2020|Growth|Large||||||||
15150|07/31/2020|Growth|Large||||||||
15152|07/31/2020|Blend|Small||||||||
15153|07/31/2020|||07/31/2020|8.950099|11.5|23.85|22.92|49.28|07/31/2020|60
15154|07/31/2020|Growth|Large||||||||
15155|07/31/2020|||||0|0|0|0||
15156|07/31/2020|Blend|Large||||||||
15157|07/31/2020|Growth|Large||||||||
15158|07/31/2020||||||||||
15159|07/31/2020|||07/31/2020|8.451652|10.53|27.36|30.66|40.5|07/31/2020|50
15160|07/31/2020|Growth|Large|07/31/2020|8.056292|8.43|9.48|4.83|8.66|07/31/2020|40
15161|07/31/2020|Growth|Large||||||||
15163|07/31/2020|Growth|Large||||||||
15165|07/31/2020|Growth|Large||||||||
15166|07/31/2020|Growth|Large||||||||
15168|07/31/2020|Growth|Large||||||||
15171|07/31/2020|Growth|Large||||||||
15173|07/31/2020|Growth|Large||||||||
15175|07/31/2020|Growth|Large||||||||
15183|07/31/2020||||||||||
15184|07/31/2020|||07/31/2020|8.451652|10.53|27.36|30.66|40.5|07/31/2020|50
15185|07/31/2020|Growth|Large|07/31/2020|8.056292|8.43|9.48|4.83|8.66|07/31/2020|40
15186|07/31/2020|Growth|Large||||||||
15188|07/31/2020|Growth|Large||||||||
15190|07/31/2020|Growth|Large||||||||
15191|07/31/2020|Growth|Large||||||||
15193|07/31/2020|Growth|Large||||||||
15196|07/31/2020|Growth|Large||||||||
15200|07/31/2020|Growth|Large||||||||
15202|07/31/2020|Growth|Large||||||||
15212|07/31/2020|||07/31/2020|8.200014|11.4|36.43|20.71|42.8|07/31/2020|70
15213|07/31/2020|Growth|Large||||||||
15214|07/31/2020|Growth|Large||||||||
15215|07/31/2020|Growth|Large||||||||
15216|07/31/2020|Growth|Large||||||||
15217|07/31/2020|Growth|Large||||||||
15218|07/31/2020|Growth|Large||||||||
15219|07/31/2020|Blend|Large||||||||
15220|07/31/2020|Blend|Large||||||||
15232|07/31/2020|||07/31/2020|7.559716|12.94|36.42|15.27|34.81|07/31/2020|70
15233|07/31/2020|Growth|Large||||||||
15236|07/31/2020|Growth|Large||||||||
15261|05/31/2020|Blend|Large||||||||
15265|05/31/2020|Growth|Large||||||||
15268|05/31/2020|Blend|Mid||||||||
15269|05/31/2020|Growth|Mid||||||||
15276|05/31/2020|Blend|Mid||||||||
15278|05/31/2020|Growth|Large||||||||
15281|05/31/2020|Blend|Large||||||||
15283|06/30/2020|Blend|Large||||||||
15290|05/31/2020|Growth|Large||||||||
15292|05/31/2020|Blend|Mid||||||||
15296|05/31/2020|Growth|Large||||||||
15300|05/31/2020|Blend|Large||||||||
15303|05/31/2020|Growth|Mid||||||||
15310|05/31/2020|Blend|Large||||||||
15311|06/30/2020|Blend|Large||||||||
15312|05/31/2020|Blend|Mid||||||||
15317|07/31/2020|||07/31/2020|7.337991|6.06|16.89|9.26|18.37|07/31/2020|60
15389|07/31/2020|Growth|Large||||||||
15398|04/30/2020|Growth|Small||||||||
15411|06/30/2020|Growth|Large|06/30/2020|6.000633|8.23|6.7|5.09|4.64|06/30/2020|30
15412|07/31/2020|Growth|Large||||||||
15414|07/31/2020|||07/31/2020|8.861419|9.42|21.38|23.98|48.88|07/31/2020|60
15415|06/30/2020|Growth|Large||||||||
15416|07/31/2020|Blend|Large||||||||
15422|07/31/2020||||||||||
15423|07/31/2020|Growth|Large|06/30/2020|7.671292|0|10.21|11.41|18.18|06/30/2020|40
15424|06/30/2020|Blend|Small||||||||
15436|04/30/2020|Growth|Large||||||||
15443|07/31/2020|Blend|Large||||||||
15448|07/31/2020|Growth|Large||||||||
15453|07/31/2020|||07/31/2020|6.213232|8.39|13.73|7.89|11.9|07/31/2020|-10
15515|08/31/2020|Growth|Large|08/31/2020|4.081525|9.91|13.12|4.4|3.12|08/31/2020|40
15521|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
15523|07/31/2020|Growth|Large||||||||
15524|05/31/2020|Growth|Large||||||||
15533|05/31/2020|Growth|Large||||||||
15534|05/31/2020|||||6.97|53.52|27.22|5.97||
15542|05/31/2020|Growth|Large||||||||
15552|05/31/2020|||||15.88|12.32|9.47|29.17||
15554|07/31/2020|Growth|Large||||||||
15555|07/31/2020|Growth|Large||||||||
15556|07/31/2020|Growth|Large||||||||
15557|07/31/2020|Growth|Large||||||||
15558|07/31/2020|Growth|Large||||||||
15559|07/31/2020|Growth|Large||||||||
15560|07/31/2020|Growth|Large||||||||
15561|07/31/2020|Growth|Large||||||||
15562|07/31/2020|Growth|Large||||||||
15563|07/31/2020|Blend|Large||||||||
15564|07/31/2020|Blend|Large||||||||
15565|07/31/2020|Growth|Large||||||||
15566|07/31/2020|Growth|Large||||||||
15567|07/31/2020|Growth|Large|06/30/2020|9.362899|9.08|10.54|11|16.45|06/30/2020|50
15568|07/31/2020|Growth|Large|06/30/2020|9.362899|9.08|10.54|11|16.45|06/30/2020|50
15569|07/31/2020|Growth|Large||||||||
15570|07/31/2020|Growth|Large||||||||
15571|07/31/2020|Growth|Large||||||||
15572|07/31/2020|Growth|Large||||||||
15573|07/31/2020|Growth|Large||||||||
15574|07/31/2020|Growth|Large||||||||
15575|07/31/2020|||07/31/2020|8.515855||24.89|13.53|31.06|07/31/2020|60
15576|07/31/2020|||07/31/2020|8.515855||24.89|13.53|31.06|07/31/2020|60
15582|07/31/2020|Growth|Large||||||||
15583|08/31/2020|Growth|Large||||||||
15591|08/31/2020|Growth|Large||||||||
15592|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
15595|10/31/2019|Growth|Large||||||||
15598|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
15603|10/31/2019|Growth|Large||||||||
15605|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
15609|06/30/2020|Growth|Large||||||||
15610|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
15612|10/31/2019|Growth|Large||||||||
15614|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
15619|08/31/2020|Growth|Large||||||||
15631|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
15636|06/30/2020|Growth|Large||||||||
15637|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
15638|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
15643|08/31/2020|Growth|Large||||||||
15649|06/30/2020|Growth|Large||||||||
15651|06/30/2020|Growth|Large||||||||
15653|06/30/2020|Growth|Large||||||||
15657|06/30/2020||||||||||
15658|06/30/2020|Growth|Large||||||||
15661|08/31/2020|Growth|Large|07/31/2020|8.763865|11.71|6.01|11.96|18.7|07/31/2020|40
15673|07/31/2020|Growth|Large||||||||
15677|04/30/2020|Growth|Large||||||||
15679|04/30/2020|Growth|Large||||||||
15685|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
15694|08/31/2020|Growth|Large|07/31/2020|8.763865|11.71|6.01|11.96|18.7|07/31/2020|40
15704|07/31/2020|Growth|Large|07/31/2020|4.767498|9.79|18.62|5.17|6.15|07/31/2020|40
15713|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
15721|05/31/2020|Growth|Large||||||||
15722|05/31/2020|Growth|Large||||||||
15760|07/31/2020|Growth|Large||||||||
15763|07/31/2020|Growth|Large|07/31/2020|5.274597||6.76|3.33|3.06|07/31/2020|30
15764|07/31/2020|Growth|Large|07/31/2020|6.986142||13.83|12.41|13.77|07/31/2020|50
15770|05/31/2020|Growth|Large||||||||
15771|05/31/2020|Blend|Mid||||||||
15772|05/31/2020|Growth|Large|||9.38|6.61|4.73|9.94||
15775|05/31/2020|Growth|Large||||||||
15788|07/31/2020|Growth|Large||||||||
15789|07/31/2020|Growth|Large||||||||
15791|07/31/2020|Blend|Large||||||||
15792|07/31/2020|Blend|Large||||||||
15793|07/31/2020||||||||||
15794|07/31/2020|Growth|Large||||||||
15795|07/31/2020|Growth|Mid||||||||
15812|07/31/2020|Growth|Large||||||||
15814|07/31/2020|Growth|Large||||||||
15815|07/31/2020|Growth|Large||||||||
15821|07/31/2020|Blend|Large||||||||
15822|07/31/2020|Blend|Large||||||||
15824|07/31/2020|Growth|Mid||||||||
15825|07/31/2020|Growth|Mid||||||||
15826|07/31/2020|Blend|Large||||||||
15827|07/31/2020|Blend|Large||||||||
15834|07/31/2020|Growth|Large||||||||
15835|07/31/2020|Growth|Large||||||||
15864|06/30/2020|Growth|Large||||||||
15865|06/30/2020|Growth|Large||||||||
15866|06/30/2020|Growth|Large||||||||
15867|06/30/2020|Growth|Large||||||||
15868|06/30/2020|Growth|Large||||||||
15869|06/30/2020|Blend|Large||||||||
15871|03/31/2020|||||5.91|51.72|16.61|8.19||
15872|06/30/2020|Growth|Large||||||||
15873|06/30/2020|Growth|Large||||||||
15874|06/30/2020|Growth|Large||||||||
15875|06/30/2020|Growth|Large||||||||
15878|06/30/2020|Blend|Large||||||||
15879|06/30/2020|Blend|Mid||||||||
15882|03/31/2020|Growth|Mid||||||||
15883|06/30/2020|Blend|Large||||||||
15885|06/30/2020|Growth|Large|06/30/2020|5.079423|6.6|13.15|3.24|6.55||
15887|06/30/2020|Growth|Large||||||||
15894|05/31/2020||||||25.89|13.27|25.73||
15895|05/31/2020||||||20.57|10.33|19.94||
15896|05/31/2020||||||14.09|7.26|14.95||
15897|05/31/2020||||||7.4|3.5|7.44||
15898|05/31/2020|Growth|Large||||||||
15907|05/31/2020||||||38.99|24.43|29.55||
15910|05/31/2020|Growth|Large||||||||
15911|05/31/2020|Growth|Mid||||||||
15919|05/31/2020|Growth|Large||||||||
15920|05/31/2020|Growth|Large||||11.64|6.83|6.92||
15921|05/31/2020|Growth|Large||||8.15|4.56|4.39||
15923|05/31/2020|Growth|Large||||6.29|3.55|3.47||
15924|05/31/2020|Growth|Large||||0|0|0||
15927|05/31/2020|Blend|Large||||||||
15928|05/31/2020|Blend|Large||||||||
15942|04/30/2020|Blend|Large||||||||
15947|04/30/2020|Growth|Large||||||||
15948|08/31/2020|Growth|Mid||||||||
15949|08/31/2020|Growth|Mid||||||||
15950|08/31/2020|Growth|Large||||||||
15951|08/31/2020|Growth|Large||||||||
15960|05/31/2020|||||9.72|31.06|22.67|41.04||
15971|05/31/2020|Growth|Large||||||||
15975|05/31/2020|Growth|Large||||||||
15984|05/31/2020||||||||||
15985|05/31/2020|Growth|Large||||||||
15998|07/31/2020|Growth|Large|07/31/2020|5.432635|6.89|13.51|3.98|7.48|07/31/2020|50
16109|06/30/2020|Growth|Large||||||||
16118|08/31/2020|Growth|Large||||||||
16123|08/31/2020|Growth|Large||||||||
16130|07/31/2020|Growth|Large|07/31/2020|5.432635|6.89|13.51|3.98|7.48|07/31/2020|50
16134|07/31/2020|Blend|Large||||||||
16135|07/31/2020|Growth|Large||||||||
16138|07/31/2020|Blend|Large||||||||
16139|07/31/2020|Growth|Large||||||||
16145|07/31/2020|||07/31/2020|8.564859||13.28|10.62|22.32|07/31/2020|60
16148|07/31/2020|Growth|Large||||||||
16149|07/31/2020|Growth|Large||||||||
16150|07/31/2020|Blend|Large||||||||
16151|07/31/2020|Blend|Large||||||||
16153|07/31/2020|Growth|Mid||||||||
16154|07/31/2020|Growth|Mid||||||||
16155|07/31/2020|Blend|Large||||||||
16156|07/31/2020|Blend|Large||||||||
16192|04/30/2020|Blend|Large||||||||
16193|07/31/2020||||||||||
16194|07/31/2020|||07/31/2020|8.861419|9.42|21.38|23.98|48.88|07/31/2020|60
16195|06/30/2020|Growth|Large|06/30/2020|6.000633|8.23|6.7|5.09|4.64|06/30/2020|30
16196|07/31/2020|Growth|Large|06/30/2020|7.671292|0|10.21|11.41|18.18|06/30/2020|40
16198|04/30/2020|Blend|Large||||||||
16199|04/30/2020|Growth|Large||||||||
16200|04/30/2020|Growth|Large||||||||
16201|04/30/2020|Blend|Large||||||||
16202|04/30/2020|Blend|Large||||||||
16203|04/30/2020|Growth|Large||||||||
16204|04/30/2020|Growth|Large||||||||
16205|04/30/2020|Blend|Large||||||||
16206|04/30/2020|Blend|Large||||||||
16207|04/30/2020|Blend|Large||||||||
16208|04/30/2020|Blend|Large||||||||
16209|04/30/2020|Growth|Large||||||||
16210|04/30/2020|Growth|Large||||||||
16211|04/30/2020|Blend|Large||||||||
16212|04/30/2020|Blend|Large||||||||
16213|04/30/2020|||||10.92|28.31|20.06|34.13||
16214|04/30/2020|||||10.92|28.31|20.06|34.13||
16215|04/30/2020||||||||||
16216|04/30/2020||||||||||
16217|04/30/2020|Growth|Large||||||||
16218|04/30/2020|Growth|Large||||||||
16219|04/30/2020|Blend|Large||||||||
16220|04/30/2020|Blend|Large||||||||
16221|04/30/2020|||||10.92|28.31|20.06|34.13||
16222|04/30/2020|||||10.92|28.31|20.06|34.13||
16230|06/30/2020|Growth|Large||||||||
16240|08/31/2020|Growth|Large|08/31/2020|4.081525|9.91|13.12|4.4|3.12|08/31/2020|40
16241|08/31/2020|Growth|Large||||||||
16253|08/31/2020|Growth|Large||||||||
16255|08/31/2020|Growth|Large||||||||
16272|07/31/2020|Growth|Large||||||||
