FundataKey|AsOfDate|TotalDist-CurrMth|TotalDist-YTD|TotalDist-12Mth|DistYield|DivDist-CurrMth|DivDist-YTD|DivDist-12Mth|FgnDivDist-CurrMth|FgnDivDist-YTD|FgnDivDist-12Mth|CapGainsDist-CurrMth|CapGainsDist-YTD|CapGainsDist-12Mth|IntIncDist-CurrMth|IntIncDist-YTD|IntIncDist-12Mth|RtnPrinciple-CurrMth|RtnPrinciple-YTD|RtnPrinciple-12Mth|DistFrequency
52770|08/31/2020|0.0178798|0.2075949|0.2891949|4.2456|0.0178798|0.1068949|0.1592949||||||||0.1007|0.1299||||Monthly
52772|08/31/2020|0.0108|0.1119|0.171|1.5323|0.0108|0.1119|0.1688||||||0.0022|||||||Monthly
52773|08/31/2020|0.0082877|0.082168|0.126768|1.4803|0.0082877|0.057968|0.092568||||||0.0017||0.0242|0.0325||||Monthly
52775|08/31/2020||0.0027|0.0027|0.0214||||||||0.0027|0.0027|||||||Annual
52776|08/31/2020|0.0592|0.4736|0.7779|5.6259|0.0159|0.2274|0.3326||||||0.051|||0.0049|0.0433|0.2462|0.3894|Monthly
52777|08/31/2020|0.0454282|0.3483282|0.5786282|5.4534|0.0122012|0.1457012|0.2253012||||||0.0388|||0.0037|0.033227|0.202627|0.310827|Monthly
52779|08/31/2020|||0.1414|1.0419|||0.1414|||||||||||||Annual
52780|08/31/2020|||0.1074|1.0313|||0.1074|||||||||||||Annual
52781|08/31/2020||0.4893|0.4893|4.2212||0.0518|0.0518|||||0.4375|0.4375|||||||Annual
52782|08/31/2020|||0.0928|0.7672|||0.0928|||||||||||||Annual
52783|08/31/2020||0.1096|0.1096|0.7251||||||||0.1096|0.1096|||||||Annual
52785|08/31/2020||0.0777|0.0777|0.6699||||||||0.0777|0.0777|||||||Annual
52786|08/31/2020||||||||||||||||||||Annual
52787|08/31/2020|||0.118|1.603|||0.118|||||||||||||Annual
52788|08/31/2020||0.0356|0.0356|0.4268||0.0356|0.0356|||||||||||||Annual
52789|08/31/2020|||0.1553|1.6189|||0.1553|||||||||||||Annual
52790|08/31/2020||0.9542|0.9542|7.4488||0.082|0.082|||||0.8722|0.8722|||||||Annual
52791|08/31/2020|||0.0751|0.6168|||0.0751|||||||||||||Annual
52792|08/31/2020||0.6772|0.6772|6.8891||0.0587|0.0587|||||0.6185|0.6185|||||||Annual
52793|08/31/2020||0.1036|0.1036|1.2633||0.1036|0.1036|||||||||||||Annual
52794|08/31/2020||0.0741|0.0741|1.1775||0.0741|0.0741|||||||||||||Annual
52795|08/31/2020|||0.025342|0.1924|||||||||0.025342|||||||Annual
52796|08/31/2020|||0.025342|0.1924|||||||||0.025342|||||||Annual
52797|08/31/2020|||0.025342|0.1924|||||||||0.025342|||||||Annual
52798|08/31/2020|||2.198772|9.9808|||||||||2.198772|||||||Annual
52799|08/31/2020|||2.198772|9.9808|||||||||2.198772|||||||Annual
52800|08/31/2020|||2.198772|9.9808|||||||||2.198772|||||||Annual
52801|08/31/2020|0.023801|0.248259|0.339831|3.8573|0.023801|0.248259|0.339831|||||||||||||Monthly
52802|08/31/2020|0.023801|0.248259|0.339831|3.8573|0.023801|0.248259|0.339831|||||||||||||Monthly
52805|08/31/2020|||0.525747|3.538|||||||||0.525747|||||||Annual
52806|08/31/2020|||0.525747|3.538|||||||||0.525747|||||||Annual
52807|08/31/2020|||0.095133|1.2243|||0.095133|||||||||||||Annual
52808|08/31/2020|||0.095133|1.2243|||0.095133|||||||||||||Annual
52809|08/31/2020|0.05|0.908481|1.229224|7.0622|0.05|0.908481|1.229224|||||||||||||Monthly
52810|08/31/2020|0.012885|0.082012|0.677682|2.4443|0.012885|0.082012|0.677682|||||||||||||Monthly
52811|08/31/2020|0.03856|0.35677|0.575124|2.1481|0.03856|0.35677|0.575124|||||||||||||Monthly
52812|08/31/2020||0.022767|0.059419|0.6802||0.022767|0.059419|||||||||||||No Distribution
52819|08/31/2020||||||||||||||||||||Annual
52820|08/31/2020||||||||||||||||||||Annual
52821|08/31/2020||||||||||||||||||||Annual
52822|08/31/2020||||||||||||||||||||Annual
52823|08/31/2020||0.051493|0.143574|1.0835||0.051493|0.143574|||||||||||||Quarterly
52824|08/31/2020||0.051493|0.143574|1.0835||0.051493|0.143574|||||||||||||Quarterly
52825|08/31/2020||0.01732|0.122789|0.8764||0.01732|0.122789|||||||||||||Quarterly
52826|08/31/2020||0.01732|0.122789|0.8764||0.01732|0.122789|||||||||||||Quarterly
52827|08/31/2020|||0.043625|0.2975|||0.043625|||||||||||||Quarterly
52828|08/31/2020|||0.043625|0.2975|||0.043625|||||||||||||Quarterly
52829|08/31/2020|||0.001523|0.01|||0.001523|||||||||||||Quarterly
52830|08/31/2020|||0.001523|0.01|||0.001523|||||||||||||Quarterly
52831|08/31/2020||||||||||||||||||||Quarterly
52832|08/31/2020||||||||||||||||||||Quarterly
52833|08/31/2020|0.027|0.216|0.3292|4.1513|0.000775|0.037706|0.077501||||||0.025||||0.026225|0.178294|0.226699|Monthly
52834|08/31/2020|0.027|0.216|0.3292|4.1513|0.000775|0.037706|0.077501||||||0.025||||0.026225|0.178294|0.226699|Monthly
52836|08/31/2020|0.03|0.24|0.368759|4.7095||0.032|0.076384||||||0.028125||||0.03|0.208|0.26425|Monthly
52838|08/31/2020|0.03|0.24|0.368759|4.7095||0.032|0.076384||||||0.028125||||0.03|0.208|0.26425|Monthly
52839|08/31/2020|0.03|0.24|0.3495|5.2164||0.02458|0.051615||||||0.027375||||0.03|0.21542|0.27051|Monthly
52840|08/31/2020|0.03|0.24|0.3495|5.2164||0.02458|0.051615||||||0.027375||||0.03|0.21542|0.27051|Monthly
52841|08/31/2020|0.034|0.272|0.394468|5.8963||0.031883|0.043374||||||0.030617||||0.034|0.240117|0.320477|Monthly
52842|08/31/2020|0.034|0.272|0.394468|5.8963||0.031883|0.043374||||||0.030617||||0.034|0.240117|0.320477|Monthly
52843|08/31/2020|0.034|0.272|0.394|6.5339||0.026354|0.026354||||||0.0305||||0.034|0.245646|0.337146|Monthly
52844|08/31/2020|0.034|0.272|0.394|6.5339||0.026354|0.026354||||||0.0305||||0.034|0.245646|0.337146|Monthly
52845|08/31/2020|||1.062836|7.9792|||||||||1.062836|||||||Annual
52846|08/31/2020|||1.062836|7.9792|||||||||1.062836|||||||Annual
52847|08/31/2020||||||||||||||||||||Annual
52848|08/31/2020||||||||||||||||||||Annual
52849|08/31/2020|||0.070356|0.3472|||0.070356|||||||||||||Annual
52850|08/31/2020|||0.070356|0.3472|||0.070356|||||||||||||Annual
52851|08/31/2020|||0.227269|1.9146|||0.227269|||||||||||||Annual
52852|08/31/2020|||0.227269|1.9146|||0.227269|||||||||||||Annual
52853|08/31/2020|||0.140674|0.9962|||0.140674|||||||||||||Annual
52854|08/31/2020|||0.140674|0.9962|||0.140674|||||||||||||Annual
52855|08/31/2020|||0.108618|0.7859|||0.108618|||||||||||||Annual
52856|08/31/2020|||0.108618|0.7859|||0.108618|||||||||||||Annual
52857|08/31/2020|0.024|0.192|0.297502|3.0957|0.007594|0.077274|0.152091||||||0.013202||||0.016406|0.114726|0.132209|Monthly
52858|08/31/2020|0.024|0.192|0.297502|3.0957|0.007594|0.077274|0.152091||||||0.013202||||0.016406|0.114726|0.132209|Monthly
52878|08/31/2020|||0.248|1.1429|||0.248|||||||||||||Annual
52879|08/31/2020|0.0375|0.3|0.45|5.3519|0.0375|0.3|0.45|||||||||||||Monthly
52880|08/31/2020|0.0375|0.3|0.45|5.2515|0.0375|0.3|0.45|||||||||||||Monthly
52881|08/31/2020|0.04167|0.33336|0.50004|5.3797|0.04167|0.33336|0.50004|||||||||||||Monthly
52882|08/31/2020|||0.194658|1.7195|||0.194658|||||||||||||Annual
52883|08/31/2020|0.001695|0.039818|0.084498|0.8449|0.001695|0.039818|0.084498|||||||||||||Monthly
52885|08/31/2020|0.016644|0.13404|0.202126|1.7714|0.016644|0.13404|0.202126|||||||||||||Monthly
52888|08/31/2020||||||||||||||||||||Annual
52893|08/31/2020|||0.016361|0.0979|||0.016361|||||||||||||Annual
52894|08/31/2020||||||||||||||||||||Annual
52907|08/31/2020|0.045|0.333|0.524|2.662|0.045|0.333|0.524|||||||||||||Monthly
52908|08/31/2020||||||||||||||||||||Annual
52909|08/31/2020||||||||||||||||||||Annual
52912|08/31/2020|0.018|0.144|0.66105|5.7492|0.018|0.054|0.066538||||||0.48348||0.09|0.111032||||Monthly
52913|08/31/2020|0.016|0.128|0.221193|1.6481||0.030205|0.030205||||0.016|0.032452|0.125645||0.065343|0.065343||||Monthly
52914|08/31/2020|0.012212|0.094038|0.164685|1.6005||0.069489|0.069489||||0.012212|0.024549|0.095196|||||||Monthly
52916|08/31/2020|0.075|0.573|0.857|4.5792|0.075|0.573|0.857|||||||||||||Monthly
52917|08/31/2020|0.064|0.523|0.836|2.1386|0.064|0.523|0.836|||||||||||||Monthly
52918|08/31/2020|0.048|0.389|0.625|2.0832|0.048|0.389|0.625|||||||||||||Monthly
52919|08/31/2020|0.063|0.561|0.923|4.3438|0.063|0.561|0.923|||||||||||||Monthly
52920|08/31/2020|0.047|0.415|0.688|4.2187|0.047|0.415|0.688|||||||||||||Monthly
52930|08/31/2020|0.031155|0.24924|0.369764|3.9473|0.031155|0.24924|0.369764|||||||||||||Monthly
52931|08/31/2020|0.040531|0.324248|0.484184|6.0416|0.040531|0.324248|0.484184|||||||||||||Monthly
52932|08/31/2020|0.032754|0.262032|0.387668|3.9136|0.032754|0.262032|0.387668|||||||||||||Monthly
52944|08/31/2020|0.047|0.376|0.546532|4.0634|||||||||0.042633||||0.047|0.376|0.503899|Monthly
52945|08/31/2020|0.047|0.376|0.546532|4.0634|||||||||0.042633||||0.047|0.376|0.503899|Monthly
52946|08/31/2020|0.047|0.376|0.546532|4.0634|||||||||0.042633||||0.047|0.376|0.503899|Monthly
52947|08/31/2020|0.051|0.408|0.59|4.0245|0.021031|0.027862|0.029931||||||0.043431||||0.029969|0.380138|0.516638|Monthly
52949|08/31/2020|0.035663|0.276486|0.405725|3.9352|||||||||0.032139||||0.035663|0.276486|0.373586|Monthly
52950|08/31/2020|0.035663|0.276486|0.405725|3.9352|||||||||0.032139||||0.035663|0.276486|0.373586|Monthly
52951|08/31/2020|0.035663|0.276486|0.405725|3.9352|||||||||0.032139||||0.035663|0.276486|0.373586|Monthly
52952|08/31/2020|0.038698|0.300017|0.437948|3.8963|0.015958|0.020842|0.022402||||||0.032741||||0.02274|0.279175|0.382805|Monthly
52953|08/31/2020|0.028|0.224|0.3324|3.9524|0.003643|0.012964|0.028857||||||0.012559||||0.024357|0.211036|0.290984|Monthly
52954|08/31/2020|0.028|0.224|0.3324|3.9524|0.003643|0.012964|0.028857||||||0.012559||||0.024357|0.211036|0.290984|Monthly
52955|08/31/2020|0.028|0.224|0.3324|3.9524|0.003643|0.012964|0.028857||||||0.012559||||0.024357|0.211036|0.290984|Monthly
52956|08/31/2020|0.031|0.248|0.366|3.9312|0.018013|0.085399|0.122689||||||0.00654||||0.012987|0.162601|0.236771|Monthly
52957|08/31/2020|0.032|0.256|0.376932|3.8858|0.028107|0.149639|0.217747||||||||||0.003893|0.106361|0.159185|Monthly
52958|08/31/2020|0.021246|0.164716|0.246867|3.8273|0.002764|0.009789|0.021786||||||0.009468||||0.018482|0.154927|0.215613|Monthly
52959|08/31/2020|0.021246|0.164716|0.246867|3.8273|0.002764|0.009789|0.021786||||||0.009468||||0.018482|0.154927|0.215613|Monthly
52960|08/31/2020|0.021246|0.164716|0.246867|3.8273|0.002764|0.009789|0.021786||||||0.009468||||0.018482|0.154927|0.215613|Monthly
52961|08/31/2020|0.023522|0.18236|0.271788|3.8065|0.013668|0.063575|0.091814||||||0.00493||||0.009854|0.118785|0.175044|Monthly
52963|08/31/2020|0.1036|0.8288|1.16|4.5175|0.1036|0.8288|1.16|||||||||||||Monthly
52964|08/31/2020|0.0794265|0.6118381|0.8632998|4.3853|0.0794265|0.6118381|0.8632998|||||||||||||Monthly
52965|08/31/2020|0.1324|1.0592|1.5888|7.7665|0.1324|1.0592|1.5888|||||||||||||Monthly
52966|08/31/2020|0.1015065|0.7819244|1.1840203|7.5493|0.1015065|0.7819244|1.1840203|||||||||||||Monthly
52967|08/31/2020|0.1024|0.8192|1.152|4.5472|0.1024|0.8192|1.152|||||||||||||Monthly
52968|08/31/2020|0.0785065|0.6047514|0.8574281|4.4145|0.0785065|0.6047514|0.8574281|||||||||||||Monthly
52969|08/31/2020|0.133|1.064|1.596|7.9174|0.133|1.064|1.596|||||||||||||Monthly
52970|08/31/2020|0.1019665|0.785468|1.189386|7.696|0.1019665|0.785468|1.189386|||||||||||||Monthly
52971|08/31/2020|0.1078|0.8624|1.3|4.8291|0.1078|0.8624|1.2205||||||0.0795|||||||Monthly
52972|08/31/2020|0.0826465|0.6366425|0.9693121|4.6965|0.0826465|0.6366425|0.90809||||||0.0612221|||||||Monthly
52973|08/31/2020|0.1275|1.02|1.6297|7.4891|0.1275|1.02|1.5022||||||0.1275|||||||Monthly
52974|08/31/2020|0.0977498|0.7529862|1.2162454|7.2901|0.0977498|0.7529862|1.118059||||||0.0981864|||||||Monthly
52975|08/31/2020|0.0822|0.6576|3.2912|17.5252|0.0822|0.6576|1.1066||||||2.1846|||||||Monthly
52976|08/31/2020|0.0630199|0.4854547|2.4931496|17.3161|0.0630199|0.4854547|0.8260032||||||1.6671464|||||||Monthly
52977|08/31/2020|0.1029|0.8232|3.2079|20.3836|0.1029|0.8232|1.3148||||||1.8931|||||||Monthly
52978|08/31/2020|0.0788899|0.6077042|2.4251747|20.1|0.0788899|0.6077042|0.9802535||||||1.4449212|||||||Monthly
52979|08/31/2020|0.0825|0.66|3.239|17.3145|0.0825|0.66|1.1052||||||2.1338|||||||Monthly
52980|08/31/2020|0.0632499|0.4872265|2.4532691|17.1056|0.0632499|0.4872265|0.8248737||||||1.6283954|||||||Monthly
52981|08/31/2020|0.1039|0.8312|3.1769|20.3253|0.1039|0.8312|1.3223||||||1.8546|||||||Monthly
52982|08/31/2020|0.0796565|0.6136099|2.4013166|20.0391|0.0796565|0.6136099|0.9857583||||||1.4155583|||||||Monthly
52983|08/31/2020|0.0809|0.6472|3.589|18.7157|0.0809|0.6472|1.1193||||||2.4697|||||||Monthly
52984|08/31/2020|0.0620232|0.4777771|2.7205839|18.5049|0.0620232|0.4777771|0.8359546||||||1.8846293|||||||Monthly
52985|08/31/2020|0.0968|0.7744|3.4328|21.0365|0.0968|0.7744|1.2727||||||2.1601|||||||Monthly
52986|08/31/2020|0.0742132|0.5716789|2.5980186|20.7663|0.0742132|0.5716789|0.9494569||||||1.6485617|||||||Monthly
52987|08/31/2020|||0.6630818|5.4672|||0.5202324||||||0.1428494|||||||Annual
52988|08/31/2020|0.0994|0.7952|1.1928|4.6828|0.0994|0.7952|1.1928|||||||||||||Monthly
52989|08/31/2020|||0.7183571|4.6461|||0.7183571|||||||||||||Annual
52990|08/31/2020|0.0762065|0.587034|0.8889096|4.5519|0.0762065|0.587034|0.8889096|||||||||||||Monthly
52991|08/31/2020|0.165|1.32|1.98|10.0153|0.165|1.32|1.98|||||||||||||Monthly
52992|08/31/2020|0.1264998|0.9744528|1.4755541|9.7353|0.1264998|0.9744528|1.4755541|||||||||||||Monthly
52994|08/31/2020|0.016|0.128|0.261929|2.7924|0.008488|0.0458|0.179729||||||||||0.007512|0.0822|0.0822|Monthly
52996|08/31/2020|0.016|0.128|0.261929|2.7924|0.008488|0.0458|0.179729||||||||||0.007512|0.0822|0.0822|Monthly
52998|08/31/2020|0.016|0.128|0.261929|2.7924|0.008488|0.0458|0.179729||||||||||0.007512|0.0822|0.0822|Monthly
52999|08/31/2020|0.0992|0.7936|1.1904|4.7533|0.0992|0.7936|1.1904|||||||||||||Monthly
53000|08/31/2020|0.0760532|0.5858528|0.887121|4.6204|0.0760532|0.5858528|0.887121|||||||||||||Monthly
53001|08/31/2020|0.027138|0.088956|0.226392|2.3533|0.027138|0.088956|0.226392|||||||||||||Monthly
53002|08/31/2020|0.1649|1.3192|1.9788|10.1386|0.1649|1.3192|1.9788|||||||||||||Monthly
53003|08/31/2020|0.1264231|0.9738621|1.4746597|9.8551|0.1264231|0.9738621|1.4746597|||||||||||||Monthly
53005|08/31/2020|0.0991|0.7928|1.292|4.7719|0.0991|0.7928|1.1929||||||0.0991|||||||Monthly
53007|08/31/2020|0.0759765|0.5852623|0.9646406|4.6471|0.0759765|0.5852623|0.8883247||||||0.0763159|||||||Monthly
53008|08/31/2020|0.016|0.128|0.255742|2.8227|0.00788|0.044082|0.171824||||||||||0.00812|0.083918|0.083918|Monthly
53009|08/31/2020|0.1654|1.3232|2.0638|9.7663|0.1654|1.3232|1.8984||||||0.1654|||||||Monthly
53010|08/31/2020|0.1268065|0.9768151|1.5393844|9.5017|0.1268065|0.9768151|1.4120116||||||0.1273728|||||||Monthly
53012|08/31/2020||||||||||||||||||||Annual
53028|08/31/2020||||||||||||||||||||Annual
53030|08/31/2020||||||||||||||||||||Annual
53031|08/31/2020||||||||||||||||||||Annual
53036|08/31/2020|0.036|0.288|0.428|5.2971|0.036|0.288|0.428|||||||||||||Monthly
53037|08/31/2020|0.036|0.288|0.4326448|5.2397|0.036|0.288|0.4326448|||||||||||||Monthly
53038|08/31/2020|0.037|0.296|0.4553949|5.4185|0.037|0.296|0.4553949|||||||||||||Monthly
53039|08/31/2020||0.108|0.2925759|||0.108|0.2925759|||||||||||||Monthly
53040|08/31/2020|0.038|0.304|0.543595|6.1815|0.038|0.304|0.543595|||||||||||||Monthly
53052|08/31/2020||||||||||||||||||||Annual
53056|08/31/2020|0.031|0.248|0.368|3.9574|||||||||||||0.031|0.248|0.368|Monthly
53057|08/31/2020|0.032|0.256|0.378|3.9814|||||||||||||0.032|0.256|0.378|Monthly
53058|08/31/2020|0.039|0.312|0.46|5.1173|||||||||||||0.039|0.312|0.46|Monthly
53059|08/31/2020|0.0465|0.372|0.548|6.2995|||||||||||||0.0465|0.372|0.548|Monthly
53061|08/31/2020||||||||||||||||||||Annual
53062|08/31/2020||||||||||||||||||||Annual
53066|08/31/2020|||0.303312|3.1614|||0.303312|||||||||||||Annual
53067|08/31/2020|||0.39133|2.2104|||0.39133|||||||||||||Annual
53068|08/31/2020||0.033059|0.116832|0.8824||0.033059|0.116832|||||||||||||Monthly
53069|08/31/2020|||0.226763|2.0201|||0.226763|||||||||||||Quarterly
53070|08/31/2020|||0.262761|1.5093|||0.262761|||||||||||||Annual
53071|08/31/2020||||||||||||||||||||Annual
53072|08/31/2020|0.04|0.51|0.855|4.8089|0.04|0.51|0.855|||||||||||||Monthly
53073|08/31/2020|0.035|0.42|0.705|3.9774|0.035|0.42|0.705|||||||||||||Monthly
53075|08/31/2020|0.001399|0.06299|0.100142|1.0246||||||||||0.001399|0.06299|0.100142||||Monthly
53106|08/31/2020||0.11327|0.21717|2.1152||0.11327|0.21717|||||||||||||Quarterly
53107|08/31/2020||0.121171|0.231671|2.2298||0.121171|0.231671|||||||||||||Quarterly
53148|08/31/2020||0.047539|0.198659|1.6109||0.047539|0.198659|||||||||||||Quarterly
53152|08/31/2020||0.1665|0.3425|3.1039||0.1665|0.3425|||||||||||||Quarterly
53154|08/31/2020||0.1421|0.2645|1.5128||0.1421|0.2645|||||||||||||Quarterly
53156|08/31/2020|||0.2225854|1.796|||||||||0.2225854|||||||Annual
53157|08/31/2020|0.02|0.16|0.242386|2.5965|0.009485|0.049485|0.069485||||0.010515|0.039194|0.039194||0.071321|0.133707||||Monthly
53158|08/31/2020||0.102283|0.164728|2.3016||0.081189|0.143634|||||0.021094|0.021094|||||||Monthly
53159|08/31/2020|0.022|0.176|0.265267|2.8508|0.009456|0.053456|0.075456||||0.012544|0.051083|0.051083||0.071461|0.138728||||Monthly
53160|08/31/2020||0.11251|0.180171|2.5256||0.084107|0.151768|||||0.028403|0.028403|||||||Monthly
53161|08/31/2020|0.026|0.208|0.312863|3.3711|0.014086|0.066086|0.092086||||0.011914|0.047675|0.047675||0.094239|0.173102||||Monthly
53162|08/31/2020|0.019845|0.152813|0.232294|3.2647|0.010751|0.117376|0.196857||||0.009094|0.035437|0.035437|||||||Monthly
53163|08/31/2020|0.036|0.288|0.432|4.7053|0.02224|0.09424|0.13024||||0.01376|0.059436|0.060651||0.134324|0.241109||||Monthly
53164|08/31/2020|0.027478|0.211587|0.32073|4.5565|0.016975|0.167384|0.275606||||0.010503|0.044203|0.045124|||||||Monthly
53165|08/31/2020|0.034|0.272|0.408234|4.3948|0.020632|0.088632|0.122632||||0.013368|0.056778|0.056778||0.12659|0.228824||||Monthly
53166|08/31/2020|0.025951|0.199831|0.303089|4.2559|0.015748|0.157612|0.26087||||0.010203|0.042219|0.042219|||||||Monthly
53171|08/31/2020|0.01412|0.1270823|0.2665481|2.7025|0.01412|0.1270823|0.2665481|||||||||||||Semi Annual
53172|08/31/2020||0.3202|0.6136|2.2563||0.3202|0.6136|||||||||||||Quarterly
53174|08/31/2020||0.371|0.722|2.5172||0.371|0.722|||||||||||||Quarterly
53179|08/31/2020||||||||||||||||||||Annual
53180|08/31/2020||||||||||||||||||||Annual
53181|08/31/2020||||||||||||||||||||Annual
53186|08/31/2020|0.035|0.28|0.42|2.8179|0.035|0.28|0.42|||||||||||||Monthly
53187|08/31/2020|0.03|0.24|0.36|2.07|0.03|0.24|0.36|||||||||||||Monthly
53188|08/31/2020||0.34|0.71|3.4451||0.34|0.71|||||||||||||Quarterly
53189|08/31/2020||0.28|0.59|3.2513||0.28|0.59|||||||||||||Quarterly
53190|08/31/2020||0.24|0.515|2.2429||0.24|0.515|||||||||||||Quarterly
53191|08/31/2020|0.055|0.443|0.675|4.7675|0.055|0.443|0.675|||||||||||||Monthly
53192|08/31/2020|0.11|0.88|1.32|7.1276|0.11|0.88|1.32|||||||||||||Monthly
53206|08/31/2020|||0.2166113|1.5601|||||||||0.2166113|||||||Annual
53212|08/31/2020|||0.206059|1.4143|||0.070328|||0.135731||||||||||Annual
53213|08/31/2020|||0.5455335|3.5881|||0.1956993||||||0.3498342|||||||Annual
53216|08/31/2020|0.0419|0.3352|0.5028|5.3542|||||0.0419|0.0419||||0.0419|0.2933|0.419|||0.0419|Monthly
53218|08/31/2020|0.0275|0.22|0.460935|5.7234|0.0275|0.1875034|0.4284384|||||||||||0.0324966|0.0324966|Monthly
53219|08/31/2020|0.00883|0.146181|0.22195|2.24||||||||||0.00883|0.146181|0.22195||||Monthly
53222|08/31/2020|0.051|0.408|0.9972717|11.3908||||||||||||0.3852717|0.051|0.408|0.612|Monthly
53236|08/31/2020|0.0359|0.4328373|0.7365603|11.9984|||0.204123|||||0.1456373|0.1456373||||0.0359|0.2872|0.3868|Monthly
53238|08/31/2020|||0.0695639|0.3821||||||||||||0.0695639||||Annual
53239|08/31/2020|||0.6511842|3.8354||||||||||||0.6511842||||Annual
53240|08/31/2020|||0.5200125|3.7904||||||||||||0.5200125||||Annual
53241|08/31/2020|||0.5511591|3.3955||||||||||||0.5511591||||Annual
53242|08/31/2020|||0.4540758|3.3832||||||||||||0.4540758||||Annual
53243|08/31/2020|||0.6565569|4.4335||||||||||||0.6565569||||Annual
53244|08/31/2020|||0.5950942|4.4163||||||||||||0.5950942||||Annual
53245|08/31/2020|0.051|0.408|0.9774878|11.8585||||||||||||0.3654878|0.051|0.408|0.612|Monthly
53246|08/31/2020|0.044|0.3520002|0.7477595|16.3466|||||||||0.0439999|||0.2197595|0.044|0.3520002|0.4840001|Monthly
53257|08/31/2020|||0.3868|3.4573|||0.0218||||||0.0833|||0.2817||||Annual
53258|08/31/2020|||0.4639|4.0526|||0.033||||||0.1646|||0.2663||||Annual
53259|08/31/2020|||0.5946|5.2439|||0.0434||||||0.3942|||0.157||||Annual
53270|08/31/2020||0.1283|0.291|2.6913||0.1283|0.291|||||||||||||Quarterly
53271|08/31/2020|||0.900546|3.6415|||0.181914||||||0.718632|||||||Quarterly
53272|08/31/2020|||0.684461|3.6102|||0.138264||||||0.546197|||||||Quarterly
53273|08/31/2020|||0.766041|2.9652|||0.105415||||||0.660626|||||||Quarterly
53274|08/31/2020|||0.582231|2.9398|||0.080121||||||0.50211|||||||Quarterly
53290|08/31/2020|||0.427384|5.8787|||0.1199||||||0.307484|||||||Annual
53291|08/31/2020|||0.530149|5.9835|||0.145147||||||0.385002|||||||Annual
53292|08/31/2020|||0.540252|5.3809|||0.21398||||||0.326272|||||||Annual
53293|08/31/2020|0.0526|0.4208|1.074115|15.7958|||0.122374||||0.0526|0.4208|0.951741|||||||Monthly
53294|08/31/2020|0.0641|0.5128|1.212137|14.6102|||0.144239||||0.0641|0.5128|1.067898|||||||Monthly
53295|08/31/2020|0.0676|0.5408|1.407079|15.9713|||0.202774||||0.0676|0.5408|1.204305|||||||Monthly
53299|08/31/2020|||0.766102|8.1936|||0.345052||||||0.42105|||||||Annual
53309|08/31/2020|0.1158|0.9264|1.624633|10.7877|||0.000358||||0.1158|0.9264|1.624275|||||||Monthly
53310|08/31/2020|0.1215|0.972|1.716654|10.8648|||0.00046||||0.1215|0.972|1.716194|||||||Monthly
53311|08/31/2020|0.1265|1.012|1.834919|11.047|||0.164198||||0.1265|1.012|1.670721|||||||Monthly
53314|08/31/2020|0.0947|0.7576|1.124044|9.599|||0.093444||||0.0947|0.7576|1.0306|||||||Monthly
53315|08/31/2020|0.0949|0.7592|1.128189|9.6269|||0.095389||||0.0949|0.7592|1.0328|||||||Monthly
53316|08/31/2020|0.0987|0.7896|1.325527|10.7591|||0.252427||||0.0987|0.7896|1.0731|||||||Monthly
53317|08/31/2020|0.0631|0.5048|0.893208|12.1195|||0.171508||||0.0631|0.5048|0.7217|||||||Monthly
53318|08/31/2020|0.0622|0.4976|0.839521|11.5625|||0.129521||||0.0622|0.4976|0.71|||||||Monthly
53319|08/31/2020|0.0622|0.4976|0.982329|13.3832|||0.272029||||0.0622|0.4976|0.7103|||||||Monthly
53320|08/31/2020||0.073723|0.106918|0.6612||0.073723|0.106918|||||||||||||Quarterly
53321|08/31/2020||0.084105|0.118509|0.7259||0.084105|0.118509|||||||||||||Quarterly
53322|08/31/2020||||||||||||||||||||No Distribution
53323|08/31/2020||0.226206|0.373706|2.2648||0.226206|0.373706|||||||||||||Quarterly
53324|08/31/2020||||||||||||||||||||No Distribution
53325|08/31/2020|0.1175|0.94|1.3776|9.099||0.070793|0.103275||||0.1175|0.869207|1.274325|||||||Monthly
53326|08/31/2020|0.1181|0.9448|1.3852|9.1013||0.081324|0.115701||||0.1181|0.863476|1.269499|||||||Monthly
53327|08/31/2020||||||||||||||||||||No Distribution
53328|08/31/2020|0.1245|0.996|1.4532|8.9648||0.226205|0.380169||||0.1245|0.769795|1.073031|||||||Monthly
53329|08/31/2020||||||||||||||||||||No Distribution
53332|08/31/2020||0.287049|0.500277|3.238||0.287049|0.500277|||||||||||||Quarterly
53333|08/31/2020||0.0535947|0.0787605|0.6351||0.0535947|0.0787605|||||||||||||Quarterly
53334|08/31/2020||0.0610504|0.087131|0.6961||0.0610504|0.087131|||||||||||||Quarterly
53336|08/31/2020||0.1637049|0.2755237|2.178||0.1637049|0.2755237|||||||||||||Quarterly
53340|08/31/2020||||||||||||||||||||Annual
53341|08/31/2020||||||||||||||||||||Annual
53344|08/31/2020|0.025498|0.203349|0.304976|2.7849|0.025498|0.203349|0.304976|||||||||||||Quarterly
53345|08/31/2020|0.023183|0.186448|0.27953|2.5572|0.023183|0.186448|0.27953|||||||||||||No Distribution
53357|08/31/2020||0.207746|0.369403|3.1199||0.207746|0.369403|||||||||||||Quarterly
53361|08/31/2020|0.1123|0.8984|1.314|8.4719||0.036676|0.076192||||0.1123|0.861724|1.237808|||||||Monthly
