FundataKey|AsOfDate|TotalDist-CurrMth|TotalDist-YTD|TotalDist-12Mth|DistYield|DivDist-CurrMth|DivDist-YTD|DivDist-12Mth|FgnDivDist-CurrMth|FgnDivDist-YTD|FgnDivDist-12Mth|CapGainsDist-CurrMth|CapGainsDist-YTD|CapGainsDist-12Mth|IntIncDist-CurrMth|IntIncDist-YTD|IntIncDist-12Mth|RtnPrinciple-CurrMth|RtnPrinciple-YTD|RtnPrinciple-12Mth|DistFrequency
10056|08/31/2020|||0.0086703|0.0687|||0.0086703|||||||||||||Annual
10057|08/31/2020|||0.0065844|0.068|||0.0065844|||||||||||||Annual
10080|08/31/2020||||||||||||||||||||Annual
10081|08/31/2020||||||||||||||||||||Annual
10082|08/31/2020||||||||||||||||||||No Distribution
10083|08/31/2020||||||||||||||||||||Annual
10088|08/31/2020||||||||||||||||||||No Distribution
10089|08/31/2020|0.0128301|0.2812473|0.4772904|1.1359|0.0128301|0.2812473|0.4772904|||||||||||||Monthly
10091|08/31/2020|||0.332558|2.7042|||0.000924||||||0.331634|||||||Annual
10093|08/31/2020||||||||||||||||||||No Distribution
10095|08/31/2020||||||||||||||||||||No Distribution
10098|08/31/2020|||0.2047183|0.8194|||0.2047183|||||||||||||Monthly
10104|08/31/2020||||||||||||||||||||No Distribution
10118|08/31/2020|0.0057171|0.0413345|0.0641364|1.9229|0.0057171|0.0413345|0.0641364|||||||||||||Monthly
10120|08/31/2020||||||||||||||||||||No Distribution
10123|08/31/2020|0.0000098|0.0027786|0.0068682|0.0686|0.0000098|0.0027786|0.0068682|||||||||||||Monthly
10127|08/31/2020|||0.0755031|0.374|||0.0755031|||||||||||||Annual
10128|08/31/2020||||||||||||||||||||Annual
10129|08/31/2020||||||||||||||||||||Annual
10130|08/31/2020||||||||||||||||||||No Distribution
10133|08/31/2020||||||||||||||||||||No Distribution
10135|08/31/2020|||0.2526461|2.6796|||0.000702||||||0.2519441|||||||Annual
10136|08/31/2020||||||||||||||||||||No Distribution
10142|08/31/2020||||||||||||||||||||No Distribution
10148|08/31/2020|0.0043831|0.0304049|0.047663|1.8639|0.0043831|0.0304049|0.047663|||||||||||||Monthly
10150|08/31/2020||||||||||||||||||||No Distribution
10153|08/31/2020|||0.0266331|0.729|||0.0266331|||||||||||||Annual
10154|08/31/2020|||0.0202257|0.7213|||0.0202257|||||||||||||Annual
10158|08/31/2020||||||||||||||||||||Annual
10159|08/31/2020||||||||||||||||||||Annual
10160|08/31/2020|||0.0093643|0.0759|||0.0093643|||||||||||||Annual
10161|08/31/2020|||0.0071114|0.0751|||0.0071114|||||||||||||Annual
10186|08/31/2020||0.0057019|0.0057019|0.0842||0.0057019|0.0057019|||||||||||||Monthly
10193|08/31/2020|||0.006443|0.0157|||0.006443|||||||||||||Annual
10195|08/31/2020||||||||||||||||||||Annual
10197|08/31/2020||0.192485|0.192485|2.3063||0.192485|0.192485|||||||||||||Annual
10204|08/31/2020||0.011626|0.011626|0.0789||0.011626|0.011626|||||||||||||Annual
10211|08/31/2020|0.000264|0.013756|0.06825|0.6825|0.000264|0.013756|0.06825|||||||||||||Monthly
10229|08/31/2020||0.224018|0.224018|1.1448||0.224018|0.224018|||||||||||||Annual
10239|08/31/2020||0.0079948|0.0079948|0.0707||0.0079948|0.0079948|||||||||||||Annual
10267|08/31/2020||||||||||||||||||||Annual
10269|08/31/2020||||||||||||||||||||Annual
10271|08/31/2020||||||||||||||||||||Annual
10281|08/31/2020||||||||||||||||||||Annual
10288|08/31/2020|0.013435|0.109732|0.164944|1.7547|0.013435|0.109732|0.162739||||||0.002205|||||||Monthly
10290|08/31/2020||||||||||||||||||||Annual
10298|08/31/2020||0.1113922|0.2177017|1.6739||0.1113922|0.2177017|||||||||||||Quarterly
10309|08/31/2020||||||||||||||||||||No Distribution
10310|08/31/2020||||||||||||||||||||Monthly
10311|08/31/2020||||||||||||||||||||No Distribution
10312|08/31/2020||||||||||||||||||||Monthly
10313|08/31/2020||||||||||||||||||||No Distribution
10314|08/31/2020||||||||||||||||||||No Distribution
10351|08/31/2020||||||||||||||||||||No Distribution
10353|08/31/2020||||||||||||||||||||No Distribution
10360|08/31/2020||||||||||||||||||||No Distribution
10362|08/31/2020||||||||||||||||||||No Distribution
10429|08/31/2020||0.147066|0.282674|1.6207||0.147066|0.263432||||||0.019242|||||||Quarterly
10430|08/31/2020||0.112128|0.212245|1.7106||0.112128|0.212245|||||||||||||Quarterly
10435|08/31/2020|0.06963|0.580595|1.166433|3.4899|0.06963|0.580595|1.166433|||||||||||||Monthly
10436|08/31/2020|||0.653541|0.9196|||0.653541|||||||||||||Annual
10437|08/31/2020|0.034275|0.285262|0.479783|3.4238|0.034275|0.285262|0.479783|||||||||||||Monthly
10438|08/31/2020|||4.15386|3.4426|||3.222845||||||0.931015|||||||Annual
10439|08/31/2020|||0.531388|6.0635|||0.531388|||||||||||||Annual
10444|08/31/2020|0.0029727|0.0557097|0.1038704|1.0387|0.0029727|0.0557097|0.1038704|||||||||||||Monthly
10445|08/31/2020|||1.243299|3.276|||1.243299|||||||||||||Annual
10446|08/31/2020|||0.740908|2.0432|||0.740908|||||||||||||Annual
10447|08/31/2020||||||||||||||||||||No Distribution
10448|08/31/2020||||||||||||||||||||No Distribution
10449|08/31/2020||||||||||||||||||||No Distribution
10450|08/31/2020||||||||||||||||||||No Distribution
10451|08/31/2020||||||||||||||||||||No Distribution
10452|08/31/2020||||||||||||||||||||No Distribution
10453|08/31/2020||||||||||||||||||||No Distribution
10454|08/31/2020||||||||||||||||||||No Distribution
10456|08/31/2020||||||||||||||||||||No Distribution
10457|08/31/2020||||||||||||||||||||No Distribution
10458|08/31/2020||||||||||||||||||||No Distribution
10459|08/31/2020||||||||||||||||||||No Distribution
10460|08/31/2020||||||||||||||||||||No Distribution
10461|08/31/2020||||||||||||||||||||No Distribution
10462|08/31/2020||||||||||||||||||||No Distribution
10463|08/31/2020||||||||||||||||||||No Distribution
10464|08/31/2020||||||||||||||||||||No Distribution
10465|08/31/2020||||||||||||||||||||No Distribution
10466|08/31/2020||||||||||||||||||||No Distribution
10467|08/31/2020||||||||||||||||||||No Distribution
10468|08/31/2020||||||||||||||||||||No Distribution
10469|08/31/2020||||||||||||||||||||No Distribution
10470|08/31/2020||||||||||||||||||||No Distribution
10471|08/31/2020||||||||||||||||||||No Distribution
10475|08/31/2020||||||||||||||||||||Annual
10476|08/31/2020|||0.195532|0.4744|||0.195532|||||||||||||Annual
10477|08/31/2020||0.101702|0.183704|0.6751|||||||||||0.101702|0.183704||||Quarterly
10478|08/31/2020|0.000773|0.017676|0.038911|0.3891||||||||||0.000773|0.017676|0.038911||||Monthly
10479|08/31/2020|||2.057942|11.4194|||2.057942|||||||||||||Annual
10480|08/31/2020|0.018355|0.168497|0.238586|1.9357||||||||||0.018355|0.168497|0.238586||||Monthly
10481|08/31/2020||0.127518|0.356083|0.5313|||||||||||0.127518|0.356083||||Quarterly
10482|08/31/2020|||0.779609|2.3889|||||||||0.779609|||||||Annual
10484|08/31/2020|0.020619|0.183468|0.279094|1.9515|||||||||0.018842|0.020619|0.183468|0.260252||||Monthly
10486|08/31/2020|0.000769|0.020539|0.049824|0.4982||||||||||0.000769|0.020539|0.049824||||Monthly
10487|08/31/2020||||||||||||||||||||Annual
10488|08/31/2020|||0.582708|1.9639|||0.582708|||||||||||||Annual
10493|08/31/2020||||||||||||||||||||Annual
10494|08/31/2020||||||||||||||||||||Annual
10496|08/31/2020||||||||||||||||||||Monthly
10498|08/31/2020|0.010062|0.098002|0.137676|1.1089||||||||||0.010062|0.098002|0.137676||||Monthly
10499|08/31/2020|||0.393041|3.8018|||0.393041|||||||||||||Annual
10500|08/31/2020|||1.135635|1.1549|||1.135635|||||||||||||Annual
10502|08/31/2020|0.0027043|0.0359613|0.0694893|0.6948||||||||||0.0027043|0.0359613|0.0694893||||Monthly
10503|08/31/2020|0.006732|0.11703|0.160303|1.5036||||||||||0.006732|0.11703|0.160303||||Monthly
10505|08/31/2020||||||||||||||||||||Annual
10506|08/31/2020|0.000778|0.033567|0.071087|0.7108||||||||||0.000778|0.033567|0.071087||||Monthly
10507|08/31/2020|0.0025|0.0483|0.0931|0.931||||||||||0.0025|0.0483|0.0931||||Monthly
10508|08/31/2020|0.0038|0.0593|0.1096|1.096||||||||||0.0038|0.0593|0.1096||||Monthly
10509|08/31/2020||0.114195|0.959386|4.6707|||0.013179||||||0.75203||0.114195|0.194177||||Quarterly
10516|08/31/2020|||0.498512|2.221|||0.0625||||||0.436012|||||||Annual
10518|08/31/2020|0.013848|0.177842|0.205483|1.424|0.013848|0.177842|0.205483|||||||||||||Monthly
10519|08/31/2020|||0.558709|1.7658|||||||||0.558709|||||||Annual
10520|08/31/2020||||||||||||||||||||Annual
10521|08/31/2020||0.24|0.515256|0.6989||0.24|0.515256|||||||||||||Quarterly
10522|08/31/2020|||0.222039|1.331|||0.222039|||||||||||||Annual
10523|08/31/2020|||0.904745|2.6204|||0.904745|||||||||||||Annual
10524|08/31/2020|||0.305323|1.3097|||0.305323|||||||||||||Annual
10527|08/31/2020|0.05|0.4|0.6|2.9586|0.05|0.4|0.6|||||||||||||Monthly
10528|08/31/2020|0.02|0.16|0.60841|5.6673|0.02|0.16|0.24||||||0.36841|||||||Monthly
10531|08/31/2020|0.024|0.192|0.361914|5.422|0.024|0.192|0.288||||||0.073914|||||||Monthly
10532|08/31/2020|0.000044|0.002415|0.005628|0.5628|0.000044|0.002415|0.005628|||||||||||||Monthly
10533|08/31/2020|0.009067|0.103687|0.152569|1.3662|0.009067|0.103687|0.152569|||||||||||||Monthly
10534|08/31/2020||0.038697|0.552002|1.5315||0.038697|0.038697||||||0.513305|||||||Quarterly
10536|08/31/2020||||||||||||||||||||Annual
10537|08/31/2020||||||||||||||||||||Annual
10541|08/31/2020|||0.763597|1.4928|||||||||0.763597|||||||Annual
10543|08/31/2020|||0.118637|0.5807|||0.118637|||||||||||||Annual
10544|08/31/2020||||||||||||||||||||Annual
10545|08/31/2020|0.000043|0.003172|0.007649|0.7649|0.000043|0.003172|0.007649|||||||||||||Monthly
10548|08/31/2020|||0.021453|0.0804|||||||||0.021453|||||||Annual
10551|08/31/2020|0.0091|0.08445|0.23295|1.7179|0.0091|0.08445|0.23295|||||||||||||Monthly
10555|08/31/2020|0.0067|0.05708|0.22608|1.079|0.0067|0.05708|0.22608|||||||||||||Monthly
10558|08/31/2020|0.0132|0.12062|0.26956|7.9466|0.0132|0.12062|0.26956|||||||||||||Monthly
10573|08/31/2020|||0.160364|0.6395||||||||||||0.160364||||Annual
10574|08/31/2020||||||||||||||||||||Annual
10580|08/31/2020|0.07|0.56|0.84|6.921|0.027098|0.109363|0.131037||||0.042902|0.301779|0.483143||0.148858|0.22582||||Monthly
10582|08/31/2020|||0.106707|0.634|||0.106707|||||||||||||Annual
10595|08/31/2020||||||||||||||||||||Annual
10613|08/31/2020||0.132004|1.688028|10.0505||0.132004|0.356619||||||1.331409|||||||Quarterly
10614|08/31/2020||0.101984|2.652986|15.378||0.101984|0.252736||||||2.40025|||||||Quarterly
10617|08/31/2020|0.020211|0.19461|0.785735|6.737|0.020211|0.19461|0.288161||||||0.497574|||||||Monthly
10618|08/31/2020||0.156009|2.025983|7.866||0.156009|0.278013||||||1.74797|||||||Quarterly
10627|08/31/2020||||||||||||||||||||Annual
10629|08/31/2020||||||||||||||||||||Annual
10635|08/31/2020|||0.108428|0.9651|||0.077852||||||0.030576|||||||Annual
10636|08/31/2020|||0.592425|6.1714|||||||||0.592425|||||||Annual
10683|08/31/2020||||||||||||||||||||Quarterly
10690|08/31/2020|||0.31658|1.3505|||||||||0.31658|||||||Annual
10692|08/31/2020|||0.308983|1.7047|||||||||0.308983|||||||Quarterly
10698|08/31/2020||||||||||||||||||||Annual
10700|08/31/2020|0.0000301|0.0177778|0.0380936|0.3809||||||||||0.0000301|0.0177778|0.0380936||||Monthly
10702|08/31/2020||||||||||||||||||||Quarterly
10703|08/31/2020|||1.31001|1.6151|||1.31001|||||||||||||Annual
10704|08/31/2020|||1.96923|9.8715|||1.96923|||||||||||||Annual
10708|08/31/2020|0.014885|0.099712|0.125031|2.0249|0.014885|0.042639|0.048294||||||||0.057073|0.076737||||Monthly
10709|08/31/2020|0.04|0.32|0.48|3.7303|0.024641|0.085581|0.100325||||0.015359|0.11079|0.190833||0.123629|0.188842||||Monthly
10710|08/31/2020|||0.022641|0.0918|||||||||0.008218|||0.014423||||Annual
10718|08/31/2020||||||||||||||||||||Annual
10735|08/31/2020||0.0323862|0.0722781|0.7227||0.0106849|0.019939||||||||0.0217013|0.0523391||||Monthly
10736|08/31/2020||||||||||||||||||||Annual
10738|08/31/2020|||0.027263|0.1275||||||||||||0.027263||||Annual
10740|08/31/2020||||||||||||||||||||Annual
10744|08/31/2020|0.001308|0.011138|0.016973|0.3924|0.001308|0.004893|0.006379||||||||0.006245|0.010594||||Monthly
10745|08/31/2020||0.0490011|0.8348089|4.148||0.0490011|0.204435||||||0.6303739|||||||Quarterly
10747|08/31/2020||||||||||||||||||||Annual
10750|08/31/2020||||||||||||||||||||Annual
10751|08/31/2020|||0.2144488|1.6126|||0.2144488|||||||||||||Annual
10752|08/31/2020||||||||||||||||||||Annual
10753|08/31/2020|||2.2524545|10.8196|||0.1219663||||||2.1304882|||||||Annual
10754|08/31/2020|||0.0327953|0.1724|||0.0327953|||||||||||||Annual
10755|08/31/2020||||||||||||||||||||Annual
10756|08/31/2020|0.02048|0.1855096|0.2605609|1.7272|0.02048|0.1855096|0.2605609|||||||||||||Monthly
10757|08/31/2020||0.1122574|0.177603|1.4364||0.1122574|0.177603|||||||||||||Quarterly
10758|08/31/2020|||0.0443859|0.1793|||0.0443859|||||||||||||Annual
10759|08/31/2020||||||||||||||||||||Annual
10760|08/31/2020|||0.5500257|3.067|||0.247292||||||0.3027337|||||||Annual
10761|08/31/2020||0.1225447|0.5370806|1.6578||0.1225447|0.1926766||||||0.344404|||||||Quarterly
10762|08/31/2020||||||||||||||||||||Annual
10764|08/31/2020|||0.1474682||||0.1474682|||||||||||||Annual
10765|08/31/2020|0.06|0.48|0.72|6.1696|0.06|0.48|0.72|||||||||||||Monthly
10766|08/31/2020|0.0009829|0.0659269|0.1295263|1.2952|0.0009829|0.0659269|0.1295263|||||||||||||Monthly
10767|08/31/2020|0.0016939|0.0454473|0.0859985|0.8599|0.0016939|0.0454473|0.0859985|||||||||||||Monthly
10768|08/31/2020|0.0112148|0.0988145|0.1402924|1.1914|0.0112148|0.0988145|0.1402924|||||||||||||Monthly
10770|08/31/2020||||||||||||||||||||Annual
10771|08/31/2020|0.0015027|0.0467117|0.0925616|0.9256|0.0015027|0.0467117|0.0925616|||||||||||||Monthly
10772|08/31/2020|||3.5005079|10.9474|||||||||3.5005079|||||||Annual
10773|08/31/2020||||||||||||||||||||Annual
10774|08/31/2020||||||||||||||||||||Annual
10783|08/31/2020||||||||||||||||||||Annual
10785|08/31/2020||||||||||||||||||||No Distribution
10788|08/31/2020||||||||||||||||||||No Distribution
10791|08/31/2020||||||||||||||||||||No Distribution
10792|08/31/2020||||||||||||||||||||No Distribution
10793|08/31/2020||||||||||||||||||||No Distribution
10795|08/31/2020||||||||||||||||||||No Distribution
10796|08/31/2020||||||||||||||||||||No Distribution
10799|08/31/2020||||||||||||||||||||No Distribution
10800|08/31/2020||||||||||||||||||||No Distribution
10801|08/31/2020||||||||||||||||||||No Distribution
10802|08/31/2020||||||||||||||||||||No Distribution
10803|08/31/2020||||||||||||||||||||No Distribution
10805|08/31/2020||||||||||||||||||||No Distribution
10806|08/31/2020||||||||||||||||||||No Distribution
10807|08/31/2020||||||||||||||||||||No Distribution
10809|08/31/2020|||0.5952863|3.4371|||0.5952863|||||||||||||Annual
10814|08/31/2020||||||||||||||||||||Annual
10815|08/31/2020||||||||||||||||||||No Distribution
10816|08/31/2020||||||||||||||||||||No Distribution
10817|08/31/2020||||||||||||||||||||No Distribution
10818|08/31/2020||||||||||||||||||||No Distribution
10819|08/31/2020||||||||||||||||||||No Distribution
10821|08/31/2020|||0.01717|0.0908|||0.010938||||||0.006232|||||||Annual
10823|08/31/2020||||||||||||||||||||Annual
10827|08/31/2020||||||||||||||||||||Annual
10829|08/31/2020|||0.020675|0.1261|||0.020675|||||||||||||Annual
10830|08/31/2020|0.0000001|0.027408|0.0749656|0.7496|0.0000001|0.0078837|0.0078837||||||||0.0195243|0.0670819||||Monthly
10831|08/31/2020|0.000998|0.008198|0.012613|0.3804|0.000998|0.008198|0.012613|||||||||||||Monthly
10832|08/31/2020||0.1020669|0.1893461|1.612||0.1020669|0.1893461|||||||||||||Quarterly
10833|08/31/2020|0.0106372|0.1015464|0.1434361|1.4535|0.0106372|0.1015464|0.1434361|||||||||||||Monthly
10834|08/31/2020|||0.3248826|2.9721|||0.3248826|||||||||||||Annual
10836|08/31/2020|||0.1734135|1.5627|||0.1734135|||||||||||||Annual
10837|08/31/2020|||0.1972328|0.6492|||0.1972328|||||||||||||Annual
10838|08/31/2020|||0.5569713|1.7681|||0.5569713|||||||||||||Annual
10839|08/31/2020|||0.2184012|1.6911|||0.2184012|||||||||||||Annual
10843|08/31/2020|||0.6092113|0.9562|||0.6092113|||||||||||||Annual
10844|08/31/2020||0.207658|0.39328|5.055||0.078687|0.078687|||||0.128971|0.314593|||||||Quarterly
10851|08/31/2020||0.035333|0.274929|2.4513||||||||0.035333|0.274929|||||||Quarterly
10857|08/31/2020||0.432437|0.812462|4.2955||0.432437|0.432437||||||0.380025|||||||Quarterly
10860|08/31/2020||0.056312|0.255039|1.1068||0.056312|0.056312||||||0.198727|||||||Quarterly
10862|08/31/2020||1.308045|2.441524|5.0592||0.547979|0.547979|||||0.760066|1.893545|||||||Quarterly
10863|08/31/2020||0.463787|0.918054|4.5139||0.197113|0.197113|||||0.266674|0.720941|||||||Quarterly
10867|08/31/2020||1.07769|1.957587|3.1993||0.601115|0.601115|||||0.476575|1.356472|||||||Quarterly
10870|08/31/2020||0.158873|0.501502|3.5344||0.036512|0.036512|||||0.122361|0.46499|||||||Quarterly
10871|08/31/2020||0.328117|0.742427|4.4051||0.068144|0.068144|||||0.259973|0.674283|||||||Quarterly
10874|08/31/2020||0.705254|1.124815|4.9671||0.705254|0.705254||||||0.419561|||||||Quarterly
10875|08/31/2020||0.246061|0.468638|4.5002||0.072274|0.072274|||||0.173787|0.396364|||||||Quarterly
10877|08/31/2020||0.079458|0.091305|0.8614||0.031863|0.031863|||||0.047595|0.059442|||||||Quarterly
10878|08/31/2020||0.146643|0.287131|4.8139||0.054686|0.054686|||||0.091957|0.232445|||||||Quarterly
10885|08/31/2020||0.025202|0.206527|2.4019||||||||0.025202|0.206527|||||||Quarterly
10891|08/31/2020||0.300535|0.588144|4.0559||0.300535|0.300535||||||0.287609|||||||Quarterly
10894|08/31/2020||0.039136|0.189457|1.0724||0.039136|0.039136||||||0.150321|||||||Quarterly
10896|08/31/2020||0.922928|1.780631|4.8126||0.380834|0.380834|||||0.542094|1.399797|||||||Quarterly
10897|08/31/2020||0.327114|0.670871|4.3024||0.13699|0.13699|||||0.190124|0.533881|||||||Quarterly
10901|08/31/2020||0.7569|1.422761|3.0329||0.417763|0.417763|||||0.339137|1.004998|||||||Quarterly
10904|08/31/2020||0.112646|0.371953|3.4191||0.025375|0.025375|||||0.087271|0.346578|||||||Quarterly
10905|08/31/2020||0.23291|0.546463|4.2291||0.047359|0.047359|||||0.185551|0.499104|||||||Quarterly
10908|08/31/2020||0.490137|0.807652|4.652||0.490137|0.490137||||||0.317515|||||||Quarterly
10909|08/31/2020||0.174327|0.342748|4.2929||0.050229|0.050229|||||0.124098|0.292519|||||||Quarterly
10911|08/31/2020||0.05612|0.065083|0.8009||0.022144|0.027443|||||0.033976|0.03764|||||||Quarterly
10922|08/31/2020|||0.2529635|1.2264||||||||||||0.2529635||||Annual
10923|08/31/2020|||0.0989992|0.1908||||||||||||0.0989992||||Annual
10925|08/31/2020|0.019|0.184|0.292|14.174|||||||||0.0224271|||0.0159489|0.019|0.184|0.253624|Monthly
10926|08/31/2020|0.027|0.216|0.324|9.3312|||||||||0.016667|0.003029|0.038173|0.0557524|0.023971|0.177827|0.2515806|Monthly
10930|08/31/2020|||0.3581083|2.0594||||||||||||0.3581083||||Annual
10934|08/31/2020||||||||||||||||||||Annual
10941|08/31/2020||||||||||||||||||||No Distribution
10943|08/31/2020||||||||||||||||||||No Distribution
10944|08/31/2020||||||||||||||||||||No Distribution
10946|08/31/2020||||||||||||||||||||No Distribution
10947|08/31/2020||||||||||||||||||||No Distribution
10948|08/31/2020||||||||||||||||||||No Distribution
10949|08/31/2020||||||||||||||||||||No Distribution
10950|08/31/2020||||||||||||||||||||No Distribution
10952|08/31/2020||||||||||||||||||||No Distribution
10953|08/31/2020||||||||||||||||||||No Distribution
10955|08/31/2020||||||||||||||||||||No Distribution
10956|08/31/2020||||||||||||||||||||No Distribution
10961|08/31/2020||||||||||||||||||||No Distribution
10963|08/31/2020||||||||||||||||||||No Distribution
10965|08/31/2020||||||||||||||||||||No Distribution
10966|08/31/2020||||||||||||||||||||No Distribution
10967|08/31/2020||||||||||||||||||||No Distribution
10968|08/31/2020||||||||||||||||||||No Distribution
10969|08/31/2020||||||||||||||||||||No Distribution
10970|08/31/2020||||||||||||||||||||No Distribution
10971|08/31/2020||||||||||||||||||||No Distribution
10972|08/31/2020||||||||||||||||||||No Distribution
10973|08/31/2020||||||||||||||||||||No Distribution
10974|08/31/2020||||||||||||||||||||No Distribution
10990|08/31/2020||||||||||||||||||||No Distribution
10991|08/31/2020||||||||||||||||||||No Distribution
10994|08/31/2020||||||||||||||||||||No Distribution
10996|08/31/2020||||||||||||||||||||No Distribution
10997|08/31/2020||||||||||||||||||||No Distribution
10998|08/31/2020||||||||||||||||||||No Distribution
10999|08/31/2020||||||||||||||||||||No Distribution
11007|08/31/2020|||0.2736576|2.0505||||||||||||0.2736576||||Annual
11015|08/31/2020||||||||||||||||||||No Distribution
11024|08/31/2020||||||||||||||||||||Annual
11025|08/31/2020|||0.090798|0.2911|||0.265207||||||-0.174409|||||||Annual
11026|08/31/2020|||0.212635|0.634|||0.230026||||||-0.017391|||||||Annual
11027|08/31/2020|||0.298507|0.9083|||0.199389||||||0.099118|||||||Annual
11028|08/31/2020|0.059|0.472|0.696|8.6846|0.059|0.472|0.696|||||||||||||Monthly
11029|08/31/2020||||||||||||||||||||Annual
11032|08/31/2020|||0.039748|0.1756|||||||||0.039748|||||||Annual
11063|08/31/2020||||||||||||||||||||No Distribution
11064|08/31/2020||||||||||||||||||||No Distribution
11065|08/31/2020||||||||||||||||||||No Distribution
11066|08/31/2020||||||||||||||||||||No Distribution
11067|08/31/2020||||||||||||||||||||No Distribution
11068|08/31/2020||||||||||||||||||||No Distribution
11069|08/31/2020||||||||||||||||||||No Distribution
11070|08/31/2020||||||||||||||||||||No Distribution
11071|08/31/2020||||||||||||||||||||No Distribution
11072|08/31/2020||||||||||||||||||||No Distribution
11073|08/31/2020||||||||||||||||||||No Distribution
11074|08/31/2020||||||||||||||||||||No Distribution
11075|08/31/2020||||||||||||||||||||No Distribution
11076|08/31/2020||||||||||||||||||||No Distribution
11077|08/31/2020||||||||||||||||||||No Distribution
11078|08/31/2020||||||||||||||||||||No Distribution
11079|08/31/2020||||||||||||||||||||No Distribution
11080|08/31/2020||||||||||||||||||||No Distribution
11088|08/31/2020||||||||||||||||||||No Distribution
11089|08/31/2020||||||||||||||||||||No Distribution
11090|08/31/2020||||||||||||||||||||No Distribution
11118|08/31/2020||0.1541|0.2322|1.7621||0.1541|0.2322|||||||||||||Quarterly
11122|08/31/2020|||0.1061|0.9946|||0.1061|||||||||||||Annual
11123|08/31/2020|||0.2171|2.3572|||0.2171|||||||||||||Annual
11124|08/31/2020||0.0877|0.1173|1.4111||0.0877|0.1173|||||||||||||Quarterly
11127|08/31/2020|||0.0436|0.4361|||0.036|||||||||0.0076||||Annual
11128|08/31/2020|||0.1282|1.4669|||0.0093|||||||||0.1189||||Annual
11134|08/31/2020||0.0394|0.0511|0.6162||0.0394|0.0511|||||||||||||Quarterly
11138|08/31/2020||||||||||||||||||||Annual
11139|08/31/2020|||0.0001|0.0002|||0.0001|||||||||||||Annual
11140|08/31/2020||||||||||||||||||||Annual
11141|08/31/2020|||0.0518|0.4737|||0.0518|||||||||||||Annual
11142|08/31/2020|||0.1328|0.4576|||0.1328|||||||||||||Annual
11143|08/31/2020|||0.2375|0.8698|||0.2375|||||||||||||Annual
11144|08/31/2020|||0.4445|9.1541|||0.4445|||||||||||||Annual
11147|08/31/2020|||0.0394|0.4696|||0.0394|||||||||||||Annual
11155|08/31/2020||||||||||||||||||||Annual
11158|08/31/2020||||||||||||||||||||Annual
11161|08/31/2020||0.115786|0.209028|0.9461|||||||||||0.115786|0.209028||||Quarterly
11162|08/31/2020|||0.021316|0.1291|||||||||0.021316|||||||Annual
11165|08/31/2020|||0.259575|0.7937|||||||||0.241793|||0.017782||||Annual
11166|08/31/2020|||0.138198|0.7781|||||||||0.05995|||0.078248||||Quarterly
11168|08/31/2020|0.0035|0.028|0.044435|1.0524||||||||||0.0035|0.028|0.044435||||Monthly
11169|08/31/2020|||0.760312|2.0098||||||||||||0.760312||||Annual
11170|08/31/2020|0.000904|0.029049|0.049236|0.4921||||||||||0.000904|0.029049|0.049236||||Monthly
11171|08/31/2020|0.007|0.056|0.086|1.4112||||||||||0.007|0.056|0.086||||Monthly
11172|08/31/2020|||1.043832|4.5854|||||||||0.768994|||0.274838||||Quarterly
11197|08/31/2020||0.39|0.78|2.3377|||||||||||0.39|0.585|||0.195|Quarterly
11201|08/31/2020||0.275|0.55|2.4851|||||||||0.079976||0.275|0.4125|||0.057524|Quarterly
11202|08/31/2020||||||||||||||||||||Annual
11205|08/31/2020|||3.636545|19.2637|||||||||3.636545|||||||Annual
11207|08/31/2020|||4.789511|19.4624|||||||||4.789511|||||||Annual
11208|08/31/2020||0.013224|0.027554|0.2919|||||||||||0.013224|0.027554||||Monthly
11209|08/31/2020|0.0555|0.444002|0.666002|6.7357|0.012965|0.1186097|0.1186097|||||||0.042535|0.3253923|0.4918923|||0.0555|Monthly
11210|08/31/2020|0.018|0.144|0.216|1.4029||0.019717|0.065484|||||||0.018|0.124283|0.132516|||0.018|Monthly
11211|08/31/2020||||||||||||||||||||Annual
11212|08/31/2020||||||||||||||||||||Annual
11213|08/31/2020|||0.064799|0.1518|||0.064799|||||||||||||Annual
11219|08/31/2020|0.00997|0.07976|0.11964|2.1122||||||||||0.00997|0.07976|0.10967|||0.00997|Monthly
11222|08/31/2020|||0.232837|0.7744||||||0.232837||||||||||Annual
11223|08/31/2020|||0.176787|0.7665||||||0.176787||||||||||Annual
11232|08/31/2020|0.014|0.112|0.168|1.2508||||||||||0.014|0.112|0.154|||0.014|Monthly
11233|08/31/2020|||3.361266|11.0252|||||||||3.361266|||||||Annual
11234|08/31/2020|||0.071378|0.6116|||||||||0.071378|||||||Annual
11237|08/31/2020||||||||||||||||||||Annual
11241|08/31/2020|||1.668648|5.0122|||1.668648|||||||||||||Annual
11243|08/31/2020||||||||||||||||||||No Distribution
11244|08/31/2020||||||||||||||||||||No Distribution
11246|08/31/2020||||||||||||||||||||No Distribution
11247|08/31/2020||||||||||||||||||||No Distribution
11248|08/31/2020||||||||||||||||||||No Distribution
11250|08/31/2020||||||||||||||||||||No Distribution
11251|08/31/2020||||||||||||||||||||No Distribution
11252|08/31/2020||||||||||||||||||||No Distribution
11254|08/31/2020||||||||||||||||||||No Distribution
11256|08/31/2020||||||||||||||||||||No Distribution
11258|08/31/2020||||||||||||||||||||No Distribution
11259|08/31/2020||||||||||||||||||||No Distribution
