FundataKey|Date|NAVPS|MER|TotalAssets|DividendIncome|CapitalGains|ReturnOfCapital|DistributionTotal|SplitFactor|DistributionFrequency
55622|08/31/2020|13.9369|2.38||0.0518|||0.0518||Monthly
55650|08/25/2020|7.64|||0.035|||0.035||Monthly
55650|08/31/2020|7.67|0.9792|433.381108||||||Monthly
55651|08/25/2020|7.98|||0.035632||0.001368|0.037||Monthly
55651|08/31/2020|8.01|2.0608|433.381108||||||Monthly
55652|08/25/2020|7.98|||0.035632||0.001368|0.037||Monthly
55652|08/31/2020|8.01|2.0608|433.381108||||||Monthly
55653|08/25/2020|7.98|||0.035632||0.001368|0.037||Monthly
55653|08/31/2020|8.01|2.0608|433.381108||||||Monthly
55658|08/31/2020|10.29|1.2155|53.479756||||||Annual
55666|08/25/2020|20.96|||||0.081|0.081||Monthly
55666|08/31/2020|20.93|1.0152|520.072462||||||Monthly
55667|08/25/2020|19.19|||||0.075|0.075||Monthly
55667|08/31/2020|19.15|2.2644|520.072462||||||Monthly
55668|08/25/2020|19.19|||||0.075|0.075||Monthly
55668|08/31/2020|19.15|2.2644|520.072462||||||Monthly
55669|08/25/2020|19.19|||||0.075|0.075||Monthly
55669|08/31/2020|19.15|2.2644|520.072462||||||Monthly
55670|08/31/2020|30.14|0.023|520.072462||||||Annual
55671|08/25/2020|10.47|||0.004604||0.036396|0.041||Monthly
55671|08/31/2020|10.51|1.016|1118.687258||||||Monthly
55672|08/25/2020|9.72|||||0.039|0.039||Monthly
55672|08/31/2020|9.76|1.6374|1118.687258||||||Monthly
55673|08/25/2020|9.72|||||0.039|0.039||Monthly
55673|08/31/2020|9.76|1.6374|1118.687258||||||Monthly
55674|08/25/2020|9.72|||||0.039|0.039||Monthly
55674|08/31/2020|9.76|1.6374|1118.687258||||||Monthly
55675|08/31/2020|19.06|1.109|280.891687||||||Annual
55676|08/25/2020|7.93|||0.00955||0.02845|0.038||Monthly
55676|08/31/2020|7.76|1.2481|667.50523||||||Monthly
55677|08/25/2020|7.05|||0.001109||0.033891|0.035||Monthly
55677|08/31/2020|6.9|2.4578|667.50523||||||Monthly
55678|08/25/2020|7.05|||0.001109||0.033891|0.035||Monthly
55678|08/31/2020|6.9|2.4578|667.50523||||||Monthly
55680|08/25/2020|7.05|||0.001109||0.033891|0.035||Monthly
55680|08/31/2020|6.9|2.4578|667.50523||||||Monthly
55682|08/25/2020|17.12|||||0.069|0.069||Monthly
55682|08/31/2020|17.03|1.1383|2004.079173||||||Monthly
55683|08/25/2020|15.56|||||0.063|0.063||Monthly
55683|08/31/2020|15.46|2.7957|2004.079173||||||Monthly
55684|08/25/2020|15.56|||||0.063|0.063||Monthly
55684|08/31/2020|15.46|2.7957|2004.079173||||||Monthly
55685|08/25/2020|15.56|||||0.063|0.063||Monthly
55685|08/31/2020|15.46|2.7957|2004.079173||||||Monthly
55686|08/25/2020|7.55|||0.001898||0.033102|0.035||Monthly
55686|08/31/2020|7.43|1.3951|1346.975828||||||Monthly
55687|08/25/2020|6.96|||||0.032|0.032||Monthly
55687|08/31/2020|6.85|2.2636|1346.975828||||||Monthly
55688|08/25/2020|6.96|||||0.032|0.032||Monthly
55688|08/31/2020|6.85|2.2636|1346.975828||||||Monthly
55689|08/25/2020|6.96|||||0.032|0.032||Monthly
55689|08/31/2020|6.85|2.2636|1346.975828||||||Monthly
55712|08/25/2020|11.54|||0.030816|||0.030816||Monthly
55712|08/31/2020|11.53|0.0235|1138.909403||||||Monthly
55752|08/31/2020|12.1134||||||||Quarterly
55753|08/31/2020|11.6407||||||||Quarterly
55754|08/31/2020|148.1396||||||||Annual
55755|08/31/2020|158.3364||||||||Annual
55773|08/31/2020|10.8845|1.81|2.55516||||||Annual
55775|08/31/2020|8.2334||7.341519|||0.055|0.055||Monthly
55776|08/31/2020|9.8237||1.710012|||0.0484|0.0484||Monthly
55777|08/31/2020|11.3361||0.135374|||0.073934|0.073934||Monthly
55778|08/31/2020|8.2273||0.766509|||0.0552|0.0552||Monthly
55779|08/31/2020|41.5005|0.27|||||||Quarterly
55780|08/31/2020|33.5278|0.22|||||||Quarterly
55781|08/31/2020|27.7491|0.22|||||||Quarterly
55813|08/31/2020|10.5587|1.07|1516.688||||||Annual
55815|08/31/2020|10.8094|0.07|||||||Annual
55816|08/31/2020|10.3286|2.15|||||||Annual
55846|08/28/2020|10.06||||||0.01983||Monthly
55846|08/31/2020|10.0862|0.64|||||||Monthly
55848|08/31/2020|11.2724|0.04||||||1|Monthly
55852|08/28/2020|8.13||||||0.03271||Monthly
55852|08/31/2020|8.1338|0.92|||||||Monthly
55854|08/28/2020|8.69||||||0.03053||Monthly
55854|08/31/2020|8.7004|0.85|||||||Monthly
55855|08/31/2020|10.1673|0.07||||||1|Monthly
55856|08/31/2020|14.4885|0.94|||||||Annual
55857|08/31/2020|13.8358|0.97|||||||Annual
55858|08/31/2020|11.1447|0.99|||||||Annual
55859|08/31/2020|10.8325|1.04|||||||Annual
55860|08/31/2020|12.4443|0.09||||||1|Annual
55861|08/31/2020|9.3182|0.99|||||||Annual
55862|08/31/2020|10.2238|0.05||||||1|Annual
55871|08/31/2020|10||||||||Monthly
55873|08/31/2020|20.3409|1|||||||Annual
55877|08/31/2020|18.3753|1|||||||Annual
55879|08/31/2020|21.3488|0.05||||||1|Annual
55882|08/28/2020|12.06||||||0.033||Monthly
55882|08/31/2020|12.0019|0.92|||||||Monthly
55884|08/28/2020|11.86||||||0.02933||Monthly
55884|08/31/2020|11.8063|0.91|||||||Monthly
55889|08/31/2020|13.181|0.92|||||||Annual
55890|08/31/2020|12.3391|0.92|||||||Annual
55893|08/31/2020|19.9846|1.01|||||||Annual
55894|08/31/2020|16.6187|1.01|||||||Annual
55973|08/31/2020|126.5244||||||||Monthly
55974|08/31/2020|134.8574||||||||Annual
55977|08/31/2020|10.71365|1.51|||||||Monthly
55979|08/31/2020|13.172954|2.29|209.647426||||||Annual
55980|08/31/2020|13.050064|2.45|88.671671||||||No Distribution
55981|08/31/2020|13.996764|1.19|7.475369||||||No Distribution
55982|08/31/2020|17.256471|2.36|56.947755||||||No Distribution
55983|08/31/2020|17.068681|2.49|36.552938||||||Annual
55984|08/31/2020|18.429311|1.21|1.715229||||||Annual
55985|08/31/2020|13.877263|2.39|6.912182||||||No Distribution
55986|08/31/2020|13.717299|2.58|5.729582||||||No Distribution
55987|08/31/2020|14.953251|1.23|0.73984||||||No Distribution
55988|08/31/2020|17.149614|2.43|300.493165||||||Annual
55991|08/31/2020|16.946572|2.64|175.655111||||||No Distribution
55992|08/31/2020|18.388169|1.35|12.479531||||||Annual
55993|08/31/2020|19.734514|2.47|76.0709||||||No Distribution
55994|08/31/2020|19.49816|2.66|45.611748||||||No Distribution
55995|08/31/2020|20.983073|1.37|2.110732||||||No Distribution
55997|08/31/2020|18.890273|2.44|142.069454||||||Annual
56000|08/31/2020|18.616879|2.65|68.227418||||||Annual
56002|08/31/2020|19.921966|1.35|9.703078||||||Annual
56003|08/31/2020|12.436171|1.8|276.967143||||||No Distribution
56004|08/31/2020|12.285938|2.01|112.726563||||||No Distribution
56005|08/31/2020|12.821376|1.27|20.448136||||||Annual
56006|08/31/2020|10.5389||||||||Annual
56007|08/31/2020|14.130245|2.3|81.466798||||||Annual
56008|08/31/2020|14.005375|2.46|63.246111||||||Annual
56009|08/31/2020|15.038179|1.23|3.900175||||||Annual
56010|08/31/2020|12.725056|2.23|227.365458||||||Annual
56012|08/31/2020|12.600201|2.41|87.215987||||||No Distribution
56013|08/31/2020|13.538795|1.14|7.517465||||||Annual
56014|08/31/2020|16.344443|2.33|462.683811||||||Annual
56015|08/31/2020|16.182551|2.51|180.602156||||||Annual
56016|08/31/2020|17.393495|1.26|37.92358||||||Annual
56020|08/31/2020|11.916615|1.73|15.506118||||||Annual
56021|08/31/2020|11.780858|1.95|7.064651||||||Annual
56022|08/31/2020|12.484181|1.22|1.740314||||||Annual
56030|08/31/2020|14.237464|4.15|0.336754||||||No Distribution
56031|08/31/2020|14.78567|3.51|2.568328||||||No Distribution
56032|08/31/2020|14.276279|4.1|0.94006||||||No Distribution
56033|08/31/2020|14.78567|3.51|1.136115||||||No Distribution
56072|08/28/2020|10.7942||||0.025||0.025||Monthly
56072|08/31/2020|10.6465|2.42|82.768887||||||Monthly
56073|08/28/2020|11.689||||0.025||0.025||Monthly
56073|08/31/2020|11.5301|1.34|82.768887||||||Monthly
56074|08/28/2020|12.7029||||0.025||0.025||Monthly
56074|08/31/2020|12.5317||82.768887||||||Monthly
56077|08/31/2020|14.621|2.405383|7.38996||||||Annual
56078|08/31/2020|11.2215|2.405383|||||||Annual
56079|08/31/2020|15.7103|1.239254|2.719031||||||Annual
56080|08/31/2020|12.0575|1.239254|||||||Annual
56081|08/31/2020|11.8371|1.283959|0.20168|||0.0369998|0.0369998||Monthly
56083|08/31/2020|14.561|2.413274|1.23134||||||Annual
56084|08/31/2020|11.1754|2.413274|||||||Annual
56085|08/31/2020|10.8476|2.509689|0.007905|||0.0420049|0.0420049||Monthly
56087|08/31/2020|11.03|2.364154|0.752406|||0.0420001|0.0420001||Monthly
56088|08/31/2020|8.4654|2.343344|||0.042||0.042||Monthly
56089|08/31/2020|10.0583|1.53|131.341957||||0.015894||Monthly
56091|08/31/2020|10.1158|0.65|327.908615||||0.022999||Monthly
56092|08/31/2020|7.7638|0.65|||||0.0176515||Monthly
56093|08/31/2020|9.1107|0.64|2.574421|||0.011705|0.033||Monthly
56095|08/31/2020|10.0776|1.57|8.807665||||0.01563||Monthly
56096|08/31/2020|7.7345|1.57|||||0.0119959||Monthly
56097|08/31/2020|8.6455|1.575005|0.001127|||0.02241|0.033||Monthly
56099|08/31/2020|8.684|1.53|3.602459|||0.019143|0.033||Monthly
56101|08/31/2020|16.5378|2.388345|||||||Monthly
56102|08/31/2020|15.5924|1.049992|||||||Monthly
56103|08/31/2020|7.6149|1.050983||||0.0322345|0.0322345||Monthly
56104|08/31/2020|9.0903|1.221941|||||||Annual
56106|08/28/2020|10.7482|||0.054|||0.054||Quarterly
56106|08/31/2020|10.6807|2.25036|39.653615||||||Quarterly
56107|08/28/2020|11.0263|||0.055|||0.055||Quarterly
56107|08/31/2020|10.9581|1.11|23.819626||||||Quarterly
56108|08/31/2020|14.337954|2.75|13.419447||||||Annual
56109|08/28/2020|10.1256|||0.035|||0.035||Quarterly
56109|08/31/2020|10.1337|1.658037|20.603887||||||Quarterly
56110|08/31/2020|15.104|2.07|0.000151||||||No Distribution
56111|08/28/2020|10.3603|||0.035|||0.035||Monthly
56111|08/31/2020|10.3693|0.779597|125.805315||||||Monthly
56112|08/31/2020|15.30347|1.79|0.000153||||||Annual
56115|08/31/2020|15.040245|3.21|8.285993||||||No Distribution
56116|08/31/2020|15.755|2.37|0.000158||||||No Distribution
56117|08/31/2020|15.999|2.12|0.00016||||||No Distribution
56118|08/31/2020|15.210678|3.08|1.988207||||||No Distribution
56119|08/31/2020|15.691923|2.55|0.000169||||||No Distribution
56120|08/31/2020|15.172341|3.08|33.578315||||||No Distribution
56121|08/31/2020|15.662984|2.48|0.244943||||||No Distribution
56122|08/31/2020|16.243259|1.86|0.000163||||||No Distribution
56132|08/31/2020|11.341113|3.43|0.174392||||||No Distribution
56133|08/31/2020|11.643717|3.01|1.335621||||||No Distribution
56134|08/31/2020|11.331066|3.47|0.667133||||||No Distribution
56135|08/31/2020|11.643717|3.01|1.215636||||||No Distribution
56136|08/31/2020|11.990752|2.53|1.165894||||||No Distribution
56138|08/31/2020|12.802338|1.56|0.000136||||||No Distribution
56140|08/31/2020|12.841798|1.49|0.000136||||||No Distribution
56142|08/31/2020|11.962149|2.5|0.431552||||||No Distribution
56143|08/31/2020|12.779069|1.69|0.000137||||||No Distribution
56144|08/31/2020|12.822895|1.64|0.000138||||||Annual
56145|08/31/2020|11.975687|2.6|3.575938||||||No Distribution
56146|08/31/2020|12.448022|1.94|||||||No Distribution
56147|08/28/2020|8.5679|||0.047|||0.047||Monthly
56147|08/31/2020|8.5242|2.160248|23.251113||||||Monthly
56148|08/25/2020|57.9922|||||0.359|0.359||Monthly
56148|08/31/2020|57.7716||1.651459||||||Monthly
56149|08/31/2020|12.698446|1.57|0.055338||||||No Distribution
56150|08/28/2020|8.8964|||0.048|||0.048||Monthly
56150|08/31/2020|8.8519|0.984571|9.39382||||||Monthly
56151|08/25/2020|64.9268|||0.393|||0.393||Monthly
56151|08/31/2020|64.6791||0.157369||||||Monthly
56152|08/25/2020|61.0857|||||0.376|0.376||Monthly
56152|08/31/2020|60.9093||4.142151||||||Monthly
56153|08/28/2020|12.4469|||0.073|||0.073||Quarterly
56153|08/31/2020|12.3119|2.162362|4.436521||||||Quarterly
56154|08/25/2020|66.593|||0.404|||0.404||Monthly
56154|08/31/2020|66.3964||1.722753||||||Monthly
56155|08/28/2020|12.7792|||0.074|||0.074||Quarterly
56155|08/31/2020|12.6419|1.0213|5.994061||||||Quarterly
56156|08/31/2020|11.927446|2.62|49.853634||||||No Distribution
56157|08/31/2020|12.451203|1.89|0.462132||||||No Distribution
56158|08/31/2020|11.927446|2.62|3.013871||||||No Distribution
56159|08/31/2020|12.451203|1.89|0.000129||||||No Distribution
56160|08/31/2020|11.975687|2.6|0.851786||||||No Distribution
56161|08/31/2020|12.448022|1.94|0.00649||||||No Distribution
56162|08/31/2020|12.698446|1.57|0.055193||||||No Distribution
56163|08/31/2020|11.975687|2.6|1.197802||||||No Distribution
56164|08/31/2020|12.448022|1.94|0.000124||||||No Distribution
56165|08/31/2020|12.698446|1.57|0.000127||||||No Distribution
56172|08/21/2020|8.4463|||0.0173|||0.0173||Monthly
56172|08/31/2020|8.4788|1.96|24.470337||||||Monthly
56173|08/21/2020|8.3765|||0.0235|||0.0235||Monthly
56173|08/31/2020|8.4109|1|3.051109||||||Monthly
56174|08/21/2020|8.55|||0.0192|||0.0192||Monthly
56174|08/31/2020|8.5837|1.63|9.870355||||||Monthly
56192|08/31/2020|10.5472|2.25|147.710461||||||Quarterly
56193|08/31/2020|9.24|1.96|50.462177||||||Quarterly
56195|08/31/2020|11.0572|2.36|125.278499||||||Quarterly
56196|08/31/2020|10.0548|2.07|38.013683||||||Quarterly
56198|08/28/2020|10.4377|||0.035|||0.035||Monthly
56198|08/31/2020|10.4202|0.964258|4.678268||||||Monthly
56200|08/31/2020|13.7535|2.44|304.505985||||||Quarterly
56201|08/31/2020|11.7447|2.1|65.484786||||||Quarterly
56203|08/31/2020|14.324|2.49|220.826064||||||Quarterly
56204|08/31/2020|12.9129|2.15|31.493242||||||Quarterly
56206|08/31/2020|15.2954|2.47|162.499571||||||Quarterly
56207|08/31/2020|14.6411|2.15|16.250191||||||Quarterly
56209|08/21/2020|9.373339|||0.0102828|||0.0102828||Monthly
56209|08/31/2020|9.3418|1.85|46.050121||||||Monthly
56210|08/21/2020|8.436609|||0.0100526|||0.0100526||Monthly
56210|08/31/2020|8.4086|1.62|25.691357||||||Monthly
56212|08/21/2020|5.426298|||0.0031462|||0.0031462||Monthly
56212|08/31/2020|5.4032|1.92|40.599229||||||Monthly
56213|08/21/2020|8.1327|||0.0007|||0.0087||Monthly
56213|08/31/2020|8.195|1.27|21.952324||||||Monthly
56215|08/21/2020|7.693977|||0.0055251|||0.0055251||Monthly
56215|08/31/2020|7.6972|1.43|2.061515||||||Monthly
56216|08/21/2020|7.67187|||0.006139|||0.006139||Monthly
56216|08/31/2020|7.6754|1.29|1.091388||||||Monthly
56218|08/21/2020|8.022858|||0.0234815||0.004681|0.0281625||Monthly
56218|08/31/2020|7.9993|2.3|70.531628||||||Monthly
56219|08/21/2020|8.008338|||0.0279325||0.0000767|0.0280092||Monthly
56219|08/31/2020|7.9857|1.88|23.258531||||||Monthly
56221|08/31/2020|14.399003|2.66|3.095137||||||Annual
56222|08/31/2020|15.312|1.84|0.000153||||||No Distribution
56223|08/31/2020|14.399948|2.66|39.695904||||||No Distribution
56225|08/31/2020|15.213|1.85|0.000152||||||No Distribution
56227|08/31/2020|15.347458|1.57|0.057309||||||No Distribution
56228|08/31/2020|15.291906|2.63|20.992401||||||No Distribution
56229|08/31/2020|15.872343|1.99|0.592589||||||No Distribution
56230|08/31/2020|16.284637|1.72|0.000173||||||No Distribution
56231|08/31/2020|15.278909|2.64|228.461579||||||No Distribution
56232|08/31/2020|15.848236|1.92|5.666726||||||No Distribution
56233|08/31/2020|16.235579|1.59|0.08899||||||No Distribution
56234|08/31/2020|15.279398|2.63|12.730005||||||No Distribution
56235|08/31/2020|16.04463|2|0.000173||||||No Distribution
56236|08/31/2020|16.277427|1.72|0.000175||||||No Distribution
56237|08/31/2020|15.217537|2.62|285.315062||||||No Distribution
56238|08/31/2020|15.873309|1.88|6.934331||||||No Distribution
56239|08/31/2020|15.278909|2.64|28.411292||||||No Distribution
56240|08/31/2020|15.888256|1.96|3.022434||||||No Distribution
56243|08/31/2020|16.304737|1.53|0.47081||||||No Distribution
56245|08/31/2020|14.496477|3.45|3.554783||||||No Distribution
56247|08/31/2020|14.840104|3.04|15.455224||||||No Distribution
56248|08/31/2020|14.521913|3.43|7.409864||||||No Distribution
56249|08/31/2020|14.840104|3.04|9.441303||||||No Distribution
56250|08/31/2020|15.281462|2.62|22.457259||||||No Distribution
56282|08/31/2020|26.82|0.02|||||||Quarterly
56283|08/31/2020|11.77|0.05|||||||Quarterly
56284|08/31/2020|15.15|0.05|||||||Quarterly
56285|08/31/2020|17.25|0.03|||||||Quarterly
56286|08/31/2020|27.64|0.03|||||||Quarterly
56287|08/31/2020|9.88|0.03|||||||Quarterly
56290|08/31/2020|11.7986|3.63|0.312|0.07|||0.07||Monthly
56291|08/31/2020|12.733|3.53|0.113|0.07|||0.07||Monthly
56297|08/25/2020|68.6988|||0.423|||0.423||Monthly
56297|08/31/2020|68.3278||1.382877||||||Monthly
56299|08/25/2020|9.953|||0.043|||0.043||Monthly
56299|08/31/2020|9.7784||5.45165||||||Monthly
56300|08/25/2020|7.5504|||0.03262|||0.03262||Monthly
56300|08/31/2020|7.4968||4.179592||||||Monthly
56311|08/31/2020|10.1625|1.79|0.659416||||||Annual
56312|08/31/2020|10.7201|0.91|3.18477||||||Annual
56313|08/31/2020|9.1893|1.83|5.127352||||||Annual
56314|08/31/2020|7.047009|1.83|||||||Annual
56315|08/31/2020|9.6985|0.95|14.60085||||||Annual
56316|08/31/2020|7.4375|0.95|||||||Annual
56318|08/31/2020|18.9888|1.85|4.87013||||||Annual
56319|08/31/2020|14.561963|1.85|||||||Annual
56320|08/31/2020|19.9963|1|30.837611||||||Annual
56321|08/31/2020|15.334586|1|||||||Annual
56334|08/31/2020|11.946|0.86|173.415078||||||Annual
56335|08/31/2020|9.161043|0.86|||||||Annual
56336|08/31/2020|8.1393|0.9|75.501037||||||Monthly
56337|08/31/2020|6.241794|0.9|||||||Monthly
56338|08/31/2020|5.0527||||||||Annual
56340|08/31/2020|12.3357|0.91|103.524915||||||Annual
56341|08/31/2020|5.6931||||||||Annual
56342|08/31/2020|10.0048|0.98|2.223621||||||Annual
56343|08/31/2020|5.2176||||||||Annual
56344|08/31/2020|10.4164|1.02|61.86739||||||Annual
56345|08/31/2020|5.5917||||||||Annual
56347|08/31/2020|9.4432|1.08|25.919728||||||Annual
56348|08/31/2020|7.241718|1.08|||||||Annual
56349|08/31/2020|12.9556|1.08|9.610157||||||Annual
56350|08/31/2020|9.935276|1.08|||||||Annual
56398|08/31/2020|11.8985|0.52|||||||Quarterly
56399|08/31/2020|11.9045|2.31|||||||Quarterly
56400|08/31/2020|9.4987|1.22|||||||Annual
56401|08/31/2020|9.5634|0.17|||||||Annual
56402|08/31/2020|9.4342|1.96|||||||Annual
56403|08/31/2020|11.9033|1.58|||||||Quarterly
56406|08/31/2020|8.1864|2.6|||||||Annual
56407|08/31/2020|8.2292|1.87|||||||Annual
56408|08/31/2020|8.3119|0.54|||||||Annual
56414|08/21/2020|10.3711||||||0.0041||Monthly
56414|08/31/2020|10.3575|2.15|12.27793||||||Monthly
56419|08/21/2020|10.4196||||||0.004||Monthly
56419|08/31/2020|10.4058|2.15|40.539797||||||Monthly
56420|08/21/2020|10.4016||||||0.0041||Monthly
56420|08/31/2020|10.3879|2.15|38.627499||||||Monthly
56421|08/21/2020|10.4021||||||0.0064||Monthly
56421|08/31/2020|10.3894|1.87|24.590702||||||Monthly
56422|08/21/2020|10.3882||||||0.0064||Monthly
56422|08/31/2020|10.3753|1.88|10.984163||||||Monthly
56423|08/21/2020|10.38||||||0.0171||Monthly
56423|08/31/2020|10.3707|0.63|98.108782||||||Monthly
56424|08/21/2020|8.9923|||0.0004|||0.0318||Monthly
56424|08/31/2020|9.0346|1.97|22.390398||||||Monthly
56425|08/21/2020|9.0056||||||0.0317||Monthly
56425|08/31/2020|9.048|1.98|65.953626||||||Monthly
56426|08/21/2020|9.0066|||0.0004|||0.0318||Monthly
56426|08/31/2020|9.049|1.97|96.642701||||||Monthly
56427|08/21/2020|9.0005|||0.0005|||0.0338||Monthly
56427|08/31/2020|9.0436|1.7|45.633711||||||Monthly
56428|08/21/2020|9.0009||||||0.0339||Monthly
56428|08/31/2020|9.0439|1.7|39.065767||||||Monthly
56429|08/21/2020|9.0183||||||0.0432||Monthly
56429|08/31/2020|9.0645|0.46|193.270409||||||Monthly
56472|08/31/2020|12.60658|2.1|9.667134||||||Annual
56473|08/31/2020|12.90678|1.25|77.912715||||||Annual
56474|08/28/2020|10.00934|2.05|0.11568||||||Annual
56475|08/28/2020|10.09878|1.2|0.005049||||||Annual
56476|08/31/2020|10.37249|1|411.243777|0.025564|||0.025564||Monthly
56485|08/31/2020|7.0742|||0.0416|||0.0416||No Distribution
56486|08/31/2020|7.6337|||0.0416|||0.0416||No Distribution
56487|08/31/2020|9.194|1.94||0.0333|||0.0333||Monthly
56488|08/31/2020|9.6843|1.19||0.0333|||0.0333||Monthly
56494|08/07/2020|12.3149||||0.051136||0.051136||Annual
56494|08/31/2020|12.2361|0.79|9.262893||||||Annual
56495|08/07/2020|11.8075||||0.048506||0.048506||Annual
56495|08/31/2020|11.7231|1.86|9.262893||||||Annual
56496|08/07/2020|10.8372||||0.045882||0.045882||Monthly
56496|08/31/2020|10.7521|3.02|9.262893||||||Monthly
56497|08/31/2020|0.826||||||||No Distribution
56528|08/31/2020|52.9309||||||||Annual
56557|08/21/2020|9.9207|||0.0118|||0.0118||Monthly
56557|08/31/2020|9.9265|0.86|0.255859||||||Monthly
56558|08/31/2020|11.4239|||0.0278568|||0.0278568||Monthly
56569|08/31/2020|13.957|2.66|||||||Annual
56570|08/31/2020|10.2759|2.66||0.0401|||0.0401||Monthly
56571|08/31/2020|14.9474|1.5|||||||Annual
56572|08/31/2020|11.0919|1.51||0.0429|||0.0429||Monthly
56575|08/31/2020|13.8022|2.62|||||||Annual
56576|08/31/2020|14.7741|1.47|||||||Annual
56588|08/14/2020|9.3784|||0.024|||0.024||Monthly
56588|08/31/2020|9.4057|1.65|24.472087||||||Monthly
56589|08/14/2020|8.3287|||0.036|||0.036||Monthly
56589|08/31/2020|8.3532|1.58|6.151579||||||Monthly
56590|08/14/2020|9.674|||0.025|||0.025||Monthly
56590|08/31/2020|9.7047|1.1|76.875638||||||Monthly
56591|08/14/2020|8.6293|||0.037|||0.037||Monthly
56591|08/31/2020|8.6568|1.05|13.091975||||||Monthly
56597|08/31/2020|10.6651|1.27|2.309753||||||Quarterly
56600|08/31/2020|16.5282|0.94|45.475793|0.043|||0.043||Monthly
56608|08/31/2020|3.7076|0.02|168.293278||||||Annual
56615|08/31/2020|11.9996|0.02|1588.271128||||||Annual
56619|08/31/2020|10.5172|2.1|17.181395||||||Quarterly
56621|08/31/2020|14.9006|1.62|1144.291635|0.0392|||0.0392||Monthly
56622|08/31/2020|20.9246|1.9|6.280666|0.0935|||0.0935||Monthly
56623|08/31/2020|30.1448|0.76|7.431245|0.1255|||0.1255||Monthly
56624|08/31/2020|13.69|0.07|||||||Quarterly
56625|08/31/2020|11.17|0.05|||||||Quarterly
56626|08/31/2020|11.9|0.41|||||||Quarterly
56627|08/31/2020|11.8|1.5|||||||Quarterly
56628|08/31/2020|11.48|0.42|||||||Quarterly
56630|08/31/2020|11.4|1.51|||||||Quarterly
56631|08/31/2020|11.05|1.52|||||||Quarterly
56632|08/31/2020|10.21|0.06|||||||Quarterly
56690|08/25/2020|20.036405|||0.034|||0.034||Monthly
56690|08/31/2020|20.051694|0.13|138.357||||||Monthly
56692|08/31/2020|10.0402||||||||Monthly
56696|08/27/2020|19.84615|||0.00785|||0.00785||Monthly
56696|08/31/2020|19.84667|0.22|34.731681||||||Monthly
56697|08/27/2020|23.28554|||0.05765|||0.05765||Monthly
56697|08/31/2020|23.10559|0.28|34.381718||||||Monthly
56698|08/27/2020|17.89932|||0.04424|||0.04424||Monthly
56698|08/31/2020|17.92156|0.27|26.364756||||||Monthly
56711|08/31/2020|28.059029||1.956543||||||Annual
56714|08/31/2020|16.508702||9.336514|0.048|||0.048||Monthly
56718|08/31/2020|53.07785||15.273201||||||Annual
56720|08/31/2020|14.019791||0.60802|0.044|||0.044||Monthly
56724|08/31/2020|23.374764||0.791576|0.043|||0.043||Monthly
56736|08/31/2020|13.7067|2.46|787.094415||||||Quarterly
56737|08/31/2020|10.5085||||||||Quarterly
56738|08/28/2020|8.3615||||0.053541||0.053541||Monthly
56738|08/31/2020|8.3123|2.5|787.094415||||||Monthly
56739|08/31/2020|13.8094|2.31|787.094415||||||Quarterly
56740|08/31/2020|10.5873||||||||Quarterly
56741|08/28/2020|8.7288||||0.055809||0.055809||Monthly
56741|08/31/2020|8.6776|2.23|787.094415||||||Monthly
56742|08/31/2020|14.6495|1.36|787.094415||||||Quarterly
56743|08/31/2020|11.2313||||||||Quarterly
56744|08/28/2020|9.2971||||0.059055||0.059055||Monthly
56744|08/31/2020|9.2432|1.33|787.094415||||||Monthly
56745|08/31/2020|15.89||787.094415||||||Quarterly
56746|08/31/2020|12.1824||||||||Quarterly
56747|08/28/2020|10.1149||||0.063673||0.063673||Monthly
56747|08/31/2020|10.0575||787.094415||||||Monthly
56748|08/31/2020|15.7491|0.17|787.094415||||||Quarterly
56749|08/31/2020|12.0744||||||||Quarterly
56750|08/28/2020|9.8906||||0.062355||0.062355||Monthly
56750|08/31/2020|9.8343|0.16|787.094415||||||Monthly
56751|08/28/2020|17.7081|||0.055|||0.055||Monthly
56751|08/31/2020|17.6616|0.98|||||||Monthly
56755|08/28/2020|17.8548|||0.045|||0.045||Monthly
56755|08/31/2020|17.8072|1.52|||||||Monthly
56760|08/31/2020|6.7366|0.64|||||||Quarterly
56763|08/31/2020|20.80644|0.44|58.499231||||||Quarterly
56764|08/31/2020|16.42059|0.35|9.568275||||||Quarterly
56778|08/26/2020|8.1431|||0.05|||0.05||Annual
56778|08/31/2020|8.0975||||||||Annual
56779|08/26/2020|9.6533|||0.0576|||0.0576||Annual
56779|08/31/2020|9.6008||||||||Annual
56790|08/31/2020|12.2294|1.71|||||||Annual
56800|08/31/2020|7.459||||||||Quarterly
56856|08/31/2020|15.155266|3.02|96.67393||||||Annual
56857|08/31/2020|15.836045|2.32|0.414799||||||No Distribution
56858|08/31/2020|16.21095|1.92|0.180675||||||No Distribution
56859|08/31/2020|5.1175||10.744511||||||Quarterly
56860|08/31/2020|15.226247|2.98|6.646188||||||No Distribution
56862|08/31/2020|15.769|2.63|0.000158||||||Annual
56878|08/31/2020|16.4758||||||||Annual
56879|08/31/2020|17.2277||||||||Annual
56880|08/31/2020|16.4303||||||||Annual
56883|08/31/2020|10||5.068387||||||Monthly
56885|08/31/2020|11.6878||1183.301588||||||Monthly
56887|08/31/2020|7.9805||177.961522||||||Quarterly
56888|08/31/2020|11.7129||0.412805||||||Quarterly
