FundataKey|Date|NAVPS|MER|TotalAssets|DividendIncome|CapitalGains|ReturnOfCapital|DistributionTotal|SplitFactor|DistributionFrequency
31245|08/31/2020|11.801|2.21|0.005907||||||Annual
31263|08/31/2020|12.3989|1.29|0.012115||||||Annual
31273|08/31/2020|18.7002|2.2|0.009744||||||Annual
31282|08/28/2020|8.41|||||0.02763|0.02763||Monthly
31282|08/31/2020|8.4281|1.42|||||||Monthly
31283|08/28/2020|7.59|||||0.03163|0.03163||Monthly
31283|08/31/2020|7.5339|2.14|||||||Monthly
31284|08/28/2020|7.91|||||0.03467|0.03467||Monthly
31284|08/31/2020|7.8853|2.13|||||||Monthly
31287|08/28/2020|14.76|||||0.0638|0.0638||Monthly
31287|08/31/2020|14.704|1.95|||||||Monthly
31289|08/28/2020|5.42|||||0.038|0.038||Monthly
31289|08/31/2020|5.3452|2.27|||||||Monthly
31291|08/28/2020|9.12|||||0.05813|0.05813||Monthly
31291|08/31/2020|9.1475|2.35|||||||Monthly
31293|08/28/2020|10.37|||||0.06873|0.06873||Monthly
31293|08/31/2020|10.3436|2.24|||||||Monthly
31298|08/28/2020|16.87|||||0.0846|0.0846||Monthly
31298|08/31/2020|16.9873|4.21|||||||Monthly
31300|08/28/2020|12.01|||||0.05233|0.05233||Monthly
31300|08/31/2020|11.9835|2.37|||||||Monthly
31301|08/28/2020|15.05|||||0.04667|0.04667||Monthly
31301|08/31/2020|15.0318|2.46|||||||Monthly
31304|08/28/2020|1.45|||||0.0166|0.0166||Monthly
31304|08/31/2020|1.425|2.38|||||||Monthly
31317|08/28/2020|10.4774||||0.0315||0.0315||Monthly
31317|08/31/2020|10.3654|2.24|512.57269||||||Monthly
31318|08/28/2020|12.6053||||0.0355||0.0355||Monthly
31318|08/31/2020|12.4717|1.12|512.57269||||||Monthly
31319|08/28/2020|14.8832||||0.0395||0.0395||Monthly
31319|08/31/2020|14.7268||512.57269||||||Monthly
31322|08/28/2020|16.8165||||0.0595||0.0595||Monthly
31322|08/31/2020|16.5837||300.47046||||||Monthly
31323|08/31/2020|10|0.01|332.763931|0.0057246|||0.0057246||Monthly
31327|08/28/2020|24.8032||||0.0885||0.0885||Monthly
31327|08/31/2020|24.4539||2381.299372||||||Monthly
31329|08/31/2020|24.8051||38.806775||||||No Distribution
31333|08/28/2020|17.4123||||0.085||0.085||Monthly
31333|08/31/2020|17.192||713.328632||||||Monthly
31335|08/31/2020|87.4689||476.666975||||||No Distribution
31336|08/28/2020|33.0876||||0.05||0.05||Monthly
31336|08/31/2020|32.6388||984.883811||||||Monthly
31337|08/31/2020|19.8717||23.148553||||||Annual
31342|08/31/2020|12.8331||||||||Annual
31343|08/31/2020|14.2111||||||||Annual
31344|08/31/2020|15.1454||||||||Annual
31345|08/31/2020|24.6271||||||||Annual
31346|08/31/2020|10.6014|||0.0444296|||0.0444296||Monthly
31348|08/28/2020|7.3624||||||0.050048||Monthly
31348|08/31/2020|7.2772|2.52|41.461942||||||Monthly
31349|08/28/2020|6.8563||||||0.046807||Monthly
31349|08/31/2020|6.7765|3.14|8.14007||||||Monthly
31350|08/28/2020|6.9095||||||0.047139||Monthly
31350|08/31/2020|6.8292|3.04|1.431302||||||Monthly
31435|08/31/2020|17.3608|2.51|||||||No Distribution
31440|08/31/2020|16.8257|3.15|||||||No Distribution
31506|08/31/2020|10|0.56|65.559586|0.0005962|||0.0005962||Monthly
31541|08/31/2020|17.1781|2.46|1042.526565||||||Annual
31543|08/28/2020|13.0412||||0.080625||0.080625||Monthly
31543|08/31/2020|12.9012|2.48|1042.526565||||||Monthly
31545|08/31/2020|17.4749|1.36|1042.526565||||||Annual
31546|08/31/2020|17.8533||1042.526565||||||Annual
31549|08/31/2020|51.538||||||||Annual
31550|08/31/2020|58.062||||||||No Distribution
31553|08/28/2020|12.9303||||||0.02007||Monthly
31553|08/31/2020|12.7805|2.54|144.44539||||||Monthly
31612|08/31/2020|20.668|2.09|25.007497||||||Annual
31613|08/31/2020|21.942|2.16|8.513739||||||Annual
31614|08/31/2020|33.3754|2.19|35.909687||||||Annual
31615|08/31/2020|17.8925|2.24|5.934972||||||Annual
31616|08/31/2020|24.777|2.24|44.364833||||||Annual
31617|08/31/2020|12.1875|1.17||0.0212|||0.0212||Monthly
31618|08/31/2020|10|0.7|28.67393|0.0004247|||0.0004247||Monthly
31620|08/31/2020|20.3156|2.03|1287.657337||||||Annual
31621|08/31/2020|18.0742|1.97|945.970131||||||Annual
31625|08/31/2020|26.6608|0.784779|9.671314||||||Annual
31626|08/31/2020|10.2433|2.469074|23.133649|||0.063|0.063||Monthly
31627|08/31/2020|6.6519|2.44621|121.869327|||0.063|0.063||Monthly
31643|08/31/2020|53.9934|2.3|21.931617||||||No Distribution
31644|08/31/2020|20.0297|2.29|85.914203||||||No Distribution
31645|08/31/2020|22.2675|1.5|4.276632||||||No Distribution
31646|08/31/2020|59.8896|1.55|0.096867||||||No Distribution
31647|08/31/2020|22.9913|1.53|11.818617||||||No Distribution
31648|08/31/2020|25.0475|0.86|0.264213||||||No Distribution
31649|08/31/2020|53.3449|2.68|86.860284||||||No Distribution
31650|08/31/2020|61.7263|1.6|2.474132||||||No Distribution
31651|08/31/2020|34.6767|2.65|127.952946||||||No Distribution
31652|08/31/2020|40.1535|1.6|3.536676||||||No Distribution
31653|08/31/2020|13.0345|2.99|57.059908||||||No Distribution
31654|08/31/2020|15.1153|1.94|2.378234||||||No Distribution
31655|08/31/2020|15.3525|2.58|27.084187||||||No Distribution
31656|08/31/2020|17.7109|1.55|1.739564||||||No Distribution
31657|08/31/2020|15.3465|2.65|55.007655||||||No Distribution
31658|08/31/2020|17.7294|1.57|0.624437||||||No Distribution
31659|08/31/2020|15.5279|2.74|78.795318||||||No Distribution
31660|08/31/2020|18.0201|1.63|0.923773||||||No Distribution
31661|08/31/2020|15.672|2.78|61.020891||||||No Distribution
31662|08/31/2020|18.1255|1.7|3.308449||||||No Distribution
31663|08/31/2020|16.0576|2.82|106.653622||||||No Distribution
31664|08/31/2020|18.4869|1.8|4.79375||||||No Distribution
31670|08/31/2020|17.7145||8.54569||||||Annual
31671|08/31/2020|20.7996||30.873634||||||Annual
31672|08/31/2020|14.6479||21.073517||||||Annual
31673|08/31/2020|17.2042||23.005854||||||Annual
31675|08/25/2020|62.9081|||||0.331|0.331||Monthly
31675|08/31/2020|62.6428||3.094951||||||Monthly
31676|08/25/2020|54.0199|||||0.286|0.286||Monthly
31676|08/31/2020|53.7825||4.750219||||||Monthly
31677|08/31/2020|14.9795||24.265718||||||Annual
31678|08/31/2020|17.7159||34.482228||||||Annual
31680|08/25/2020|58.1298|||||0.362|0.362||Monthly
31680|08/31/2020|57.8543||1.943327||||||Monthly
31683|08/25/2020|48.7354|||||0.306|0.306||Monthly
31683|08/31/2020|48.4958||4.589581||||||Monthly
31687|08/31/2020|16.117||10.268137||||||Annual
31688|08/31/2020|18.9052||15.180082||||||Annual
31689|08/31/2020|13.1296||5.511977||||||Annual
31691|08/31/2020|15.7241||14.116737||||||Annual
31693|08/31/2020|16.2359||1.626517||||||Annual
31694|08/31/2020|19.63||8.108358||||||Annual
31695|08/31/2020|19.954||6.244912||||||Annual
31696|08/31/2020|23.8254||20.290147||||||Annual
31697|08/31/2020|10.1691||0.6178||||||Annual
31698|08/31/2020|10.2866||0.843294||||||Annual
31699|08/31/2020|14.9549||3.896112||||||Annual
31700|08/31/2020|17.8517||24.53781||||||Annual
31701|08/31/2020|15.242||119.710927||||||Annual
31710|08/31/2020|17.3812||215.283248||||||Annual
31713|08/25/2020|72.6484|||||0.318|0.318||Monthly
31713|08/31/2020|72.3624||92.533037||||||Monthly
31717|08/25/2020|64.484|||||0.341|0.341||Monthly
31717|08/31/2020|64.2302||5.939787||||||Monthly
31719|08/25/2020|56.6407|||||0.352|0.352||Monthly
31719|08/31/2020|56.4177||14.30097||||||Monthly
31720|08/25/2020|63.6014|||||0.281|0.281||Monthly
31720|08/31/2020|63.3395||54.248806||||||Monthly
31721|08/25/2020|56.1317|||||0.299|0.299||Monthly
31721|08/31/2020|55.9009||3.431405||||||Monthly
31723|08/25/2020|49.6516|||||0.311|0.311||Monthly
31723|08/31/2020|49.4474||7.05495||||||Monthly
31724|08/31/2020|21.2191||11.376028||||||Annual
31725|08/31/2020|25.3012||24.58656||||||Annual
31727|08/31/2020|12.6119|1.011355|7.342685|||0.066|0.066||Monthly
31728|08/31/2020|7.302|1.030634|2.340847|||0.081|0.081||Monthly
31731|08/31/2020|12.98||41.931111||||||Annual
31732|08/31/2020|14.0351||31.515921||||||Annual
31733|08/31/2020|16.7608||102.888384||||||Annual
31734|08/31/2020|19.0372||147.057813||||||Annual
31735|08/25/2020|80.2669|||||0.361|0.361||Monthly
31735|08/31/2020|79.8212||98.22279||||||Monthly
31736|08/25/2020|62.1574|||||0.397|0.397||Monthly
31736|08/31/2020|61.812||33.246509||||||Monthly
31737|08/25/2020|69.4739|||||0.315|0.315||Monthly
31737|08/31/2020|69.0756||50.75026||||||Monthly
31738|08/25/2020|54.2887|||||0.349|0.349||Monthly
31738|08/31/2020|53.9776||23.793288||||||Monthly
31757|08/31/2020|9.308|2.282694|46.222794|||0.049|0.049||Monthly
31763|08/31/2020|9.9541|2.58|24.167||||||Annual
31768|08/31/2020|17.3423|2.43|30.239||||||Annual
31769|08/31/2020|14.9361|2.33|1199.445||||||Annual
31770|08/31/2020|17.1645|2.5|1330.062||||||Annual
31771|08/31/2020|18.9656|2.61|370.205||||||Annual
31772|08/31/2020|20.5476|2.7|90.479||||||Annual
31775|08/17/2020|9.9006|||0.010498|||0.010498||Monthly
31775|08/31/2020|9.9062|1.56|11.705||||||Monthly
31776|08/17/2020|9.8677|||0.011862|||0.011862||Monthly
31776|08/31/2020|9.8764|0.57|13.032||||||Monthly
31777|08/17/2020|12.5972|||0.035|||0.035||Monthly
31777|08/31/2020|12.6045|2.22|37.406||||||Monthly
31778|08/17/2020|13.9446|||0.04|||0.04||Monthly
31778|08/31/2020|13.9618|0.81|75.571||||||Monthly
31779|08/17/2020|17.4053|||0.04|||0.04||Monthly
31779|08/31/2020|16.7822|2.56|13.7||||||Monthly
31780|08/31/2020|23.5364|2.56|45.599||||||Quarterly
31781|08/31/2020|29.7776|2.51|5.945||||||Annual
31782|08/31/2020|37.5713|0.97|11.708||||||Annual
31784|08/31/2020|15.5287|2.39|8.502||||||Annual
31785|08/31/2020|18.0104|1.1|3.468||||||Annual
31787|08/31/2020|39.568|2.43|8.603||||||Annual
31789|08/31/2020|12.9325|2.48|21.995||||||Annual
31790|08/31/2020|11.8462|2.07|6.954||||||Annual
31795|08/31/2020|16.3704|1.81|61.789||||||Annual
31797|08/31/2020|19.7635|2.49|47.495||||||Annual
31808|08/31/2020|14.1146|2.41|15.326||||||Annual
31810|08/31/2020|21.187|2.39|17.267||||||Annual
31812|08/31/2020|27.7593|2.87|5.769||||||Annual
31816|08/17/2020|11.5998|||0.022428|||0.022428||Monthly
31816|08/31/2020|11.5858|0.67|10.766||||||Monthly
31817|08/17/2020|10.6506|||0.034|||0.034||Monthly
31817|08/31/2020|10.6427|0.69|111.64||||||Monthly
31818|08/17/2020|11.9383|||0.03|||0.03||Monthly
31818|08/31/2020|11.9232|0.8|20.28||||||Monthly
31819|08/31/2020|20.1423|0.7|328.981||||||Quarterly
31820|08/31/2020|15.3204|0.73|15.987||||||Annual
31821|08/31/2020|28.16|0.84|34.694||||||Annual
31823|08/31/2020|20.8661|1.03|10.811||||||Annual
31824|08/31/2020|23.7243|1.13|13.525||||||Annual
31825|08/27/2020|7.3564|||0.036592|||0.036592||Monthly
31825|08/31/2020|7.3259|2.33|140.599||||||Monthly
31826|08/27/2020|8.5503|||0.043403|||0.043403||Monthly
31826|08/31/2020|8.4828|2.51|230.01||||||Monthly
31827|08/27/2020|9.5219|||0.049031|||0.049031||Monthly
31827|08/31/2020|9.427|2.6|18.435||||||Monthly
31828|08/27/2020|10.5656|||0.054744|||0.054744||Monthly
31828|08/31/2020|10.4325|2.72|2.086||||||Monthly
31831|08/31/2020|9.9828|2.6|4.68||||||Annual
31833|08/31/2020|17.2976|2.44|7.042||||||Annual
31834|08/31/2020|14.9694|2.3|6.498||||||Annual
31835|08/31/2020|17.1175|2.51|12.374||||||Annual
31836|08/31/2020|18.9238|2.6|3.246||||||Annual
31837|08/31/2020|20.5391|2.68|0.808||||||Annual
31844|08/31/2020|19.9262|1.18|10.25||||||Annual
31845|08/27/2020|8.2881|||0.034122|||0.034122||Monthly
31845|08/31/2020|8.2537|2.33|0.157||||||Monthly
31847|08/31/2020|29.5803|2.51|35.773||||||Annual
31849|08/31/2020|21.6566|2.74|18.576||||||Annual
31852|08/27/2020|5.8443|||0.0393|||0.0393||Monthly
31852|08/31/2020|5.8199|2.33|0.16||||||Monthly
31855|08/27/2020|9.5982|||0.040315|||0.040315||Monthly
31855|08/31/2020|9.5224|2.5|0.338||||||Monthly
31856|08/27/2020|6.6841|||0.045876|||0.045876||Monthly
31856|08/31/2020|6.6313|2.45|0.579||||||Monthly
31880|08/31/2020|6.31|3.05|3.446||||||No Distribution
31884|08/31/2020|12.03|3.2|1.146||||||No Distribution
31886|08/31/2020|12.55|2.85|16.125||||||No Distribution
31887|08/31/2020|10.79|3|8.095||||||No Distribution
31888|08/31/2020|11.31|2.65|662.179||||||No Distribution
31893|08/31/2020|25.775796|2.47|59.57||||||No Distribution
31894|08/31/2020|29.346128|1.17|16.557||||||No Distribution
31896|08/31/2020|29.384051|2.48|68.068||||||No Distribution
31897|08/31/2020|33.477324|1.15|15.86||||||No Distribution
31899|08/31/2020|32.717764|2.67|19.811||||||No Distribution
31900|08/31/2020|37.339249|1.37|4.602||||||No Distribution
31902|08/31/2020|35.773713|2.86|10.033||||||No Distribution
31903|08/31/2020|40.559867|1.56|1.685||||||No Distribution
31905|08/31/2020|12.4245||||||||Annual
31908|08/31/2020|9.8329||||||||Annual
31909|08/31/2020|12.4616||||||||Annual
31910|08/31/2020|11.8702||||||||Annual
31911|08/31/2020|12.0034||||||||Annual
31912|08/31/2020|12.1602||||||||Annual
31913|08/31/2020|12.6741||||||||Annual
31917|08/31/2020|11.4278||||||||Annual
31918|08/31/2020|10.7639||||||||Annual
31919|08/31/2020|10.9291||||||||Annual
31920|08/31/2020|9.9707||||||||Annual
31922|08/31/2020|28.5661||||||||Annual
31968|08/25/2020|138.3724|||0.117|||0.117||Monthly
31968|08/31/2020|137.625||3.671774||||||Monthly
31969|08/31/2020|15.0018||4.103944||||||Annual
31976|08/31/2020|10|0.34||0.002708|||0.002708||Monthly
31982|08/31/2020|16.0486|0.78|16.217675||||||Annual
31983|08/31/2020|38.0091|0.76|5.010646||||||Annual
31984|08/31/2020|38.9863|0.75|2.615996||||||Annual
31994|08/31/2020|18.5114||||||||No Distribution
32001|08/31/2020|102.3889|1.84|16.088888||||||Annual
32006|08/31/2020|29.2011|2.31|9.895269||||||Annual
32008|08/31/2020|38.9424|1.83|1.799046||||||Annual
32011|08/31/2020|18.7938|0.16|1091.180051||||||Annual
32012|08/31/2020|30.9555|0.17|448.773396||||||Annual
32013|08/31/2020|18.9793|0.18|698.048292||||||Quarterly
32014|08/31/2020|17.0076|2.32|34.38155||||||Quarterly
32016|08/31/2020|101.338|1.87|66.228981||||||Quarterly
32017|08/28/2020|15.3203|||0.0135|||0.0135||Monthly
32017|08/31/2020|15.0793|1.86|3.912442||||||Monthly
32018|08/31/2020|32.4432|2.15|0.715169||||||Annual
32019|08/31/2020|92.312|1.88|6.62383||||||Annual
32020|08/31/2020|15.1882|1.91|0.978318||||||Annual
32021|08/31/2020|35.9897|1.84|3.141672||||||Annual
32022|08/31/2020|16.1835|1.89|25.227667||||||Annual
32023|08/31/2020|22.2561|1.97|56.008682||||||Quarterly
32024|08/31/2020|11.254|1.05|95.63157||||||Quarterly
32025|08/31/2020|10.6886|1.05|99.202802||||||Quarterly
32026|08/31/2020|11.7969|1.43|325.317592||||||Quarterly
32027|08/31/2020|12.4163|1.05|278.166189||||||Quarterly
32028|08/31/2020|24.2606|2.06|189.811047||||||Annual
32029|08/31/2020|17.3114|2.1|8.470173||||||Annual
32030|08/31/2020|12.5864|2.15|2.223763||||||Annual
32031|08/31/2020|10|0.53|7.461611|0.0013517|||0.0013517||Monthly
32032|08/31/2020|10|0.37|3.096532|0.0008159|||0.0008159||Monthly
32035|08/31/2020|11.8945|1.05|53.101311||||||Quarterly
32039|08/31/2020|1.8219|2.749458|19.103511|||0.027|0.027||Monthly
32059|08/31/2020|27.5295||||||||Monthly
32062|08/31/2020|127.6106||||||||No Distribution
32083|08/31/2020|18.9337|2.04|536.0435||||||Quarterly
32090|08/31/2020|22.9223|2.15|398.379264||||||Annual
32091|08/31/2020|21.5128|2.03|3027.584197||||||Quarterly
32093|08/31/2020|26.0373|2.13|2599.276469||||||Annual
32100|08/28/2020|12.69|||||0.0624|0.0624||Monthly
32100|08/31/2020|12.6287|2.4|||||||Monthly
32101|08/28/2020|12.18|||||0.04954|0.04954||Monthly
32101|08/31/2020|12.1417|2.42|||||||Monthly
32102|08/28/2020|12.37|||||0.0838|0.0838||Monthly
32102|08/31/2020|12.2701|2.48|||||||Monthly
32103|08/28/2020|12.05|||||0.07064|0.07064||Monthly
32103|08/31/2020|11.971|2.42|||||||Monthly
32104|08/31/2020|19.9753|2.08|||||||Annual
32109|08/28/2020|6.76|||||0.0502|0.0502||Monthly
32109|08/31/2020|6.6669|2.3|||||||Monthly
32110|08/28/2020|15.58|||||0.09607|0.09607||Monthly
32110|08/31/2020|15.4763|2.33|||||||Monthly
32111|08/31/2020|20.1021|2.45|11.242345||||||No Distribution
32112|08/31/2020|19.5193|2.27|30.925417||||||No Distribution
32113|08/31/2020|17.9208|2.28|38.497682||||||No Distribution
32114|08/31/2020|16.463|2.18|35.998231||||||No Distribution
32115|08/31/2020|19.7197|2.44|279.27904||||||Annual
32116|08/31/2020|17.7244|2.29|605.122883||||||Annual
32117|08/31/2020|15.5025|2.28|436.727816||||||Annual
32118|08/31/2020|14.3673|2.16|270.984605||||||Annual
32123|08/31/2020|16.0946|0.99|16.746071||||||No Distribution
32130|08/31/2020|16.9594||||||||No Distribution
32131|08/21/2020|10.3244|||||0.0795|0.0795||Monthly
32131|08/31/2020|10.3846|1.03|0.098252||||||Monthly
32132|08/21/2020|12.2811|||||0.057|0.057||Monthly
32132|08/31/2020|12.348|2.43|0.774404||||||Monthly
32133|08/21/2020|10.2559|||||0.0779|0.0779||Monthly
32133|08/31/2020|10.3118|2.45|0.351428||||||Monthly
32137|08/31/2020|16.5216|0.95|63.835848||||||No Distribution
32144|08/31/2020|13.6237||||||||Annual
32145|08/21/2020|11.031|||||0.083|0.083||Monthly
32145|08/31/2020|11.0782|0.93|7.534205||||||Monthly
32146|08/21/2020|13.7219|||||0.0621|0.0621||Monthly
32146|08/31/2020|13.7755|2.27|3.526938||||||Monthly
32147|08/21/2020|10.7299|||||0.0795|0.0795||Monthly
32147|08/31/2020|10.7719|2.29|2.14926||||||Monthly
32151|08/31/2020|18.3899|0.95|69.517467||||||No Distribution
32154|08/31/2020|15.4572|1.91|2.785803||||||No Distribution
32157|08/31/2020|14.9677||||||||No Distribution
32158|08/21/2020|10.4635|||||0.078|0.078||Monthly
32158|08/31/2020|10.4764|0.92|15.468816||||||Monthly
32159|08/21/2020|13.4336|||||0.0604|0.0604||Monthly
32159|08/31/2020|13.4451|2.29|5.488736||||||Monthly
32160|08/21/2020|10.0974|||||0.0742|0.0742||Monthly
32160|08/31/2020|10.1061|2.27|3.403459||||||Monthly
32164|08/31/2020|13.9153|0.89|81.415237||||||No Distribution
32167|08/31/2020|16.4796|1.81|1.188715||||||No Distribution
32170|08/31/2020|14.1339||||||||No Distribution
32171|08/21/2020|10.1423|||||0.0739|0.0739||Monthly
32171|08/31/2020|10.1445|0.87|14.706924||||||Monthly
32172|08/21/2020|12.0469|||||0.0529|0.0529||Monthly
32172|08/31/2020|12.0452|2.18|4.038501||||||Monthly
32173|08/21/2020|9.3243|||||0.0669|0.0669||Monthly
32173|08/31/2020|9.323|2.15|1.53511||||||Monthly
32176|08/31/2020|18.8097|1.02|23.541486||||||Annual
32178|08/31/2020|16.7284|1.83|||||||Annual
32183|08/31/2020|15.3266|2.16|0.002312||||||Annual
32184|08/31/2020|16.1656||||||||Annual
32186|08/31/2020|17.6965|0.95|101.958636||||||Annual
32187|08/31/2020|15.6581|1.64|||||||Annual
32189|08/31/2020|13.7841|2.06|0.000306||||||Annual
32190|08/31/2020|13.8894||||||||Annual
32192|08/31/2020|16.0118|0.95|61.327547||||||Annual
32193|08/31/2020|13.8807|1.67|||||||Annual
32194|08/31/2020|15.1295|1.81|||||||Annual
32195|08/31/2020|15.261|1.92|1.009351||||||Annual
32196|08/31/2020|20.7022||||||||Annual
32198|08/31/2020|15.1942|0.89|58.64425||||||Annual
32199|08/31/2020|12.7631|1.61|||||||Annual
32201|08/31/2020|13.7887|1.82|0.451917||||||Annual
32202|08/31/2020|12.0007||||||||Annual
32307|08/31/2020|6.3364||||||||Annual
32313|08/31/2020|23.2626|2.44|8.218432||||||Annual
32314|08/31/2020|23.4075|1.01|500.368266||||||Annual
32315|08/31/2020|19.0238|2.33|13.955969||||||Quarterly
32316|08/31/2020|18.997|0.89|||||||Quarterly
32317|08/31/2020|26.2932|2.4|72.819517||||||Annual
32318|08/31/2020|25.8099|1|3282.359711||||||Annual
32319|08/31/2020|21.4727|2.28|98.645614||||||Quarterly
32320|08/31/2020|21.6716|0.88|2484.318737||||||Quarterly
32321|08/31/2020|16.281387|3.13|8.165369||||||No Distribution
32322|08/31/2020|13.58957|2.48|6.145558||||||No Distribution
32323|08/31/2020|23.607734|3.13|11.606266||||||No Distribution
32325|08/31/2020|10.225146|0.81|8.796978||||||No Distribution
32327|08/31/2020|19.856742|3.12|39.590372||||||No Distribution
32329|08/31/2020|17.038487|3.1|11.66919||||||No Distribution
32330|08/31/2020|39.895426|3.25|18.521046||||||No Distribution
32333|08/31/2020|18.898812|3.44|3.003273||||||No Distribution
32344|08/31/2020|11.945633|2.88|1.476702||||||No Distribution
32345|08/31/2020|21.163587|3.17|6.254629||||||No Distribution
32353|08/31/2020|19.327|2.147957|830.399485||||||Quarterly
32354|08/31/2020|19.214585|3.1|100.432703||||||No Distribution
32355|08/28/2020|8.67|||||0.066|0.066||Monthly
32355|08/31/2020|8.518|2.149528|830.399485||||||Monthly
32357|08/31/2020|25.175754|3.29|2.797838||||||No Distribution
32358|08/31/2020|15.998654|2.99|35.05063||||||No Distribution
32359|08/31/2020|13.905|2.091216|584.198715||||||Quarterly
32361|08/31/2020|17.082891|3.07|46.677955||||||No Distribution
32365|08/31/2020|19.965811|3.2|38.730211||||||No Distribution
32368|08/31/2020|15.516|2.274961|1541.848964||||||Quarterly
32375|08/31/2020|21.489942|3.24|7.023401||||||No Distribution
32381|08/31/2020|22.911163|3.12|18.580987||||||No Distribution
32389|08/31/2020|22.467438|3.11|22.947579||||||No Distribution
32390|08/31/2020|36.716813|3.11|39.624681||||||No Distribution
32391|08/31/2020|21.168|2.504253|586.059691||||||Annual
32407|08/31/2020|16.9603|3.05|0.265714||||||No Distribution
32409|08/31/2020|16.7435|3.26|0.153921||||||No Distribution
32411|08/31/2020|15.3763|3.68|1.336755||||||No Distribution
32413|08/31/2020|17.6435|2.94|0.168361||||||No Distribution
32414|08/31/2020|17.4071|3.4|0.008858||||||No Distribution
32423|08/31/2020|14.9264|3.09|0.296926||||||No Distribution
32424|08/31/2020|13.8313|3.54|0.033464||||||No Distribution
32440|08/31/2020|21.1969|2.92|0.125218||||||No Distribution
32441|08/31/2020|19.3317|3.4|0.080374||||||Monthly
32445|08/31/2020|18.33|3.07|0.008826||||||No Distribution
32446|08/31/2020|18.5186|3.41|0.028857||||||No Distribution
32448|08/31/2020|14.4698|2.22|0.206441||||||Monthly
32449|08/31/2020|14.2393|2.34|0.142027||||||No Distribution
32450|08/31/2020|25.3646|2.98|0.12323||||||No Distribution
32451|08/31/2020|13.6297|2.74|0.137589||||||Monthly
32453|08/31/2020|21.9019|3.53|0.136627||||||No Distribution
32455|08/31/2020|21.3642|3.05|0.118072||||||No Distribution
32459|08/31/2020|19.6241|3.59|1.110202||||||No Distribution
32462|08/31/2020|17.8747|2.72|0.224347||||||No Distribution
32463|08/31/2020|17.2799|2.97|0.244289||||||No Distribution
32464|08/31/2020|17.9133|2.38|0.724691||||||No Distribution
32465|08/31/2020|16.8433|3.24|0.704357||||||No Distribution
32466|08/31/2020|17.7451|2.71|0.44393||||||No Distribution
32468|08/31/2020|17.2062|3.07|1.27524||||||No Distribution
32470|08/31/2020|10|1.5|0.004948||||||Monthly
32472|08/31/2020|10|1.56|0.009442||||||Quarterly
32474|08/31/2020|24.1203|3.03|0.080218||||||No Distribution
32475|08/31/2020|22.6206|3.27|0.267846||||||No Distribution
32476|08/31/2020|22.552|3.65|0.778347||||||No Distribution
32478|08/31/2020|29.9242|2.88|0.133736||||||No Distribution
32479|08/31/2020|31.2054|3.4|0.011038||||||No Distribution
32495|08/31/2020|19.745675|3.22|17.727538||||||No Distribution
32511|08/31/2020|20.396822|3.51|21.211072||||||No Distribution
32512|08/31/2020|17.458131|3.57|9.49707||||||No Distribution
32515|08/31/2020|14.713904|3.61|1.209705||||||No Distribution
32536|08/31/2020|16.722441|2.87|7.070389||||||No Distribution
32537|08/31/2020|13.980369|2.22|9.750166||||||No Distribution
32538|08/31/2020|24.287232|2.86|9.609716||||||No Distribution
32539|08/31/2020|10.247845|0.8|21.927633||||||No Distribution
32540|08/31/2020|20.417043|2.84|25.525649||||||No Distribution
32541|08/31/2020|17.524637|2.86|11.773393||||||No Distribution
32542|08/31/2020|41.006211|2.98|18.919389||||||No Distribution
32543|08/31/2020|19.458604|3.12|3.537284||||||No Distribution
32545|08/31/2020|12.196561|2.63|3.886947||||||No Distribution
32546|08/31/2020|21.755135|2.92|4.924743||||||No Distribution
32547|08/31/2020|19.799007|2.81|102.297722||||||No Distribution
32548|08/31/2020|25.852114|3.04|2.85864||||||No Distribution
32549|08/31/2020|16.449118|2.71|47.906835||||||No Distribution
32550|08/31/2020|17.576724|2.78|47.870205||||||No Distribution
32551|08/31/2020|20.538657|2.87|31.716054||||||No Distribution
32552|08/31/2020|22.121561|2.97|8.687149||||||No Distribution
32553|08/31/2020|23.546261|2.85|15.94728||||||No Distribution
32554|08/31/2020|23.102647|2.86|26.508727||||||No Distribution
32555|08/31/2020|37.747352|2.84|40.273845||||||No Distribution
32562|08/31/2020|20.294726|2.97|19.451749||||||No Distribution
32566|08/31/2020|21.073759|3.19|15.783064||||||No Distribution
32567|08/31/2020|17.953368|3.31|6.588714||||||No Distribution
32570|08/31/2020|15.136459|3.33|1.036682||||||No Distribution
32614|08/31/2020|17.8226|2.09|15.856||||||Annual
32615|08/31/2020|22.5343|2.5|24.574||||||Annual
32616|08/31/2020|17.8193|2.1|176.723||||||Annual
32617|08/28/2020|23.8453||||||0.002||Monthly
32617|08/31/2020|23.7716|3.15|15.071258||||||Monthly
32618|08/31/2020|22.5412|2.47|175.845||||||Annual
32619|08/28/2020|22.7114||||||0.0019||Monthly
32619|08/31/2020|22.6405|3.48|0.584876||||||Monthly
32621|08/28/2020|25.9133||||||0.002||Monthly
32621|08/31/2020|25.8348|2.45|7.088172||||||Monthly
32641|08/31/2020|11.22|1.42|||||||Quarterly
32642|08/31/2020|11.32|0.35|||||||Quarterly
32643|08/31/2020|11.26|0.04|||||||Quarterly
32657|08/31/2020|10||||||0.001534||Monthly
32658|08/31/2020|10||||||0.003452||Monthly
32660|08/31/2020|15.019|2.4|11.464183||||||Annual
32661|08/21/2020|14.9163||||||0.0021||Annual
