FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
11025|PRI930|Deferred Sales Charge (Back End Load)||
11026|PRI940|Deferred Sales Charge (Back End Load)||
11027|PRI950|Deferred Sales Charge (Back End Load)||
11028|NWT106|Front End Load||
11028|NWT207|Deferred Sales Charge (Back End Load)||
11028|NWT307|Low Service Charge||
11028|NWT606|Low Service Charge||
11028|NWT806|Low Service Charge||
11029|NWT108|Front End Load||
11029|NWT209|Deferred Sales Charge (Back End Load)||
11029|NWT309|Low Service Charge||
11029|NWT608|Low Service Charge||
11029|NWT808|Low Service Charge||
11032|NWT10211|Deferred Sales Charge (Back End Load)||
11032|NWT10311|Low Service Charge||
11032|NWT110|Front End Load||
11032|NWT610|Low Service Charge||
11032|NWT810|Low Service Charge||
11088|MGW488|Front End Load||
11088|MGW633|Deferred Sales Charge (Back End Load)||
11088|MGW787|Front End Load||
11088|MGW887|Deferred Sales Charge (Back End Load)||
11089|MGW489|Front End Load||
11089|MGW634|Deferred Sales Charge (Back End Load)||
11089|MGW788|Front End Load||
11089|MGW888|Deferred Sales Charge (Back End Load)||
11090|MGW490|Front End Load||
11090|MGW635|Deferred Sales Charge (Back End Load)||
11090|MGW789|Front End Load||
11090|MGW889|Deferred Sales Charge (Back End Load)||
11118|MFC058|No Load||
11122|MFC065|No Load||
11123|MFC068|No Load||
11124|MFC198|Front End Load||
11127|MFC199|Front End Load||
11128|MFC970|Front End Load||
11134|MFC1600|Deferred Sales Charge (Back End Load)||
11134|MFC3177|Low Service Charge||
11134|MFC7052|Low Service Charge||
11134|MFC740|Front End Load||
11134|MFC840|Deferred Sales Charge (Back End Load)||
11138|MFC597|Front End Load||
11139|MFC596|Front End Load||
11140|MFC1601|Deferred Sales Charge (Back End Load)||
11140|MFC3178|Low Service Charge||
11140|MFC7049|Low Service Charge||
11140|MFC738|Front End Load||
11140|MFC838|Deferred Sales Charge (Back End Load)||
11141|MFC1604|Deferred Sales Charge (Back End Load)||
11141|MFC3180|Low Service Charge||
11141|MFC7043|Low Service Charge||
11141|MFC736|Front End Load||
11141|MFC836|Deferred Sales Charge (Back End Load)||
11142|MFC599|Front End Load||
11143|MFC598|Front End Load||
11144|MIT552|No Load||
11147|MFC3292|Low Service Charge||
11147|MFC7044|Low Service Charge||
11147|MFC737|Front End Load||
11147|MFC837|Deferred Sales Charge (Back End Load)||
11155|DJT00062|No Load||
11158|DJT00068|No Load||
11161|DJT00063|No Load||
11162|DJT00026|No Load||
11165|DJT00009|No Load||
11166|DJT00007|No Load||
11168|DJT00001|No Load||
11169|DJT00004|No Load||
11170|DJT00008|No Load||
11171|DJT00006|No Load||
11172|DJT00060|No Load||
11197|DYN085|Front End Load||
11197|DYN3385|Front End Load||
11197|DYN3485|Low Service Charge||
11197|DYN3585|Deferred Sales Charge (Back End Load)||
11197|DYN585|Deferred Sales Charge (Back End Load)||
11197|DYN685|Low Service Charge||
11197|DYN7116|Low Service Charge||
11197|DYN785|Deferred Sales Charge (Back End Load)||
11201|DYN201|Front End Load||
11201|DYN211|Low Service Charge||
11201|DYN301|Deferred Sales Charge (Back End Load)||
11201|DYN311|Deferred Sales Charge (Back End Load)||
11201|DYN3311|Front End Load||
11201|DYN3411|Low Service Charge||
11201|DYN3511|Deferred Sales Charge (Back End Load)||
11201|DYN7112|Low Service Charge||
11202|DYN046|Front End Load||
11202|DYN1246|Front End Load||
11202|DYN1346|Deferred Sales Charge (Back End Load)||
11202|DYN1446|Deferred Sales Charge (Back End Load)||
11202|DYN1546|Deferred Sales Charge (Back End Load)||
11202|DYN3346|Front End Load||
11202|DYN3436|Low Service Charge||
11202|DYN3536|Deferred Sales Charge (Back End Load)||
11202|DYN546|Deferred Sales Charge (Back End Load)||
11202|DYN646|Low Service Charge||
11202|DYN7118|Low Service Charge||
11202|DYN746|Deferred Sales Charge (Back End Load)||
11205|DYN044|Front End Load||
11205|DYN644|Low Service Charge||
11205|DYN744|Deferred Sales Charge (Back End Load)||
11207|DYN041|Front End Load||
11207|DYN1241|Front End Load||
11207|DYN3341|Front End Load||
11207|DYN3441|Low Service Charge||
11207|DYN3541|Deferred Sales Charge (Back End Load)||
11207|DYN541|Deferred Sales Charge (Back End Load)||
11207|DYN641|Low Service Charge||
11207|DYN7066|Low Service Charge||
11207|DYN741|Deferred Sales Charge (Back End Load)||
11207|DYN8674|Deferred Sales Charge (Back End Load)||
11207|DYN8774|Deferred Sales Charge (Back End Load)||
11207|DYN8874|Deferred Sales Charge (Back End Load)||
11208|DYN100|Low Service Charge||
11208|DYN101|Low Service Charge||
11208|DYN102|Low Service Charge||
11208|DYN104|Low Service Charge||
11208|DYN105|Low Service Charge||
11208|DYN106|Low Service Charge||
11208|DYN109|Low Service Charge||
11208|DYN111|Low Service Charge||
11208|DYN112|Low Service Charge||
11208|DYN114|Low Service Charge||
11208|DYN1221|Front End Load||
11208|DYN1222|Low Service Charge||
11208|DYN1223|Deferred Sales Charge (Back End Load)||
11208|DYN1235|Front End Load||
11208|DYN1236|Low Service Charge||
11208|DYN1237|Deferred Sales Charge (Back End Load)||
11208|DYN129|Low Service Charge||
11208|DYN1374|Low Service Charge||
11208|DYN1375|Deferred Sales Charge (Back End Load)||
11208|DYN138|Low Service Charge||
11208|DYN139|Front End Load||
11208|DYN140|Low Service Charge||
11208|DYN141|Low Service Charge||
11208|DYN142|Front End Load||
11208|DYN1433|Front End Load||
11208|DYN1434|Deferred Sales Charge (Back End Load)||
11208|DYN1435|Low Service Charge||
11208|DYN144|Front End Load||
11208|DYN146|Low Service Charge||
11208|DYN1471|Front End Load||
11208|DYN1472|Deferred Sales Charge (Back End Load)||
11208|DYN1473|Low Service Charge||
11208|DYN1491|Front End Load||
11208|DYN1498|Low Service Charge||
11208|DYN1499|Deferred Sales Charge (Back End Load)||
11208|DYN151|Low Service Charge||
11208|DYN152|Low Service Charge||
11208|DYN153|Low Service Charge||
11208|DYN155|Low Service Charge||
11208|DYN1563|Front End Load||
11208|DYN1564|Low Service Charge||
11208|DYN1565|Deferred Sales Charge (Back End Load)||
11208|DYN159|Low Service Charge||
11208|DYN163|Low Service Charge||
11208|DYN164|Low Service Charge||
11208|DYN165|Low Service Charge||
11208|DYN1687|Front End Load||
11208|DYN1688|Low Service Charge||
11208|DYN1689|Deferred Sales Charge (Back End Load)||
11208|DYN1723|Front End Load||
11208|DYN1724|Low Service Charge||
11208|DYN1725|Deferred Sales Charge (Back End Load)||
11208|DYN176|Low Service Charge||
11208|DYN1760|Front End Load||
11208|DYN1761|Low Service Charge||
11208|DYN1762|Low Service Charge||
11208|DYN177|Low Service Charge||
11208|DYN1780|Front End Load||
11208|DYN1781|Low Service Charge||
11208|DYN1782|Deferred Sales Charge (Back End Load)||
11208|DYN179|Low Service Charge||
11208|DYN1810|Front End Load||
11208|DYN1811|Front End Load||
11208|DYN1812|Deferred Sales Charge (Back End Load)||
11208|DYN1830|Front End Load||
11208|DYN1831|Low Service Charge||
11208|DYN1832|Deferred Sales Charge (Back End Load)||
11208|DYN185|Low Service Charge||
11208|DYN1860|Front End Load||
11208|DYN1861|Low Service Charge||
11208|DYN1862|Low Service Charge||
11208|DYN187|Low Service Charge||
11208|DYN1880|Front End Load||
11208|DYN1881|Low Service Charge||
11208|DYN1882|Deferred Sales Charge (Back End Load)||
11208|DYN190|Low Service Charge||
11208|DYN1900|Front End Load||
11208|DYN1901|Low Service Charge||
11208|DYN1902|Deferred Sales Charge (Back End Load)||
11208|DYN191|Low Service Charge||
11208|DYN1914|Front End Load||
11208|DYN1915|Low Service Charge||
11208|DYN1916|Deferred Sales Charge (Back End Load)||
11208|DYN1930|Front End Load||
11208|DYN1931|Low Service Charge||
11208|DYN1932|Deferred Sales Charge (Back End Load)||
11208|DYN1960|Front End Load||
11208|DYN1962|Low Service Charge||
11208|DYN1963|Deferred Sales Charge (Back End Load)||
11208|DYN197|Low Service Charge||
11208|DYN198|Low Service Charge||
11208|DYN1980|Front End Load||
11208|DYN1981|Low Service Charge||
11208|DYN1982|Deferred Sales Charge (Back End Load)||
11208|DYN199|Low Service Charge||
11208|DYN2097|Front End Load||
11208|DYN2121|Low Service Charge||
11208|DYN2122|Deferred Sales Charge (Back End Load)||
11208|DYN2160|Front End Load||
11208|DYN2161|Low Service Charge||
11208|DYN2162|Deferred Sales Charge (Back End Load)||
11208|DYN2170|Front End Load||
11208|DYN2171|Low Service Charge||
11208|DYN2172|Deferred Sales Charge (Back End Load)||
11208|DYN2173|Front End Load||
11208|DYN2174|Low Service Charge||
11208|DYN2175|Deferred Sales Charge (Back End Load)||
11208|DYN2176|Front End Load||
11208|DYN2177|Low Service Charge||
11208|DYN2178|Deferred Sales Charge (Back End Load)||
11208|DYN2179|Front End Load||
11208|DYN2180|Low Service Charge||
11208|DYN2181|Deferred Sales Charge (Back End Load)||
11208|DYN2182|Front End Load||
11208|DYN2183|Low Service Charge||
11208|DYN2184|Deferred Sales Charge (Back End Load)||
11208|DYN2185|Front End Load||
11208|DYN2186|Low Service Charge||
11208|DYN2187|Deferred Sales Charge (Back End Load)||
11208|DYN2188|Front End Load||
11208|DYN2189|Low Service Charge||
11208|DYN2190|Deferred Sales Charge (Back End Load)||
11208|DYN2191|Front End Load||
11208|DYN2192|Low Service Charge||
11208|DYN2193|Deferred Sales Charge (Back End Load)||
11208|DYN2220|Front End Load||
11208|DYN2221|Low Service Charge||
11208|DYN2222|Deferred Sales Charge (Back End Load)||
11208|DYN2285|Front End Load||
11208|DYN2286|Low Service Charge||
11208|DYN2287|Deferred Sales Charge (Back End Load)||
11208|DYN2314|Front End Load||
11208|DYN2320|Front End Load||
11208|DYN2321|Low Service Charge||
11208|DYN2322|Deferred Sales Charge (Back End Load)||
11208|DYN2379|Front End Load||
11208|DYN2380|Low Service Charge||
11208|DYN2381|Deferred Sales Charge (Back End Load)||
11208|DYN2439|Front End Load||
11208|DYN2440|Low Service Charge||
11208|DYN2441|Deferred Sales Charge (Back End Load)||
11208|DYN2451|Front End Load||
11208|DYN2452|Low Service Charge||
11208|DYN2453|Deferred Sales Charge (Back End Load)||
11208|DYN2468|Front End Load||
11208|DYN2469|Low Service Charge||
11208|DYN2470|Deferred Sales Charge (Back End Load)||
11208|DYN2484|Front End Load||
11208|DYN2485|Low Service Charge||
11208|DYN2486|Deferred Sales Charge (Back End Load)||
11208|DYN2493|Front End Load||
11208|DYN2494|Low Service Charge||
11208|DYN2495|Deferred Sales Charge (Back End Load)||
11208|DYN2520|Front End Load||
11208|DYN2521|Deferred Sales Charge (Back End Load)||
11208|DYN2522|Low Service Charge||
11208|DYN2540|Front End Load||
11208|DYN2541|Low Service Charge||
11208|DYN2542|Deferred Sales Charge (Back End Load)||
11208|DYN2563|Front End Load||
11208|DYN2564|Low Service Charge||
11208|DYN2565|Deferred Sales Charge (Back End Load)||
11208|DYN2580|Front End Load||
11208|DYN2581|Low Service Charge||
11208|DYN2582|Deferred Sales Charge (Back End Load)||
11208|DYN2620|Front End Load||
11208|DYN2621|Deferred Sales Charge (Back End Load)||
11208|DYN2622|Low Service Charge||
11208|DYN2667|Front End Load||
11208|DYN2668|Low Service Charge||
11208|DYN2669|Deferred Sales Charge (Back End Load)||
11208|DYN2693|Front End Load||
11208|DYN2694|Low Service Charge||
11208|DYN2695|Deferred Sales Charge (Back End Load)||
11208|DYN2710|Front End Load||
11208|DYN2711|Low Service Charge||
11208|DYN2712|Deferred Sales Charge (Back End Load)||
11208|DYN2728|Front End Load||
11208|DYN2729|Low Service Charge||
11208|DYN2730|Deferred Sales Charge (Back End Load)||
11208|DYN2745|Front End Load||
11208|DYN2746|Low Service Charge||
11208|DYN2747|Deferred Sales Charge (Back End Load)||
11208|DYN2754|Initial Service Charge||
11208|DYN2766|Deferred Sales Charge (Back End Load)||
11208|DYN2767|Low Service Charge||
11208|DYN2768|Deferred Sales Charge (Back End Load)||
11208|DYN2779|Front End Load||
11208|DYN2780|Low Service Charge||
11208|DYN2781|Deferred Sales Charge (Back End Load)||
11208|DYN2796|Front End Load||
11208|DYN2797|Low Service Charge||
11208|DYN2798|Deferred Sales Charge (Back End Load)||
11208|DYN2807|Front End Load||
11208|DYN2808|Low Service Charge||
11208|DYN2809|Deferred Sales Charge (Back End Load)||
11208|DYN2828|Front End Load||
11208|DYN2829|Low Service Charge||
11208|DYN2830|Deferred Sales Charge (Back End Load)||
11208|DYN2847|Front End Load||
11208|DYN2848|Low Service Charge||
11208|DYN2849|Deferred Sales Charge (Back End Load)||
11208|DYN2857|Front End Load||
11208|DYN2858|Low Service Charge||
11208|DYN2859|Deferred Sales Charge (Back End Load)||
11208|DYN2872|Front End Load||
11208|DYN2873|Low Service Charge||
11208|DYN2874|Deferred Sales Charge (Back End Load)||
11208|DYN2905|Front End Load||
11208|DYN2906|Low Service Charge||
11208|DYN2907|Deferred Sales Charge (Back End Load)||
11208|DYN2920|Front End Load||
11208|DYN2921|Low Service Charge||
11208|DYN2922|Deferred Sales Charge (Back End Load)||
11208|DYN2936|Front End Load||
11208|DYN2937|Low Service Charge||
11208|DYN2938|Deferred Sales Charge (Back End Load)||
11208|DYN2962|Front End Load||
11208|DYN2963|Low Service Charge||
11208|DYN2964|Deferred Sales Charge (Back End Load)||
11208|DYN2978|Front End Load||
11208|DYN2979|Low Service Charge||
11208|DYN2980|Deferred Sales Charge (Back End Load)||
11208|DYN3187|Front End Load||
11208|DYN3188|Low Service Charge||
11208|DYN3189|Deferred Sales Charge (Back End Load)||
11208|DYN3297|Front End Load||
11208|DYN3298|Low Service Charge||
11208|DYN3299|Deferred Sales Charge (Back End Load)||
11208|DYN3364|Front End Load||
11208|DYN3804|Front End Load||
11208|DYN3892|Front End Load||
11208|DYN3893|Front End Load||
11208|DYN3894|Front End Load||
11208|DYN3895|Front End Load||
11208|DYN3896|Front End Load||
11208|DYN3897|Front End Load||
11208|DYN3898|Front End Load||
11208|DYN3899|Front End Load||
11208|DYN3991|Front End Load||
11208|DYN3992|Front End Load||
11208|DYN3993|Front End Load||
11208|DYN3994|Front End Load||
11208|DYN3995|Front End Load||
11208|DYN3996|Front End Load||
11208|DYN3997|Front End Load||
11208|DYN5287|Front End Load||
11208|DYN5288|Low Service Charge||
11208|DYN5289|Deferred Sales Charge (Back End Load)||
11208|DYN5297|Front End Load||
11208|DYN5298|Low Service Charge||
11208|DYN5299|Deferred Sales Charge (Back End Load)||
11208|DYN800|Front End Load||
11208|DYN801|Front End Load||
11208|DYN802|Front End Load||
11208|DYN804|Front End Load||
11208|DYN805|Front End Load||
11208|DYN806|Front End Load||
11208|DYN809|Front End Load||
11208|DYN812|Front End Load||
11208|DYN814|Front End Load||
11208|DYN829|Front End Load||
11208|DYN831|Front End Load||
11208|DYN839|Low Service Charge||
11208|DYN840|Front End Load||
11208|DYN841|Front End Load||
11208|DYN842|Low Service Charge||
11208|DYN844|Low Service Charge||
11208|DYN846|Front End Load||
11208|DYN851|Front End Load||
11208|DYN852|Front End Load||
11208|DYN853|Front End Load||
11208|DYN855|Front End Load||
11208|DYN859|Front End Load||
11208|DYN863|Front End Load||
11208|DYN864|Front End Load||
11208|DYN865|Front End Load||
11208|DYN876|Front End Load||
11208|DYN877|Front End Load||
11208|DYN879|Front End Load||
11208|DYN885|Front End Load||
11208|DYN887|Front End Load||
11208|DYN890|Front End Load||
11208|DYN891|Front End Load||
11208|DYN897|Front End Load||
11208|DYN898|Front End Load||
11208|DYN899|Front End Load||
11208|DYN900|Deferred Sales Charge (Back End Load)||
11208|DYN901|Deferred Sales Charge (Back End Load)||
11208|DYN902|Deferred Sales Charge (Back End Load)||
11208|DYN904|Deferred Sales Charge (Back End Load)||
11208|DYN905|Deferred Sales Charge (Back End Load)||
11208|DYN906|Deferred Sales Charge (Back End Load)||
11208|DYN909|Deferred Sales Charge (Back End Load)||
11208|DYN911|Deferred Sales Charge (Back End Load)||
11208|DYN912|Deferred Sales Charge (Back End Load)||
11208|DYN914|Deferred Sales Charge (Back End Load)||
11208|DYN929|Deferred Sales Charge (Back End Load)||
11208|DYN931|Deferred Sales Charge (Back End Load)||
11208|DYN937|Deferred Sales Charge (Back End Load)||
11208|DYN939|Deferred Sales Charge (Back End Load)||
11208|DYN940|Deferred Sales Charge (Back End Load)||
11208|DYN941|Deferred Sales Charge (Back End Load)||
11208|DYN942|Deferred Sales Charge (Back End Load)||
11208|DYN944|Deferred Sales Charge (Back End Load)||
11208|DYN946|Deferred Sales Charge (Back End Load)||
11208|DYN951|Deferred Sales Charge (Back End Load)||
11208|DYN952|Deferred Sales Charge (Back End Load)||
11208|DYN953|Deferred Sales Charge (Back End Load)||
11208|DYN955|Deferred Sales Charge (Back End Load)||
11208|DYN959|Deferred Sales Charge (Back End Load)||
11208|DYN963|Deferred Sales Charge (Back End Load)||
11208|DYN964|Deferred Sales Charge (Back End Load)||
11208|DYN965|Deferred Sales Charge (Back End Load)||
11208|DYN976|Deferred Sales Charge (Back End Load)||
11208|DYN977|Deferred Sales Charge (Back End Load)||
11208|DYN979|Deferred Sales Charge (Back End Load)||
11208|DYN984|Deferred Sales Charge (Back End Load)||
11208|DYN985|Deferred Sales Charge (Back End Load)||
11208|DYN987|Deferred Sales Charge (Back End Load)||
11208|DYN990|Deferred Sales Charge (Back End Load)||
11208|DYN991|Deferred Sales Charge (Back End Load)||
11208|DYN997|Deferred Sales Charge (Back End Load)||
11208|DYN998|Deferred Sales Charge (Back End Load)||
11209|DYN054|Front End Load||
11209|DYN056|Deferred Sales Charge (Back End Load)||
11209|DYN3354|Front End Load||
11209|DYN3454|Low Service Charge||
11209|DYN3554|Deferred Sales Charge (Back End Load)||
11209|DYN434|Low Service Charge||
11209|DYN554|Deferred Sales Charge (Back End Load)||
11209|DYN654|Low Service Charge||
11209|DYN7073|Low Service Charge||
11210|DYN048|Front End Load||
11210|DYN3348|Front End Load||
11210|DYN3448|Low Service Charge||
11210|DYN3548|Deferred Sales Charge (Back End Load)||
11210|DYN548|Deferred Sales Charge (Back End Load)||
11210|DYN648|Low Service Charge||
11210|DYN7007|Low Service Charge||
11210|DYN748|Deferred Sales Charge (Back End Load)||
11211|DYN047|Front End Load||
11211|DYN055|Deferred Sales Charge (Back End Load)||
11211|DYN1155|Front End Load||
11211|DYN1255|Deferred Sales Charge (Back End Load)||
11211|DYN1355|Deferred Sales Charge (Back End Load)||
11211|DYN1455|Deferred Sales Charge (Back End Load)||
11211|DYN3347|Front End Load||
11211|DYN3447|Low Service Charge||
11211|DYN3547|Deferred Sales Charge (Back End Load)||
